media,time,title 
연합뉴스, 2010.04.28. ,환율 그리스 사태로 큰폭 상승
연합뉴스, 2010.04.28. ,"환율 급등, 코스피 하락"
연합뉴스, 2010.04.28. ,"환율 급등, 코스피 하락"
연합뉴스, 2010.04.28. ,<수입증가율 10년來 최고..내수 살아나나>(종합)
연합뉴스, 2010.04.29. ,"IMF ""中 위안화 평가절상해야"""
연합뉴스, 2010.04.28. ,"""환율 1,050원 되면 수출기업 6조원 손해"""
연합뉴스, 2010.04.28. ,유럽발 충격에 글로벌 금융시장 `비틀'(종합2보)
연합뉴스, 2010.04.30. ,外人ㆍ프로그램 오늘은 샀다…코스피 13P↑
연합뉴스, 2010.04.30. ,"환율 6.5원 하락한 1,108.4원(마감)"
연합뉴스, 2010.04.30. ,S&T그룹 주력 상장 5개사 1분기 경영실적 호전
연합뉴스, 2010.04.29. ,기업 체감경기 8년래 최고
연합뉴스, 2010.04.29. ,"환율 3.2원 내린 1,115.5원(개장)"
연합뉴스, 2010.04.29. ,"원자바오 ""외국기업 차별 않겠다"""
연합뉴스, 2010.04.28. ,<고침> 기타(<주요신문 사설>(4월28일자 석간))
연합뉴스, 2010.04.28. ,"환율 급등, 코스피 하락"
연합뉴스, 2010.04.28. ,"환율, 1,120원대로 급등(종합)"
연합뉴스, 2010.04.29. ,'유럽발 우려' 지속 코스피 5P 하락
연합뉴스, 2010.04.28. ,"""금융위기 파장 외환위기보다 작은 이유는"""
연합뉴스, 2010.04.30. ,"환율 이틀째 하락…1,100원선"
연합뉴스, 2010.04.30. ,"환율 이틀째 하락…1,100원선"
연합뉴스, 2010.04.29. ,"기업 체감경기 8년來 최고..""원자재값 복병"""
연합뉴스, 2010.04.29. ,"윤증현 ""올해 5% 이상 경제성장 무난""(종합)"
연합뉴스, 2010.04.29. ,"삼성그룹, 삼성생명 청약때 달러 안판다"
연합뉴스, 2010.04.30. ,이 시각 증시
연합뉴스, 2010.04.29. ,"윤증현 ""은행세, 非G20에 강요할수 없다"""
연합뉴스, 2010.10.09. ,국정감사장서 질의에 답하는 류우익 대사
연합뉴스, 2011.01.13. ,오늘의 주요뉴스 (오후 7시)
연합뉴스, 2011.01.14. ,"김성식 ""물가안정 위해 안정기조로 가야"""
연합뉴스, 2011.01.14. ,"""한국 자본통제 위해 집속탄 동원""<FT>"
연합뉴스, 2011.01.17. ,손경식 대한상의 회장 일문일답
연합뉴스, 2011.01.17. ,"후진타오 ""미.중, 냉전시대 제로섬 사고 버려야"""
연합뉴스, 2011.01.12. ,"삼성硏 ""올해 한국경제는 `긴장과 모색'"""
연합뉴스, 2011.01.12. ,"중국은행, 미국내 위안 거래 시작"
연합뉴스, 2011.01.15. ,"백악관 ""북한문제, 미.중 정상회담 핵심주제"""
연합뉴스, 2011.01.12. ,"가이트너, `中환율 절상' 또 촉구"
연합뉴스, 2011.01.13. ,"나노신소재 ""공모자금 37% 원재료 구입에 사용"""
연합뉴스, 2011.01.13. ,"李대통령 ""기름값 적정수준인지 검토해야""(종합)"
연합뉴스, 2010.07.29. ,현대차 상반기 영업익 사상최대
연합뉴스, 2011.01.12. ,"코스피지수 2,100선에 바짝"
연합뉴스, 2011.01.12. ,"코스피지수 2,100선에 바짝"
연합뉴스, 2010.07.29. ,<경제브리핑> 연간 무역흑자 300억弗 육박할듯
연합뉴스, 2011.01.13. ,브라질 증시 사흘연속 상승..1.72%↑
연합뉴스, 2011.01.13. ,"中외교부, 위안화절상 불가입장 재확인(종합)"
연합뉴스, 2011.01.13. ,오늘의 주요뉴스 (오후 5시)
연합뉴스, 2011.01.14. ,"정유사들 ""기름값 인하 기정사실..문제는 인하폭"""
연합뉴스, 2011.01.14. ,"""휘발유값 국내에서 더올라""<소시모>"
연합뉴스, 2011.01.14. ,'서민연료' LPG가격 2년만에 최고가
연합뉴스, 2011.01.14. ,오늘의 주요뉴스 (오후 7시)
연합뉴스, 2011.01.16. ,"""CEO들, 올해 최우선 전략은 `인재확보'"""
연합뉴스, 2011.01.16. ,몸불리는 공룡자문사..은행ㆍ증권 자문형랩 대전
연합뉴스, 2011.01.12. ,"환율 2.1원 내린 1,123원(개장)"
연합뉴스, 2011.01.12. ,<뉴욕증시> 실적호전 기대감에 상승
연합뉴스, 2011.01.12. ,"코스피지수, 2100 눈앞"
연합뉴스, 2011.01.12. ,"코스피지수, 2100 눈앞"
연합뉴스, 2011.01.12. ,오늘의 주요뉴스 (오후 9시)
연합뉴스, 2011.01.17. ,<경제단체장 인터뷰> ①손경식 대한상의 회장
연합뉴스, 2011.01.17. ,"작년 원화 변동성, 아시아 주요국 중 최고"
연합뉴스, 2011.01.18. ,"""올해 신흥국 투자 큰 손은 `스미스 부인'"""
연합뉴스, 2011.01.12. ,"환율 4일만에 하락..1,119원선(종합)"
연합뉴스, 2011.01.12. ,"코스피 2,094…연일 사상 최고(종합)"
연합뉴스, 2011.01.12. ,"中, 후진타오 방미에 '올인'하는 까닭은"
연합뉴스, 2011.01.13. ,"금통위 ""인플레 심리 높아질 것""(종합)"
연합뉴스, 2011.01.13. ,"李대통령 ""기름값 적정수준인지 검토해야""-1,2"
연합뉴스, 2011.01.12. ,"中, 후진타오 방미로 美와 경협촉진 희망"
연합뉴스, 2011.01.12. ,"코스피 2,094…연일 사상 최고"
연합뉴스, 2011.01.12. ,"코스피지수, 2100 눈앞"
연합뉴스, 2011.01.12. ,"코스피지수 2,100선에 바짝"
연합뉴스, 2011.01.13. ,"환율 10.4원 내린 1,109원(개장)"
연합뉴스, 2011.01.13. ,`두 토끼 장세' 상승 기대감 얼마나
연합뉴스, 2011.01.13. ,코스피 2100 찍고 `뒷걸음'…채권.환율 `출렁'
연합뉴스, 2011.01.17. ,"李대통령, 24일 재계 총수 회동"
연합뉴스, 2011.01.13. ,"베트남 ""올해 경제 성장과 인플레 억제에 주력"""
연합뉴스, 2011.01.13. ,달러-위안 환율 이틀 연속 사상 최저
연합뉴스, 2011.02.02. ,"""올해 원.달러 환율 1,090원대 전망"""
연합뉴스, 2010.08.28. ,"국제유가, 버냉키 발언효과에 상승"
연합뉴스, 2010.08.27. ,"환율 1,190원대 후반으로 상승(종합)"
연합뉴스, 2010.07.29. ,코스피 지루한 줄다리기 끝에 2P↓(종합)
연합뉴스, 2010.07.29. ,충남 상반기 수출 52.2%↑..전국 4위
연합뉴스, 2010.07.29. ,<증권사 추천종목> 대신증권(*신규종목)
연합뉴스, 2011.01.13. ,"李대통령 ""기름값 적정한지 검토해야""(종합2보)"
연합뉴스, 2011.01.13. ,코스피 2100선 찍고 뒷걸음…채권.환율 출렁(종합)
연합뉴스, 2011.01.14. ,달러-위안 환율 사흘째 사상 최저
연합뉴스, 2011.01.14. ,"中인민銀, 위안화 해외직접투자 승인"
연합뉴스, 2011.01.14. ,"中, 北 우라늄농축 '판단유보'..파장 예상(종합)"
연합뉴스, 2011.01.16. ,휘발유값의 진실..가격인하 체감할 묘수 있나
연합뉴스, 2011.01.12. ,<뉴욕증시> 실적호전 기대감에 상승(종합)
연합뉴스, 2011.01.12. ,브라질 증시 이틀연속 상승..0.42%↑
연합뉴스, 2011.01.12. ,"<새해 첫 옵션만기, 매물 예상에도 '낙관'>(종합)"
연합뉴스, 2011.01.12. ,오늘의 주요뉴스 (오후 7시)
연합뉴스, 2011.01.12. ,"中, 후진타오 방미로 美와 경협촉진 희망(종합)"
연합뉴스, 2010.07.30. ,"에쓰오일, 2분기 영업익 50.8%↑(종합)"
연합뉴스, 2011.01.17. ,미중 정상회담..의미와 전망은?
연합뉴스, 2011.01.13. ,물가대책 정부 합동브리핑 문답
연합뉴스, 2011.01.17. ,울산상의회장 현대차 방문 경제현안 논의
연합뉴스, 2011.01.17. ,"코스피 2,118 찍고 숨고르기(종합)"
연합뉴스, 2011.01.13. ,대통령 기름값 언급에 정유사 '고민'
연합뉴스, 2011.02.02. ,브라질 증시 5일만에 급등..1.91%↑
연합뉴스, 2011.02.01. ,오늘의 주요뉴스(오후 5시)
연합뉴스, 2010.07.31. ,`서민연료' LPG 8월 공급가 큰 폭 인하
연합뉴스, 2010.08.27. ,투자심리 위축에 약보합…코스피 0.20P↓
연합뉴스, 2011.03.02. ,"환율 0.30원 오른 1,129.00원(개장)"
연합뉴스, 2010.07.29. ,코스피 지루한 줄다리기 끝에 2P↓
연합뉴스, 2010.08.30. ,<연합뉴스 이시각 헤드라인> - 16:00
연합뉴스, 2010.10.09. ,브라질 증시 1.27% 급등..7만1천P 육박
연합뉴스, 2010.08.30. ,"부산銀, 안드로이드OS 전용 뱅킹서비스 개시"
연합뉴스, 2010.07.29. ,환율 이틀째 상승(종합)
연합뉴스, 2010.07.29. ,"환율 6.9원 오른 1,191원(개장)"
연합뉴스, 2011.01.13. ,"中외교부, 위안화절상 불가입장 재확인"
연합뉴스, 2011.01.13. ,"中증시, 석유.은행주 주도로 상승"
연합뉴스, 2011.01.14. ,"中외교부, 위안화절상 불가입장 재확인"
연합뉴스, 2011.01.14. ,<표> 수입물가 상승률 추이
연합뉴스, 2011.01.14. ,"<AsiaNet>Infosys Technologies(NASDAQ: INFY), 2010년 12월 31일 마감 분기 결과를"
연합뉴스, 2011.01.14. ,"코스피 드디어 2,100 고지 밟았다(종합)"
연합뉴스, 2011.01.16. ,<미중 정상회담> ③중국의 전략(끝)
연합뉴스, 2011.01.16. ,<미중 정상회담> ①의미와 전망
연합뉴스, 2011.01.11. ,오늘의 주요뉴스 (오후 9시)
연합뉴스, 2011.01.12. ,오늘의 주요뉴스 (오후 5시)
연합뉴스, 2010.07.30. ,내달부터 지역 냉난방 요금 3.95% 인하
연합뉴스, 2010.07.30. ,원.달러 환율 사흘째 상승(종합)
연합뉴스, 2011.01.12. ,"<시황> 코스피 연이틀 최고치…2,100 육박(잠정)"
연합뉴스, 2011.01.17. ,신화통신이 본 미중정상회담 의제
연합뉴스, 2011.01.17. ,"환율 하락..1,110원대 초반(종합)"
연합뉴스, 2011.01.17. ,미중정상 공동성명..어떤내용 담길까
연합뉴스, 2011.01.17. ,"코스피 2,118 찍고 숨고르기(종합)"
연합뉴스, 2011.01.13. ,<김중수 한은 총재 문답>-2(끝)
연합뉴스, 2011.01.13. ,김중수 한은 총재 기자회견 모두발언
연합뉴스, 2011.02.01. ,"대우건설, 지난해 3천625억원 영업적자"
연합뉴스, 2011.02.01. ,'설연휴 지나고 보자' 코스피 2P 상승 그쳐(종합)
연합뉴스, 2010.07.31. ,브라질 증시 열흘째 상승..월간 10.8%↑
연합뉴스, 2010.07.30. ,"""中 세계 2위 경제대국 부상""(종합)"
연합뉴스, 2011.04.01. ,달러-위안 환율 이틀째 사상 최저
연합뉴스, 2011.04.01. ,"원-달러 환율 1100원 붕괴, 증시 양날의 칼"
연합뉴스, 2010.08.27. ,수출 사상 최대..경상흑자 역대 2번째(종합)
연합뉴스, 2010.10.09. ,선서하는 류우익 대사
연합뉴스, 2010.07.29. ,"현대제철, 고로조업 후 첫 분기 흑자"
연합뉴스, 2010.10.09. ,달러약세에 곡물값도 급등 행진
연합뉴스, 2010.07.29. ,"베네수엘라, 외화표시 정부채권 국내 판매"
연합뉴스, 2010.10.09. ,국정감사장의 류우익 대사
연합뉴스, 2010.08.31. ,IFRS 적용법인 상반기 실적 더 좋았다
연합뉴스, 2010.08.31. ,"""금융위기후 가계-기업 소득증가율 격차 심화"""
연합뉴스, 2010.10.09. ,경기부양책 기대로 뉴욕유가 상승
연합뉴스, 2011.03.02. ,브라질 증시 급락..1.69%↓
연합뉴스, 2011.03.02. ,"中 의식한 日, 군사력 남부로 전환 배치"
연합뉴스, 2010.08.30. ,대전충남 中企 경기전망 6개월째 하락
연합뉴스, 2010.08.30. ,"도쿄증시, 日銀 금융완화책에 1.7% 상승"
연합뉴스, 2010.07.29. ,<신음하는 서민경제...실태와 해법> ⑥ 내수기업
연합뉴스, 2010.07.29. ,연간 무역흑자 300억弗 육박할듯
연합뉴스, 2011.01.13. ,"한은, 물가불안에 기준금리 0.25%P 인상(종합2보)"
연합뉴스, 2011.01.13. ,<연합뉴스 이시각 헤드라인> - 16:00
연합뉴스, 2011.01.14. ,수입물가 상승률 1년10개월 만에 최고
연합뉴스, 2011.01.14. ,"美 뉴욕유가, 등락끝 소폭 하락"
연합뉴스, 2011.01.14. ,"코스피 드디어 2,100 고지 밟았다"
연합뉴스, 2011.01.14. ,"코스피 드디어 2,100 고지 밟았다"
연합뉴스, 2011.01.16. ,外人지분 30%이상 1년새 69→76개로 늘어
연합뉴스, 2011.01.16. ,G20기획단 2월초 재정부 내에 출범
연합뉴스, 2011.01.17. ,사공일 무역협회 회장 일문일답
연합뉴스, 2011.01.17. ,<경제단체장 인터뷰> ③사공일 무역협회 회장
연합뉴스, 2011.01.17. ,김기문 中企중앙회장 일문일답
연합뉴스, 2011.01.17. ,"美 의회, 위안화 약세 대응법안 재추진"
연합뉴스, 2011.01.17. ,"미.중 정상회담, 쇠고기 문제 주요쟁점 될 듯"
연합뉴스, 2011.01.13. ,"美, 수출 금융으로 中 견제<WSJ>"
연합뉴스, 2011.02.01. ,'설연휴 지나고 보자' 코스피 2P 상승에 그쳐
연합뉴스, 2011.02.01. ,달러-위안 환율 사흘만에 사상 최저
연합뉴스, 2010.07.30. ,"中 인민銀 ""중국, 세계 2위 경제대국 부상"""
연합뉴스, 2010.10.09. ,질의하는 이상득 의원
연합뉴스, 2011.04.01. ,치솟는 물가..인플레압력 여전
연합뉴스, 2011.04.01. ,물가 4%대 고공행진..추가 대책 주목
연합뉴스, 2010.08.27. ,"환율 상승..1,190원대 후반(종합)"
연합뉴스, 2010.08.27. ,브라질 증시 6일 연속 하락..1.44%↓
연합뉴스, 2010.10.10. ,"IMF총재 ""환율전쟁은 너무 과격한 표현"""
연합뉴스, 2010.10.09. ,中 류샤오보 노벨평화상 거센 후폭풍
연합뉴스, 2010.10.09. ,"美기업, 작년 中서 1천500억달러 벌어"
연합뉴스, 2010.08.31. ,日 금융시장 불안..엔고대책에 실망
연합뉴스, 2010.07.29. ,"환율 이틀째 상승…1,186.4원(종합)"
연합뉴스, 2010.10.09. ,오늘의 주요뉴스 (오전 4시)
연합뉴스, 2011.03.01. ,"김총리 ""국민, 에너지 절약 자발적 동참해야"""
연합뉴스, 2010.10.09. ,업무보고하는 류우익 대사
연합뉴스, 2010.08.31. ,"은행권, 외화대출 심사 강화"
연합뉴스, 2010.07.29. ,현대차 상반기 영업익 사상최대(종합2보)
연합뉴스, 2010.08.30. ,'버냉키 한마디' 코스피 30P 반등..환율 하락
연합뉴스, 2011.03.01. ,"이대통령 ""서민 어려움 커져..위기를 기회로"""
연합뉴스, 2010.08.30. ,"환율 4.6원 내린 1,192원(마감)"
연합뉴스, 2010.07.29. ,제조업 체감경기 7개월만에 둔화
연합뉴스, 2010.07.30. ,"KT, 2분기 영업익 6천14억 24.4↑(종합)"
연합뉴스, 2011.01.13. ,오늘의 주요뉴스 (오후 3시)
연합뉴스, 2010.07.30. ,"KT, 2분기 영업익 6천14억 24.4%↑(종합2보)"
연합뉴스, 2011.01.13. ,<연합뉴스 이시각 헤드라인> - 20:00
연합뉴스, 2011.01.15. ,스위스 중앙은행 작년 220억弗 손실
연합뉴스, 2010.07.30. ,"환율 2.1원 오른 1,188.5원(개장)"
연합뉴스, 2011.01.17. ,<경제단체장 인터뷰> ⑤김기문 中企중앙회장 (끝)
연합뉴스, 2011.01.17. ,"코스피 2,118 찍고 숨고르기"
연합뉴스, 2011.02.01. ,"브라질-아르헨 정상회담..""전략적 협력 강화"""
연합뉴스, 2011.02.01. ,"환율 1.5원 내린 1,120원(개장)"
연합뉴스, 2011.01.14. ,北가격제정국 `위원회' 격상‥성과는 회의적
연합뉴스, 2010.07.30. ,"삼성전자 ""올 시설투자액 계획 초과 가능성"""
연합뉴스, 2010.10.10. ,IMF 연차총회 채택 공동성명 전문
연합뉴스, 2010.10.09. ,오늘의 주요뉴스(오전 9시)
연합뉴스, 2010.10.09. ,선서하는 류우익 대사
연합뉴스, 2010.08.31. ,"한국, 구매력기준 1인당소득 아시아 7위"
연합뉴스, 2010.08.31. ,은행 BIS비율 14.29%..7분기만에 하락
연합뉴스, 2011.04.01. ,"환율, 개입 경계..1,097원선(종합)"
연합뉴스, 2010.07.29. ,코스피 지루한 줄다리기 끝에 2P↓
연합뉴스, 2010.08.27. ,美고용지표 호전에 국제유가 상승
연합뉴스, 2010.10.09. ,"브라질 중앙銀총재 ""환율전쟁 피할 합의 필요"""
연합뉴스, 2011.03.01. ,"부천 기업 ""2분기 경기 좋아질 것 같다"""
연합뉴스, 2010.08.29. ,베트남 동화 평가절하 경제운영에 큰 주름살
연합뉴스, 2010.07.29. ,"브라질 증시, 8일 연속 상승..0.2%↑"
연합뉴스, 2010.07.30. ,<신음하는 서민경제...실태와 해법> ⑦ 전문가(끝)
연합뉴스, 2011.01.17. ,<경제단체장 인터뷰> ①손경식 대한상의 회장
연합뉴스, 2011.01.17. ,"日도레이 ""한국 탄소섬유기술 시간 걸릴 것""(종합)"
연합뉴스, 2011.02.01. ,브라질 증시 혼조끝 소폭하락..월간 3.94%↓
연합뉴스, 2010.07.30. ,S&T그룹 상장 5개사 상반기 경영실적 '호조'
연합뉴스, 2010.07.30. ,엔화값 연중 최고..도쿄증시 1.64% 하락
연합뉴스, 2011.04.01. ,"환율 0.50원 내린 1,096.20원(개장)"
연합뉴스, 2010.08.26. ,'뒷심 부족' 코스피 닷새째 조정…5P↓(종합)
연합뉴스, 2010.10.10. ,"IMF, 환율분쟁 이견 해소에 실패"
연합뉴스, 2010.10.10. ,"IMF 아태국장 ""亞 신흥국들 통화긴축 필요"""
연합뉴스, 2010.07.30. ,"KT, 2분기 영업익 6천14억 24.4↑(2보)"
연합뉴스, 2010.10.09. ,<증시전망> 변동성 장세 가능성
연합뉴스, 2010.10.09. ,<전국 주요신문 톱뉴스>(10월9일자 조간)
연합뉴스, 2010.10.09. ,국감장의 류우익 대사
연합뉴스, 2010.08.31. ,제조업 체감경기지표 두달째 하락
연합뉴스, 2010.07.29. ,"환율 2.3원 오른 1,186.4원(마감)"
연합뉴스, 2010.10.09. ,"中인민은행장, 급속한 위안화 절상 거부"
연합뉴스, 2011.03.01. ,울산기업 2분기 경기 회복세 지속 전망
연합뉴스, 2010.08.29. ,"산업계 ""'슈퍼엔고' 효과 좀 볼까"" 기대감"
연합뉴스, 2010.07.28. ,수학으로 금융시장 위험 예측한다
연합뉴스, 2010.07.30. ,달러약세로 유가 1주일만에 상승
연합뉴스, 2010.07.30. ,원.달러 환율 사흘만에 하락(종합)
연합뉴스, 2010.07.30. ,"'실적약발 다했나' 코스피 11P↓…1,759"
연합뉴스, 2011.04.01. ,<전국 주요신문 톱뉴스>(4월1일자 조간)
연합뉴스, 2010.08.26. ,울산 제조업체 4분기 경기전망 '맑음'
연합뉴스, 2010.10.10. ,오늘의 주요뉴스 (오전 4시)
연합뉴스, 2010.10.09. ,<주요신문 사설>(10월9일자 조간)
연합뉴스, 2010.10.09. ,"러' 재무 ""세계적 환율정책 합의 시기상조"""
연합뉴스, 2010.08.31. ,브라질 증시 급락..2.02%↓
연합뉴스, 2010.08.30. ,'버냉키 한마디' 코스피 30P 반등…환율↓(종합)
연합뉴스, 2010.07.29. ,현대차 상반기 영업익 1조5천660억 사상최대(종합)
연합뉴스, 2010.10.09. ,"""환율 자유화, 만능해법 아니다""<러 재무차관>"
연합뉴스, 2011.03.01. ,브라질 증시 0.72% 상승..월간 1.21%↑
연합뉴스, 2011.03.01. ,"""2040년 한국 1인당 GDP 세계 4위"""
연합뉴스, 2010.08.29. ,미 경기둔화 `먹구름'..한국에 드리울까
연합뉴스, 2010.07.29. ,"헝가리, 중장기 국채 발행 `성공적'"
연합뉴스, 2010.10.09. ,오늘의 주요기사 1차메모(10월9일. 토)
연합뉴스, 2010.10.09. ,오늘의 주요뉴스(오후 3시)
연합뉴스, 2010.08.30. ,"환율 하락..1,190원대 초반(종합)"
연합뉴스, 2010.10.08. ,"김중수 ""의장국으로서 환율문제에 리더십 가져야"""
연합뉴스, 2010.07.30. ,"환율 3.7원 내린 1,182.7원(마감)"
연합뉴스, 2011.04.01. ,"원ㆍ달러 환율 1,100원 붕괴…증시엔 양날의 칼"
연합뉴스, 2010.08.26. ,'뒷심 부족' 코스피 닷새째 조정…5P↓
연합뉴스, 2010.10.10. ,"브라질 중앙銀총재 ""환율방어 총력 대응"""
연합뉴스, 2011.03.01. ,"중동發 유가급등, 경제지표 뒤흔드나"
연합뉴스, 2010.08.28. ,"""베트남 동화 추가 평가절하 가능성 높다"""
연합뉴스, 2011.04.01. ,브라질 증시 사흘째 상승..월간 1.79%↑
연합뉴스, 2010.10.09. ,오늘의 주요뉴스 (오후 9시)
연합뉴스, 2010.10.09. ,<국감현장> 中대사 '잦은 자리비움' 도마 위에
연합뉴스, 2010.10.09. ,<연합뉴스 이시각 헤드라인> - 08:00
연합뉴스, 2010.10.09. ,"정부, 환율갈등 상관없이 G20 의제조율 매진"
연합뉴스, 2010.10.09. ,<국감현장> 中대사 '잦은 자리비움' 도마 위에
연합뉴스, 2010.10.08. ,류샤오보 석방 요구 국제적 압력 고조
연합뉴스, 2011.04.01. ,美뉴욕유가 106弗 돌파..30개월래 최고
연합뉴스, 2010.10.09. ,오늘의 주요뉴스(오후 6시)
연합뉴스, 2010.10.09. ,"IMF총재, 환율 놓고 중국 재압박"
연합뉴스, 2010.10.09. ,오늘의 주요뉴스(낮 12시))
연합뉴스, 2010.10.08. ,"EU, 류사오보 노벨평화상 수상 환영"
연합뉴스, 2011.01.10. ,2.5기 경제팀 첫회동..물가안정 집중(종합2보)
연합뉴스, 2011.01.11. ,"현대硏 ""물가관리, 미시적 대응부터"""
연합뉴스, 2010.05.26. ,"환율 5.0원 하락한 1,245.0원(개장)"
연합뉴스, 2010.05.25. ,외국인 투자규모 리먼사태 이전수준 회복
연합뉴스, 2010.05.25. ,'동시다발 악재'…코스피 44P↓ㆍ환율 35원↑
연합뉴스, 2010.05.25. ,"한은 통화금융대책반 소집..""환율 대책강구"""
연합뉴스, 2010.05.25. ,'동시다발 악재' 코스피 44P↓ㆍ환율 35원↑(종합)
연합뉴스, 2010.05.26. ,"환율 5일째 상승…1,250원선(종합)"
연합뉴스, 2010.05.26. ,<경제브리핑> 환율 폭등에 유학생 부모 좌불안석
연합뉴스, 2010.05.25. ,<연합뉴스 이시각 헤드라인> - 12:00
연합뉴스, 2010.05.26. ,"<`금융불안확산 막아라'..정부, 단계적대응>(종합)"
연합뉴스, 2010.05.26. ,돌반지 대신 백년코인으로
연합뉴스, 2011.01.03. ,"증권사 리서치센터장들 ""코스피 상승여력 충분"""
연합뉴스, 2011.01.03. ,"새해 첫날 2,070…코스피 사상 최고(종합)"
연합뉴스, 2010.05.25. ,"美.中 ""에너지.환경 등 8건 합의문 서명"""
연합뉴스, 2010.05.25. ,외환은행 딜링룸 '속수무책'…
연합뉴스, 2010.05.25. ,<연합뉴스 이시각 헤드라인> - 20:00
연합뉴스, 2010.05.26. ,<연합뉴스 이시각 헤드라인> - 08:00
연합뉴스, 2010.05.26. ,<주요신문 사설>(5월26일자 조간)
연합뉴스, 2010.05.26. ,"<시황>코스피 1,500선...낙폭 확대"
연합뉴스, 2010.05.26. ,"정부, ""필요시 외화유동성 충분히 공급"""
연합뉴스, 2010.05.25. ,'폭락공포' 코스피 1500대 초중반 1차지지 기대
연합뉴스, 2010.05.25. ,'유로존위기+北리스크'속 고환율 증시에 직격탄
연합뉴스, 2010.05.25. ,`환율 폭등'에 업종별 명암 교차
연합뉴스, 2010.05.25. ,"한은, 금융시장 불안 대응책 검토 착수"
연합뉴스, 2010.05.25. ,"환율 1,250원대 급등..9개월만에 최고(종합)"
연합뉴스, 2010.05.25. ,외환은행 딜링룸 '속수무책'…
연합뉴스, 2011.01.04. ,"환율 2.5원 내린 1,124원(개장)"
연합뉴스, 2010.05.26. ,<연합뉴스 이시각 헤드라인> - 16:00
연합뉴스, 2010.05.26. ,금융시장 불안 불씨에 정부 조기 진화
연합뉴스, 2010.05.26. ,국내 금값 한 돈 20만원 훌쩍
연합뉴스, 2010.05.26. ,국내 금값 한 돈 20만원 훌쩍
연합뉴스, 2011.01.04. ,"환율 6일째 하락..1,120원대 초반(종합)"
연합뉴스, 2011.01.04. ,"환율 5.5원 내린 1,121원(마감)"
연합뉴스, 2010.05.25. ,증시공포 극대화 '금밖에…' 금ETF 급등
연합뉴스, 2010.05.25. ,"베트남, 5월 CPI 0.27% 상승"
연합뉴스, 2010.05.25. ,<대내외 악재속 고환율 증시에 직격탄>(종합)
연합뉴스, 2010.05.25. ,<연합뉴스 이시각 헤드라인> - 16:00
연합뉴스, 2010.05.25. ,오늘의 주요뉴스 (낮 12시)
연합뉴스, 2010.05.25. ,<증시 공포 극대화에 금ETF 급등>(종합)
연합뉴스, 2010.05.25. ,"<펀드매니저 ""코스피 1,500까지 조정가능"">(종합)"
연합뉴스, 2010.05.25. ,"대내외 악재, 경제에 먹구름 끼나"
연합뉴스, 2010.05.25. ,"경제전문가들 ""조기 진정 안되면 실물에도 악영향"""
연합뉴스, 2011.01.10. ,<연합시론> 고삐 풀린 물가 잡으려면
연합뉴스, 2011.01.10. ,구미 수출기업 경영계획상 환율..1천88원
연합뉴스, 2011.01.10. ,"호세프 ""나는 룰라와 달라"""
연합뉴스, 2011.01.03. ,<채권> 입찰 부진ㆍ外人 매도에 약세(마감)
연합뉴스, 2011.01.03. ,"환율 1,120원대 후반으로 하락(종합)"
연합뉴스, 2010.05.25. ,<환율 급변동에 환전 문의 빗발>(종합)
연합뉴스, 2010.05.25. ,오늘의 주요뉴스 (오후 6시)
연합뉴스, 2010.05.26. ,<전국 주요신문 톱뉴스>(5월26일자 조간)
연합뉴스, 2010.05.26. ,브라질 증시 또 급락..1.22%↓
연합뉴스, 2010.05.26. ,이 시각 증시
연합뉴스, 2010.05.26. ,환율전망과 기업의 대응전략 세미나
연합뉴스, 2010.05.25. ,스페인.北 악재에 금융시장 `요동'
연합뉴스, 2010.05.25. ,이 시각 경제 TOP 뉴스
연합뉴스, 2010.05.25. ,유럽위기에 대북 리스크..금융시장 패닉
연합뉴스, 2010.05.25. ,이 시각 경제 TOP 뉴스
연합뉴스, 2010.05.25. ,'동시다발 악재'…코스피 44P↓ㆍ환율 35원↑
연합뉴스, 2010.05.25. ,'동시다발 악재'…코스피 44P↓ㆍ환율 35원↑
연합뉴스, 2011.01.04. ,장롱 속에 '잠자는' 수억 유로
연합뉴스, 2011.01.04. ,작년 GDP 1천100조원.1조달러 돌파
연합뉴스, 2010.05.26. ,"환율 5일째 상승…1,253.3원(종합)"
연합뉴스, 2010.05.26. ,대전충남 5월 소비자심리 위축
연합뉴스, 2010.05.26. ,국내 금값 한돈 20만원 돌파
연합뉴스, 2010.05.26. ,국내 금값 한돈 20만원 돌파
연합뉴스, 2011.01.04. ,"삼성硏 ""원高 대응해 해외투자 늘려야"""
연합뉴스, 2011.01.04. ,<경제브리핑> 외환보유액 지난해 216억달러 늘어
연합뉴스, 2011.01.06. ,"""北, 정초부터 장마당 통제로 쌀값 들썩""<RFA>"
연합뉴스, 2011.01.06. ,"中 인민銀 ""위안화 탄력성 확대"""
연합뉴스, 2011.01.05. ,<남북지표> 남북한 정부 예산 43배 격차
연합뉴스, 2011.01.05. ,"브라질 재무 ""환율방어 추가조치?..아직은"""
연합뉴스, 2011.01.05. ,"환율 7일만에 올라..1,120원대 중반(종합)"
연합뉴스, 2011.01.07. ,"스티글리츠 ""유로존 재정긴축 역효과 우려"""
연합뉴스, 2011.01.03. ,"새해 첫날 2,070…코스피 사상 최고"
연합뉴스, 2011.01.03. ,"베트남, 올해 FDI 115억弗 유치 예상"
