년/월/일,총수익지수,순가격지수,제로재투자지수,콜재투자지수,시장가격지수
2015-09-05,166.1,109.04,162.95,164.88,110.98
2015-09-06,166.11,109.03,162.96,164.89,110.99
2015-09-07,166.2,109.09,163.05,164.98,111.04
2015-09-08,166.15,109.04,163,164.93,111
2015-09-09,166.06,108.97,162.92,164.85,110.93
2015-09-10,166.24,109.08,163.08,165.02,110.68
2015-09-11,166.19,109.04,163.04,164.97,110.64
2015-09-12,166.2,109.04,163.05,164.98,110.65
2015-09-13,166.21,109.03,163.05,164.99,110.65
2015-09-14,166.04,108.91,162.9,164.83,110.52
2015-09-15,166.17,108.99,163.02,164.95,110.61
2015-09-16,166.02,108.88,162.88,164.81,110.5
2015-09-17,166.05,108.89,162.9,164.84,110.51
2015-09-18,166.5,109.18,163.32,165.26,110.81
2015-09-19,166.51,109.18,163.33,165.27,110.81
2015-09-20,166.52,109.17,163.33,165.27,110.82
2015-09-21,166.72,109.3,163.53,165.47,110.94
2015-09-22,166.76,109.32,163.56,165.5,110.96
2015-09-23,166.82,109.35,163.62,165.56,111
2015-09-24,166.72,109.27,163.52,165.46,110.92
2015-09-25,166.85,109.34,163.64,165.58,111
2015-09-26,166.85,109.34,163.65,165.59,111.01
2015-09-27,166.86,109.34,163.65,165.6,111.01
2015-09-28,166.87,109.33,163.66,165.61,111.02
2015-09-29,166.88,109.33,163.67,165.62,111.02
2015-09-30,167.3,109.6,164.06,166.01,111.26
2015-10-01,167.07,109.44,163.85,165.8,111.1
2015-10-02,167.21,109.52,163.97,165.92,111.17
2015-10-03,167.22,109.52,163.98,165.93,111.18
2015-10-04,167.22,109.51,163.99,165.94,111.18
2015-10-05,167.44,109.65,164.19,166.14,111.32
2015-10-06,167.4,109.61,164.15,166.1,111.29
2015-10-07,167.18,109.45,163.94,165.9,111.13
2015-10-08,167.17,109.44,163.94,165.89,111.12
2015-10-09,167.18,109.44,163.95,165.9,111.12
2015-10-10,167.19,109.43,163.95,165.91,111.13
2015-10-11,167.2,109.43,163.96,165.92,111.14
2015-10-12,166.88,109.21,163.67,165.62,110.91
2015-10-13,167.04,109.31,163.82,165.77,111.01
2015-10-14,167.04,109.3,163.82,165.77,111.01
2015-10-15,167.4,109.53,164.15,166.11,111.25
2015-10-16,167.39,109.51,164.14,166.1,111.23
2015-10-17,167.4,109.51,164.15,166.11,111.24
2015-10-18,167.41,109.51,164.16,166.12,111.24
2015-10-19,167.34,109.45,164.09,166.05,111.18
2015-10-20,167.22,109.36,163.99,165.94,111.1
2015-10-21,167.23,109.36,163.99,165.95,111.1
2015-10-22,167.23,109.35,163.99,165.95,111.1
2015-10-23,167.3,109.39,164.06,166.02,111.14
2015-10-24,167.31,109.38,164.06,166.03,111.14
2015-10-25,167.32,109.38,164.07,166.03,111.15
2015-10-26,167.32,109.38,164.08,166.04,111.13
2015-10-27,167.5,109.48,164.24,166.21,111.25
2015-10-28,167.64,109.57,164.37,166.33,111.33
2015-10-29,167.55,109.5,164.28,166.25,111.26
2015-10-30,167.28,109.31,164.04,166,111.08
2015-10-31,167.29,109.31,164.05,166.01,111.06
2015-11-01,167.3,109.3,164.06,166.02,111.07
2015-11-02,167.25,109.26,164.01,165.98,111.02
2015-11-03,167.06,109.13,163.84,165.8,110.89
2015-11-04,167,109.08,163.78,165.74,110.84
2015-11-05,167.05,109.1,163.83,165.79,110.87
2015-11-06,166.71,108.87,163.51,165.47,110.64
2015-11-07,166.72,108.86,163.52,165.48,110.64
2015-11-08,166.73,108.86,163.53,165.49,110.65
2015-11-09,166.19,108.5,163.04,164.99,110.28
2015-11-10,166.38,108.61,163.21,165.17,110.4
2015-11-11,166.17,108.46,163.02,164.97,110.26
2015-11-12,166.13,108.43,162.98,164.94,110.23
2015-11-13,166.16,108.44,163,164.96,110.24
2015-11-14,166.17,108.43,163.01,164.97,110.25
2015-11-15,166.17,108.43,163.02,164.98,110.25
2015-11-16,166.42,108.58,163.25,165.21,110.41
2015-11-17,166.3,108.5,163.14,165.1,110.32
2015-11-18,166.35,108.52,163.19,165.15,110.35
2015-11-19,166.57,108.66,163.39,165.36,110.5
2015-11-20,166.48,108.59,163.3,165.27,110.43
2015-11-21,166.49,108.58,163.31,165.28,110.44
2015-11-22,166.5,108.58,163.32,165.29,110.44
2015-11-23,166.36,108.48,163.19,165.16,110.34
2015-11-24,166.39,108.49,163.22,165.19,110.36
2015-11-25,166.49,108.55,163.31,165.28,110.42
2015-11-26,166.52,108.56,163.34,165.31,110.43
2015-11-27,166.33,108.42,163.17,165.13,110.29
2015-11-28,166.34,108.42,163.18,165.14,110.3
2015-11-29,166.35,108.42,163.18,165.15,110.29
2015-11-30,166.44,108.46,163.26,165.23,110.33
2015-12-01,166.34,108.39,163.18,165.14,110.26
2015-12-02,166.45,108.46,163.28,165.25,110.31
2015-12-03,166.49,108.48,163.32,165.29,110.33
2015-12-04,166.32,108.36,163.16,165.13,110.21
2015-12-05,166.33,108.35,163.17,165.14,110.22
2015-12-06,166.34,108.35,163.18,165.15,110.22
2015-12-07,166.38,108.36,163.21,165.18,110.23
2015-12-08,166.78,108.62,163.58,165.56,110.5
2015-12-09,166.87,108.67,163.66,165.64,110.55
2015-12-10,166.93,108.7,163.72,165.69,110.33
2015-12-11,166.81,108.62,163.61,165.59,110.24
2015-12-12,166.82,108.61,163.62,165.59,110.24
2015-12-13,166.83,108.61,163.63,165.6,110.25
2015-12-14,166.96,108.68,163.74,165.72,110.32
2015-12-15,167.09,108.76,163.87,165.85,110.4
2015-12-16,166.98,108.68,163.76,165.74,110.32
2015-12-17,167.28,108.87,164.03,166.02,110.51
2015-12-18,167.52,109.02,164.26,166.25,110.67
2015-12-19,167.53,109.02,164.27,166.25,110.68
2015-12-20,167.54,109.01,164.28,166.26,110.68
2015-12-21,167.71,109.11,164.43,166.42,110.78
2015-12-22,167.6,109.03,164.33,166.32,110.71
2015-12-23,167.61,109.03,164.34,166.33,110.71
2015-12-24,167.73,109.1,164.45,166.44,110.78
2015-12-25,167.74,109.1,164.46,166.45,110.79
2015-12-26,167.74,109.09,164.46,166.46,110.79
2015-12-27,167.75,109.09,164.47,166.46,110.8
2015-12-28,167.77,109.09,164.48,166.48,110.79
2015-12-29,167.91,109.18,164.61,166.61,110.88
2015-12-30,167.82,109.11,164.53,166.53,110.82
2015-12-31,167.82,109.11,164.53,166.53,110.79
2016-01-01,167.83,109.1,164.54,166.54,110.8
2016-01-02,167.84,109.1,164.55,166.55,110.81
2016-01-03,167.85,109.1,164.56,166.56,110.82
2016-01-04,168.15,109.29,164.84,166.84,111
2016-01-05,168.05,109.21,164.74,166.74,110.93
2016-01-06,168.16,109.28,164.85,166.85,111
2016-01-07,168.24,109.32,164.92,166.92,111.05
2016-01-08,168.05,109.19,164.75,166.75,110.92
2016-01-09,168.06,109.19,164.76,166.76,110.93
2016-01-10,168.07,109.18,164.76,166.77,110.93
2016-01-11,168.3,109.33,164.98,166.98,111.08
2016-01-12,168.26,109.29,164.94,166.94,111.04
2016-01-13,168.35,109.34,165.02,167.03,111.1
2016-01-14,168.32,109.31,164.99,166.99,111.08
2016-01-15,168.41,109.36,165.07,167.08,111.13
2016-01-16,168.42,109.36,165.08,167.09,111.14
2016-01-17,168.43,109.35,165.09,167.1,111.14
2016-01-18,168.38,109.31,165.05,167.06,111.1
2016-01-19,168.29,109.24,164.96,166.97,111.03
2016-01-20,168.69,109.5,165.33,167.34,111.29
2016-01-21,168.72,109.51,165.36,167.38,111.31
2016-01-22,168.53,109.37,165.18,167.19,111.17
2016-01-23,168.54,109.37,165.19,167.2,111.18
2016-01-24,168.54,109.37,165.2,167.21,111.18
2016-01-25,168.6,109.4,165.25,167.26,111.21
2016-01-26,168.78,109.5,165.41,167.43,111.32
2016-01-27,168.66,109.41,165.3,167.31,111.23
2016-01-28,168.63,109.39,165.28,167.29,111.21
2016-01-29,168.92,109.57,165.54,167.56,111.39
2016-01-30,168.93,109.57,165.55,167.57,111.38
2016-01-31,168.94,109.56,165.56,167.58,111.39
2016-02-01,169.3,109.8,165.89,167.92,111.62
2016-02-02,169.37,109.83,165.95,167.98,111.64
2016-02-03,169.67,110.02,166.23,168.26,111.84
2016-02-04,169.72,110.05,166.28,168.31,111.87
2016-02-05,169.61,109.96,166.18,168.2,111.79
2016-02-06,169.62,109.96,166.18,168.21,111.79
2016-02-07,169.63,109.96,166.19,168.22,111.79
2016-02-08,169.64,109.95,166.2,168.23,111.8
2016-02-09,169.65,109.95,166.21,168.24,111.81
2016-02-10,169.65,109.95,166.21,168.24,111.81
2016-02-11,170.36,110.4,166.86,168.9,112.26
2016-02-12,170.18,110.27,166.69,168.73,112.14
2016-02-13,170.19,110.27,166.7,168.74,112.14
2016-02-14,170.2,110.27,166.71,168.75,112.15
2016-02-15,170.03,110.15,166.56,168.59,112.02
2016-02-16,170.37,110.36,166.86,168.91,112.24
2016-02-17,170.35,110.34,166.85,168.89,112.23
2016-02-18,170.23,110.25,166.74,168.78,112.14
2016-02-19,170.17,110.21,166.69,168.73,112.1
2016-02-20,170.18,110.2,166.7,168.74,112.11
2016-02-21,170.19,110.2,166.7,168.75,112.11
2016-02-22,170.1,110.13,166.62,168.66,112.04
2016-02-23,170.11,110.13,166.63,168.67,112.04
2016-02-24,170.22,110.2,166.74,168.78,112.11
2016-02-25,170.33,110.26,166.83,168.88,112.17
2016-02-26,170.48,110.35,166.97,169.02,112.26
2016-02-27,170.49,110.34,166.98,169.03,112.26
2016-02-28,170.5,110.34,166.99,169.03,112.27
2016-02-29,170.44,110.29,166.93,168.98,112.2
2016-03-01,170.45,110.29,166.94,168.99,112.2
2016-03-02,170.25,110.15,166.76,168.81,112.06
2016-03-03,169.97,109.96,166.5,168.55,111.87
2016-03-04,169.95,109.94,166.49,168.53,111.85
2016-03-05,169.96,109.93,166.49,168.54,111.85
2016-03-06,169.97,109.93,166.5,168.55,111.86
2016-03-07,170.07,109.99,166.59,168.64,111.92
2016-03-08,170.2,110.06,166.71,168.76,111.99
2016-03-09,170.24,110.08,166.75,168.8,112.02
2016-03-10,170.12,110,166.64,168.69,111.58
2016-03-11,169.75,109.74,166.3,168.35,111.33
2016-03-12,169.76,109.74,166.31,168.36,111.34
2016-03-13,169.77,109.74,166.32,168.37,111.34
2016-03-14,169.84,109.77,166.38,168.43,111.38
2016-03-15,169.88,109.79,166.42,168.47,111.4
2016-03-16,169.83,109.75,166.38,168.43,111.36
2016-03-17,170.15,109.95,166.67,168.72,111.56
2016-03-18,170.32,110.05,166.82,168.87,111.67
2016-03-19,170.32,110.05,166.83,168.88,111.67
2016-03-20,170.33,110.04,166.83,168.89,111.68
2016-03-21,170.37,110.06,166.87,168.92,111.69
2016-03-22,170.28,109.99,166.79,168.84,111.63
2016-03-23,170.2,109.93,166.71,168.77,111.57
2016-03-24,170.3,109.99,166.81,168.87,111.63
2016-03-25,170.4,110.04,166.9,168.96,111.69
2016-03-26,170.41,110.04,166.9,168.96,111.69
2016-03-27,170.42,110.04,166.91,168.97,111.7
2016-03-28,170.43,110.04,166.92,168.99,111.69
2016-03-29,170.63,110.16,167.11,169.17,111.82
2016-03-30,170.7,110.2,167.17,169.24,111.85
2016-03-31,170.66,110.16,167.14,169.2,111.82
2016-04-01,170.69,110.17,167.16,169.23,111.83
2016-04-02,170.7,110.17,167.17,169.24,111.83
2016-04-03,170.71,110.17,167.18,169.24,111.84
2016-04-04,170.88,110.27,167.33,169.4,111.94
2016-04-05,170.78,110.2,167.24,169.31,111.87
2016-04-06,170.78,110.19,167.24,169.31,111.87
2016-04-07,170.7,110.13,167.17,169.24,111.81
2016-04-08,170.76,110.16,167.22,169.29,111.84
2016-04-09,170.77,110.15,167.23,169.3,111.84
2016-04-10,170.77,110.15,167.24,169.31,111.85
2016-04-11,170.78,110.15,167.25,169.32,111.85
2016-04-12,170.82,110.16,167.28,169.35,111.86
2016-04-13,170.83,110.16,167.28,169.36,111.87
2016-04-14,170.51,109.94,167,169.07,111.66
2016-04-15,170.57,109.97,167.05,169.12,111.68
2016-04-16,170.57,109.96,167.05,169.13,111.69
2016-04-17,170.58,109.96,167.06,169.13,111.69
2016-04-18,170.52,109.91,167,169.08,111.64
2016-04-19,170.61,109.96,167.09,169.16,111.69
2016-04-20,170.87,110.12,167.32,169.4,111.85
2016-04-21,170.73,110.02,167.19,169.27,111.76
2016-04-22,170.71,110,167.18,169.26,111.75
2016-04-23,170.72,110,167.19,169.26,111.75
2016-04-24,170.73,109.99,167.19,169.27,111.76
2016-04-25,170.76,110.01,167.22,169.3,111.76
2016-04-26,170.87,110.07,167.33,169.41,111.83
2016-04-27,170.89,110.07,167.34,169.42,111.83
2016-04-28,170.94,110.1,167.39,169.47,111.86
2016-04-29,170.98,110.12,167.43,169.51,111.88
2016-04-30,170.99,110.11,167.43,169.52,111.87
2016-05-01,171,110.11,167.44,169.52,111.87
2016-05-02,170.93,110.06,167.38,169.46,111.81
2016-05-03,171.03,110.12,167.47,169.56,111.88
2016-05-04,171.17,110.19,167.59,169.68,111.96
2016-05-05,171.17,110.19,167.6,169.69,111.96
2016-05-06,171.18,110.19,167.61,169.7,111.97
2016-05-07,171.19,110.18,167.61,169.7,111.97
2016-05-08,171.2,110.18,167.62,169.71,111.98
2016-05-09,171.28,110.22,167.69,169.78,112.01
2016-05-10,171.26,110.21,167.68,169.77,112
2016-05-11,171.27,110.2,167.69,169.78,112
2016-05-12,171.3,110.21,167.72,169.81,112.02
2016-05-13,171.27,110.18,167.69,169.78,111.99
2016-05-14,171.27,110.18,167.69,169.79,111.99
2016-05-15,171.28,110.18,167.7,169.79,112
2016-05-16,171.25,110.15,167.67,169.77,111.97
2016-05-17,171.16,110.07,167.58,169.68,111.9
2016-05-18,171.1,110.03,167.53,169.62,111.86
2016-05-19,170.94,109.91,167.39,169.48,111.75
2016-05-20,171.09,110.01,167.53,169.62,111.85
2016-05-21,171.1,110,167.53,169.63,111.85
2016-05-22,171.11,110,167.54,169.64,111.86
2016-05-23,171.13,110.01,167.57,169.66,111.86
2016-05-24,171.32,110.12,167.74,169.84,111.98
2016-05-25,171.22,110.05,167.65,169.74,111.91
2016-05-26,171.21,110.03,167.63,169.73,111.89
2016-05-27,171.3,110.08,167.71,169.81,111.94
2016-05-28,171.31,110.08,167.72,169.82,111.95
2016-05-29,171.31,110.07,167.73,169.83,111.95
2016-05-30,171.09,109.92,167.52,169.62,111.79
2016-05-31,171.11,109.92,167.54,169.64,111.79
2016-06-01,171.51,110.18,167.91,170.01,112.04
2016-06-02,171.47,110.14,167.87,169.98,112
2016-06-03,171.63,110.24,168.01,170.12,112.09
2016-06-04,171.63,110.23,168.02,170.13,112.1
2016-06-05,171.64,110.23,168.03,170.13,112.1
2016-06-06,171.65,110.22,168.03,170.14,112.11
2016-06-07,171.81,110.32,168.18,170.29,112.2
2016-06-08,171.99,110.43,168.35,170.46,112.31
2016-06-09,172.31,110.63,168.64,170.75,112.52
2016-06-10,172.32,110.63,168.64,170.76,112.26
2016-06-11,172.33,110.62,168.65,170.77,112.25
2016-06-12,172.33,110.62,168.66,170.77,112.26
2016-06-13,172.58,110.77,168.88,171,112.4
2016-06-14,172.47,110.69,168.78,170.9,112.33
2016-06-15,172.56,110.74,168.86,170.98,112.38
2016-06-16,172.86,110.93,169.14,171.26,112.57
2016-06-17,172.71,110.82,169,171.12,112.47
2016-06-18,172.72,110.82,169.01,171.13,112.48
2016-06-19,172.72,110.82,169.01,171.14,112.48
2016-06-20,172.45,110.63,168.76,170.89,112.29
2016-06-21,172.64,110.74,168.93,171.05,112.41
2016-06-22,172.51,110.65,168.82,170.94,112.32
2016-06-23,172.61,110.7,168.91,171.03,112.38
2016-06-24,173.43,111.23,169.65,171.78,112.91
2016-06-25,173.44,111.23,169.66,171.79,112.91
2016-06-26,173.44,111.22,169.66,171.8,112.92
2016-06-27,173.59,111.31,169.8,171.93,113
2016-06-28,173.62,111.32,169.82,171.96,113.02
2016-06-29,173.8,111.43,169.99,172.13,113.13
2016-06-30,173.7,111.36,169.9,172.04,113.05
2016-07-01,174.16,111.65,170.31,172.46,113.33
2016-07-02,174.16,111.64,170.32,172.46,113.34
2016-07-03,174.17,111.64,170.32,172.47,113.35
2016-07-04,174.08,111.57,170.24,172.38,113.28
2016-07-05,174.06,111.55,170.22,172.37,113.26
2016-07-06,174.32,111.71,170.46,172.61,113.43
2016-07-07,174.33,111.71,170.47,172.61,113.43
2016-07-08,174.28,111.67,170.42,172.57,113.39
2016-07-09,174.29,111.66,170.43,172.58,113.39
2016-07-10,174.29,111.66,170.43,172.58,113.4
2016-07-11,174.35,111.69,170.49,172.64,113.43
2016-07-12,174.32,111.66,170.46,172.61,113.4
2016-07-13,174.3,111.64,170.44,172.59,113.38
2016-07-14,174.43,111.71,170.56,172.71,113.47
2016-07-15,174.36,111.66,170.49,172.64,113.41
2016-07-16,174.36,111.65,170.5,172.65,113.42
2016-07-17,174.37,111.65,170.51,172.66,113.42
2016-07-18,174.26,111.57,170.4,172.55,113.34
2016-07-19,174.25,111.55,170.39,172.54,113.33
2016-07-20,174.25,111.54,170.39,172.55,113.32
2016-07-21,174.11,111.45,170.27,172.42,113.23
2016-07-22,174.26,111.53,170.4,172.56,113.32
2016-07-23,174.27,111.53,170.41,172.56,113.32
2016-07-24,174.27,111.53,170.42,172.57,113.33
2016-07-25,174.23,111.49,170.38,172.53,113.29
2016-07-26,174.33,111.55,170.47,172.63,113.35
2016-07-27,174.39,111.58,170.52,172.68,113.38
2016-07-28,174.7,111.77,170.81,172.96,113.58
2016-07-29,174.55,111.66,170.66,172.82,113.47
2016-07-30,174.55,111.66,170.67,172.83,113.47
2016-07-31,174.56,111.65,170.68,172.84,113.47
2016-08-01,174.65,111.71,170.76,172.92,113.52
2016-08-02,174.53,111.62,170.65,172.81,113.42
2016-08-03,174.29,111.46,170.44,172.59,113.27
2016-08-04,174.4,111.52,170.54,172.7,113.33
2016-08-05,174.56,111.61,170.67,172.84,113.43
2016-08-06,174.56,111.61,170.68,172.84,113.43
2016-08-07,174.57,111.6,170.69,172.85,113.44
2016-08-08,174.3,111.42,170.44,172.6,113.25
2016-08-09,174.4,111.47,170.53,172.69,113.31
2016-08-10,174.61,111.61,170.72,172.89,113.45
2016-08-11,174.57,111.57,170.68,172.85,113.41
2016-08-12,174.61,111.59,170.73,172.89,113.44
2016-08-13,174.62,111.58,170.73,172.9,113.44
2016-08-14,174.63,111.58,170.74,172.9,113.45
2016-08-15,174.63,111.58,170.74,172.91,113.45
2016-08-16,174.68,111.6,170.79,172.96,113.47
2016-08-17,174.4,111.41,170.53,172.69,113.28
2016-08-18,174.49,111.46,170.61,172.78,113.34
2016-08-19,174.45,111.42,170.57,172.74,113.31
2016-08-20,174.45,111.42,170.58,172.75,113.31
2016-08-21,174.46,111.41,170.59,172.75,113.32
2016-08-22,174.38,111.35,170.51,172.68,113.25
2016-08-23,174.45,111.39,170.58,172.75,113.3
2016-08-24,174.44,111.38,170.57,172.74,113.28
2016-08-25,174.54,111.43,170.66,172.83,113.34
2016-08-26,174.56,111.44,170.67,172.84,113.35
2016-08-27,174.56,111.43,170.68,172.85,113.35
2016-08-28,174.57,111.43,170.69,172.86,113.35
2016-08-29,174.33,111.26,170.47,172.64,113.18
2016-08-30,174.21,111.18,170.36,172.53,113.09
2016-08-31,174.11,111.11,170.27,172.44,113.03
2016-09-01,173.82,110.91,170,172.17,112.83
2016-09-02,173.9,110.95,170.08,172.25,112.88
2016-09-03,173.91,110.95,170.09,172.25,112.88
2016-09-04,173.91,110.94,170.09,172.26,112.89
2016-09-05,174.05,111.03,170.22,172.39,112.96
2016-09-06,174.03,111,170.2,172.37,112.94
2016-09-07,174.31,111.18,170.45,172.62,113.12
2016-09-08,174.32,111.17,170.46,172.63,113.12
2016-09-09,174.01,110.96,170.18,172.35,112.6
2016-09-10,174.02,110.96,170.18,172.36,112.59
2016-09-11,174.02,110.96,170.19,172.36,112.59
2016-09-12,173.74,110.76,169.93,172.1,112.4
2016-09-13,173.75,110.76,169.94,172.12,112.4
2016-09-14,173.76,110.76,169.95,172.12,112.41
2016-09-15,173.77,110.76,169.96,172.13,112.41
2016-09-16,173.77,110.75,169.96,172.14,112.42
2016-09-17,173.78,110.75,169.97,172.14,112.42
2016-09-18,173.79,110.75,169.98,172.15,112.43
2016-09-19,173.59,110.61,169.8,171.97,112.28
2016-09-20,173.76,110.71,169.96,172.13,112.39
2016-09-21,173.67,110.65,169.87,172.05,112.32
2016-09-22,174.13,110.93,170.29,172.47,112.62
2016-09-23,174.18,110.96,170.33,172.51,112.65
2016-09-24,174.18,110.95,170.34,172.52,112.65
2016-09-25,174.19,110.95,170.34,172.52,112.66
2016-09-26,174.27,110.99,170.41,172.59,112.69
2016-09-27,174.23,110.96,170.38,172.56,112.66
2016-09-28,174.33,111.01,170.47,172.65,112.72
2016-09-29,174.47,111.1,170.59,172.78,112.81
2016-09-30,174.68,111.22,170.78,172.97,112.92
2016-10-01,174.69,111.22,170.79,172.98,112.92
2016-10-02,174.7,111.22,170.8,172.99,112.93
2016-10-03,174.7,111.21,170.8,172.99,112.93
2016-10-04,174.43,111.03,170.56,172.75,112.74
2016-10-05,174.03,110.76,170.19,172.38,112.47
2016-10-06,173.87,110.65,170.05,172.23,112.36
2016-10-07,173.97,110.71,170.15,172.33,112.43
2016-10-08,173.98,110.71,170.15,172.34,112.43
2016-10-09,173.99,110.7,170.16,172.35,112.44
2016-10-10,173.78,110.56,169.97,172.15,112.29
2016-10-11,173.44,110.33,169.67,171.85,112.06
2016-10-12,173.66,110.46,169.86,172.05,112.2
2016-10-13,173.97,110.66,170.15,172.33,112.4
2016-10-14,173.84,110.56,170.02,172.21,112.31
2016-10-15,173.85,110.56,170.03,172.22,112.31
2016-10-16,173.85,110.56,170.04,172.23,112.32
2016-10-17,173.34,110.21,169.57,171.75,111.97
2016-10-18,173.47,110.29,169.69,171.88,112.05
2016-10-19,173.43,110.26,169.66,171.84,112.02
2016-10-20,173.45,110.26,169.67,171.86,112.03
2016-10-21,173.25,110.13,169.5,171.68,111.9
2016-10-22,173.26,110.12,169.5,171.69,111.91
2016-10-23,173.27,110.12,169.51,171.7,111.91
2016-10-24,173.48,110.25,169.7,171.89,112.03
2016-10-25,173.24,110.09,169.49,171.68,111.87
2016-10-26,173.14,110.01,169.39,171.58,111.8
2016-10-27,173.06,109.95,169.32,171.51,111.75
2016-10-28,172.64,109.67,168.94,171.13,111.47
2016-10-29,172.65,109.67,168.95,171.13,111.47
2016-10-30,172.66,109.67,168.96,171.14,111.48
2016-10-31,172.9,109.82,169.18,171.37,111.62
2016-11-01,172.57,109.59,168.88,171.06,111.39
2016-11-02,172.81,109.74,169.09,171.28,111.54
2016-11-03,172.87,109.77,169.15,171.34,111.58
2016-11-04,172.68,109.64,168.98,171.17,111.45
2016-11-05,172.69,109.64,168.99,171.17,111.46
2016-11-06,172.7,109.64,168.99,171.18,111.46
2016-11-07,172.66,109.61,168.96,171.15,111.43
2016-11-08,172.77,109.67,169.07,171.25,111.5
2016-11-09,173.14,109.9,169.39,171.59,111.74
2016-11-10,171.96,109.13,168.33,170.52,110.97
2016-11-11,171.31,108.7,167.75,169.92,110.55
2016-11-12,171.32,108.7,167.75,169.93,110.55
2016-11-13,171.33,108.69,167.76,169.94,110.56
2016-11-14,170.16,107.94,166.71,168.88,109.79
2016-11-15,170.57,108.19,167.09,169.26,110.06
2016-11-16,169.94,107.78,166.52,168.68,109.64
2016-11-17,170.54,108.15,167.05,169.22,110.03
2016-11-18,169.99,107.79,166.56,168.73,109.67
2016-11-19,170,107.79,166.57,168.74,109.68
2016-11-20,170.01,107.79,166.58,168.74,109.68
2016-11-21,170,107.77,166.57,168.73,109.67
2016-11-22,169.89,107.7,166.47,168.64,109.6
2016-11-23,170,107.76,166.57,168.73,109.66
2016-11-24,169.52,107.44,166.13,168.3,109.35
2016-11-25,169.58,107.47,166.19,168.36,109.38
2016-11-26,169.59,107.47,166.2,168.37,109.39
2016-11-27,169.6,107.47,166.21,168.38,109.4
2016-11-28,170,107.72,166.57,168.74,109.62
2016-11-29,170.17,107.82,166.72,168.9,109.73
2016-11-30,170.15,107.8,166.7,168.88,109.7
2016-12-01,169.91,107.64,166.49,168.66,109.55
2016-12-02,169.55,107.39,166.16,168.33,109.29
2016-12-03,169.56,107.39,166.17,168.34,109.3
2016-12-04,169.57,107.39,166.18,168.35,109.31
2016-12-05,170.09,107.72,166.65,168.83,109.63
2016-12-06,170.01,107.66,166.57,168.75,109.58
2016-12-07,170.06,107.68,166.62,168.79,109.6
2016-12-08,170.29,107.82,166.83,169.01,109.75
2016-12-09,170.08,107.68,166.64,168.81,109.35
2016-12-10,170.09,107.67,166.65,168.82,109.35
2016-12-11,170.1,107.67,166.65,168.83,109.35
2016-12-12,169.8,107.48,166.39,168.57,109.15
2016-12-13,170.18,107.71,166.73,168.91,109.39
2016-12-14,170.62,107.99,167.13,169.31,109.67
2016-12-15,170.23,107.73,166.78,168.96,109.42
2016-12-16,170.34,107.79,166.88,169.06,109.49
2016-12-17,170.35,107.79,166.88,169.07,109.49
2016-12-18,170.36,107.79,166.89,169.08,109.5
2016-12-19,170.22,107.69,166.77,168.95,109.4
2016-12-20,170.21,107.67,166.75,168.94,109.39
2016-12-21,170.72,108,167.22,169.41,109.72
2016-12-22,170.74,108,167.23,169.42,109.72
2016-12-23,170.57,107.88,167.08,169.27,109.61
2016-12-24,170.58,107.88,167.09,169.28,109.62
2016-12-25,170.59,107.88,167.1,169.29,109.62
2016-12-26,170.6,107.87,167.1,169.29,109.61
2016-12-27,170.56,107.84,167.07,169.26,109.59
2016-12-28,170.77,107.97,167.26,169.45,109.71
2016-12-29,170.75,107.95,167.24,169.43,109.69
2016-12-30,170.76,107.94,167.25,169.44,109.7
2016-12-31,170.77,107.94,167.26,169.45,109.69
2017-01-01,170.78,107.94,167.26,169.46,109.69
2017-01-02,171.03,108.09,167.49,169.69,109.85
2017-01-03,170.93,108.02,167.4,169.6,109.78
2017-01-04,170.9,108,167.37,169.57,109.76
2017-01-05,171.16,108.15,167.6,169.8,109.92
2017-01-06,170.89,107.98,167.37,169.57,109.75
2017-01-07,170.9,107.97,167.38,169.58,109.75
2017-01-08,170.91,107.97,167.39,169.59,109.76
2017-01-09,170.76,107.86,167.25,169.45,109.65
2017-01-10,171.03,108.03,167.49,169.69,109.82
2017-01-11,170.88,107.93,167.36,169.56,109.72
2017-01-12,171.33,108.2,167.76,169.96,110.01
2017-01-13,171.24,108.14,167.68,169.89,109.95
2017-01-14,171.25,108.14,167.69,169.89,109.95
2017-01-15,171.26,108.14,167.7,169.9,109.96
2017-01-16,171.06,108,167.51,169.72,109.82
2017-01-17,171.11,108.03,167.57,169.77,109.85
2017-01-18,170.98,107.93,167.45,169.65,109.76
2017-01-19,170.74,107.77,167.23,169.43,109.6
2017-01-20,170.96,107.91,167.43,169.64,109.74
2017-01-21,170.97,107.9,167.44,169.65,109.75
2017-01-22,170.98,107.9,167.45,169.65,109.75
2017-01-23,171.05,107.94,167.51,169.72,109.78
2017-01-24,171.24,108.05,167.68,169.89,109.9
2017-01-25,171.06,107.93,167.52,169.73,109.77
2017-01-26,170.68,107.68,167.18,169.39,109.53
2017-01-27,170.69,107.68,167.19,169.4,109.53
2017-01-28,170.7,107.67,167.2,169.41,109.54
2017-01-29,170.71,107.67,167.21,169.41,109.54
2017-01-30,170.72,107.67,167.21,169.42,109.54
2017-01-31,170.91,107.79,167.39,169.6,109.64
2017-02-01,170.83,107.72,167.31,169.52,109.58
2017-02-02,170.92,107.77,167.39,169.61,109.62
2017-02-03,170.8,107.69,167.29,169.5,109.54
2017-02-04,170.81,107.69,167.3,169.51,109.55
