년/월/일,총수익지수,순가격지수,제로재투자지수,콜재투자지수,시장가격지수
2014-04-04,152.37,104.92,149.99,151.6,106.46
2014-04-05,152.38,104.92,150,151.61,106.47
2014-04-06,152.4,104.92,150.02,151.62,106.48
2014-04-07,152.55,105.01,150.16,151.77,106.57
2014-04-08,152.52,104.98,150.13,151.74,106.54
2014-04-09,152.65,105.06,150.25,151.87,106.62
2014-04-10,152.62,105.03,150.23,151.84,106.6
2014-04-11,152.64,105.03,150.25,151.86,106.61
2014-04-12,152.65,105.03,150.26,151.88,106.62
2014-04-13,152.67,105.03,150.27,151.89,106.63
2014-04-14,152.65,105,150.25,151.87,106.6
2014-04-15,152.64,104.99,150.25,151.86,106.59
2014-04-16,152.62,104.96,150.23,151.84,106.56
2014-04-17,152.77,105.06,150.37,151.99,106.67
2014-04-18,152.71,105,150.31,151.93,106.62
2014-04-19,152.72,105,150.33,151.94,106.62
2014-04-20,152.73,105,150.34,151.95,106.63
2014-04-21,152.67,104.95,150.28,151.89,106.57
2014-04-22,152.72,104.97,150.33,151.95,106.61
2014-04-23,152.72,104.96,150.33,151.95,106.6
2014-04-24,152.73,104.96,150.34,151.96,106.6
2014-04-25,152.8,104.99,150.4,152.02,106.63
2014-04-26,152.81,104.99,150.41,152.03,106.64
2014-04-27,152.82,104.99,150.42,152.04,106.65
2014-04-28,152.84,104.99,150.44,152.06,106.64
2014-04-29,152.89,105.01,150.49,152.11,106.67
2014-04-30,152.91,105.02,150.51,152.13,106.67
2014-05-01,152.92,105.01,150.52,152.14,106.67
2014-05-02,153.01,105.07,150.61,152.23,106.71
2014-05-03,153.03,105.06,150.62,152.24,106.72
2014-05-04,153.04,105.06,150.63,152.25,106.73
2014-05-05,153.05,105.06,150.64,152.27,106.74
2014-05-06,153.07,105.06,150.66,152.28,106.75
2014-05-07,153.24,105.17,150.82,152.45,106.85
2014-05-08,153.28,105.19,150.86,152.49,106.87
2014-05-09,153.44,105.29,151.01,152.64,106.97
2014-05-10,153.45,105.28,151.02,152.65,106.97
2014-05-11,153.46,105.28,151.04,152.66,106.98
2014-05-12,153.41,105.23,150.98,152.61,106.94
2014-05-13,153.38,105.21,150.96,152.59,106.91
2014-05-14,153.44,105.24,151.02,152.65,106.94
2014-05-15,153.74,105.44,151.31,152.94,107.15
2014-05-16,153.73,105.42,151.29,152.93,107.13
2014-05-17,153.74,105.41,151.31,152.94,107.14
2014-05-18,153.76,105.41,151.32,152.95,107.15
2014-05-19,153.81,105.44,151.37,153,107.17
2014-05-20,153.77,105.4,151.33,152.96,107.14
2014-05-21,153.79,105.4,151.35,152.98,107.14
2014-05-22,153.71,105.33,151.27,152.9,107.08
2014-05-23,153.83,105.41,151.39,153.03,107.17
2014-05-24,153.85,105.41,151.41,153.04,107.17
2014-05-25,153.86,105.41,151.42,153.05,107.18
2014-05-26,153.93,105.44,151.48,153.12,107.21
2014-05-27,153.98,105.47,151.53,153.17,107.24
2014-05-28,154.11,105.55,151.66,153.3,107.33
2014-05-29,154.24,105.63,151.78,153.42,107.41
2014-05-30,154.17,105.57,151.72,153.36,107.35
2014-05-31,154.18,105.57,151.73,153.37,107.35
2014-06-01,154.2,105.57,151.74,153.38,107.35
2014-06-02,154.12,105.5,151.66,153.31,107.27
2014-06-03,154.08,105.47,151.63,153.27,107.24
2014-06-04,154.1,105.47,151.64,153.29,107.24
2014-06-05,154.1,105.46,151.64,153.29,107.23
2014-06-06,154.11,105.45,151.66,153.3,107.24
2014-06-07,154.12,105.45,151.67,153.31,107.25
2014-06-08,154.13,105.45,151.68,153.32,107.26
2014-06-09,154.15,105.45,151.7,153.34,107.25
2014-06-10,154.34,105.57,151.88,153.53,107.14
2014-06-11,154.3,105.54,151.84,153.49,107.1
2014-06-12,154.47,105.64,152,153.65,107.21
2014-06-13,154.59,105.72,152.12,153.77,107.28
2014-06-14,154.61,105.71,152.13,153.78,107.29
2014-06-15,154.62,105.71,152.14,153.79,107.3
2014-06-16,154.64,105.71,152.16,153.81,107.3
2014-06-17,154.69,105.74,152.21,153.86,107.33
2014-06-18,154.71,105.75,152.23,153.89,107.34
2014-06-19,154.96,105.91,152.47,154.12,107.51
2014-06-20,155.17,106.04,152.67,154.33,107.65
2014-06-21,155.18,106.04,152.68,154.34,107.66
2014-06-22,155.19,106.04,152.69,154.35,107.67
2014-06-23,155.09,105.96,152.6,154.26,107.59
2014-06-24,155.21,106.03,152.71,154.37,107.66
2014-06-25,155.18,106,152.68,154.34,107.64
2014-06-26,155.21,106.01,152.71,154.37,107.65
2014-06-27,155.32,106.07,152.81,154.47,107.72
2014-06-28,155.33,106.07,152.82,154.48,107.72
2014-06-29,155.34,106.07,152.83,154.49,107.73
2014-06-30,155.41,106.1,152.9,154.56,107.76
2014-07-01,155.45,106.12,152.94,154.6,107.78
2014-07-02,155.83,106.37,153.3,154.97,108.02
2014-07-03,155.77,106.32,153.24,154.91,107.98
2014-07-04,155.71,106.27,153.18,154.85,107.93
2014-07-05,155.72,106.26,153.19,154.86,107.93
2014-07-06,155.73,106.26,153.21,154.87,107.94
2014-07-07,155.74,106.25,153.21,154.88,107.93
2014-07-08,155.58,106.14,153.06,154.73,107.82
2014-07-09,155.66,106.18,153.14,154.81,107.87
2014-07-10,155.96,106.38,153.42,155.1,108.06
2014-07-11,156.09,106.46,153.55,155.22,108.15
2014-07-12,156.1,106.45,153.56,155.23,108.16
2014-07-13,156.11,106.45,153.57,155.24,108.16
2014-07-14,156.07,106.41,153.53,155.2,108.12
2014-07-15,156.16,106.46,153.61,155.29,108.18
2014-07-16,156.32,106.56,153.76,155.44,108.28
2014-07-17,156.63,106.77,154.06,155.75,108.49
2014-07-18,156.6,106.73,154.03,155.71,108.46
2014-07-19,156.61,106.73,154.04,155.72,108.47
2014-07-20,156.62,106.73,154.05,155.73,108.48
2014-07-21,156.56,106.68,154,155.68,108.42
2014-07-22,156.59,106.69,154.03,155.71,108.44
2014-07-23,156.77,106.8,154.2,155.88,108.55
2014-07-24,156.6,106.67,154.03,155.71,108.42
2014-07-25,156.66,106.7,154.09,155.77,108.46
2014-07-26,156.67,106.7,154.1,155.78,108.47
2014-07-27,156.68,106.7,154.11,155.79,108.47
2014-07-28,156.61,106.64,154.04,155.73,108.41
2014-07-29,156.56,106.59,153.99,155.68,108.36
2014-07-30,156.58,106.59,154.01,155.7,108.37
2014-07-31,156.49,106.53,153.93,155.62,108.29
2014-08-01,156.26,106.35,153.7,155.39,108.1
2014-08-02,156.27,106.35,153.72,155.4,108.11
2014-08-03,156.28,106.34,153.73,155.41,108.12
2014-08-04,156.31,106.35,153.75,155.44,108.12
2014-08-05,156.5,106.48,153.94,155.62,108.26
2014-08-06,156.41,106.41,153.85,155.54,108.19
2014-08-07,156.47,106.44,153.91,155.6,108.22
2014-08-08,156.73,106.6,154.15,155.84,108.39
2014-08-09,156.74,106.6,154.17,155.86,108.39
2014-08-10,156.75,106.6,154.18,155.87,108.4
2014-08-11,156.69,106.54,154.12,155.81,108.35
2014-08-12,156.65,106.51,154.08,155.77,108.32
2014-08-13,156.66,106.5,154.09,155.78,108.32
2014-08-14,156.65,106.48,154.08,155.77,108.3
2014-08-15,156.66,106.48,154.09,155.78,108.31
2014-08-16,156.67,106.48,154.1,155.79,108.32
2014-08-17,156.68,106.47,154.11,155.8,108.33
2014-08-18,156.51,106.35,153.95,155.64,108.19
2014-08-19,156.38,106.25,153.83,155.51,108.1
2014-08-20,156.39,106.24,153.83,155.52,108.1
2014-08-21,156.36,106.21,153.8,155.49,108.07
2014-08-22,156.39,106.22,153.83,155.52,108.08
2014-08-23,156.4,106.22,153.84,155.53,108.09
2014-08-24,156.41,106.21,153.85,155.54,108.1
2014-08-25,156.59,106.33,154.02,155.72,108.21
2014-08-26,156.8,106.46,154.22,155.92,108.34
2014-08-27,156.87,106.5,154.29,155.99,108.39
2014-08-28,156.86,106.49,154.28,155.98,108.37
2014-08-29,157.01,106.58,154.43,156.13,108.47
2014-08-30,157.03,106.58,154.44,156.14,108.46
2014-08-31,157.04,106.57,154.45,156.15,108.47
2014-09-01,157.02,106.55,154.43,156.13,108.45
2014-09-02,156.98,106.51,154.39,156.09,108.41
2014-09-03,156.84,106.41,154.26,155.96,108.3
2014-09-04,156.85,106.41,154.27,155.97,108.31
2014-09-05,157.01,106.51,154.42,156.13,108.41
2014-09-06,157.02,106.5,154.44,156.14,108.41
2014-09-07,157.04,106.5,154.45,156.15,108.42
2014-09-08,157.05,106.5,154.46,156.16,108.43
2014-09-09,157.06,106.5,154.47,156.17,108.44
2014-09-10,157.07,106.49,154.48,156.18,108.45
2014-09-11,157.06,106.48,154.47,156.18,108
2014-09-12,157.49,106.76,154.88,156.59,108.28
2014-09-13,157.51,106.76,154.89,156.6,108.29
2014-09-14,157.52,106.76,154.9,156.61,108.3
2014-09-15,157.41,106.67,154.8,156.51,108.21
2014-09-16,157.48,106.71,154.87,156.58,108.25
2014-09-17,157.6,106.78,154.98,156.69,108.32
2014-09-18,157.7,106.84,155.07,156.79,108.39
2014-09-19,157.69,106.82,155.06,156.77,108.37
2014-09-20,157.7,106.82,155.07,156.79,108.38
2014-09-21,157.71,106.82,155.08,156.8,108.39
2014-09-22,157.92,106.95,155.28,157,108.52
2014-09-23,158,106.99,155.36,157.07,108.57
2014-09-24,158.07,107.03,155.43,157.14,108.62
2014-09-25,158.16,107.09,155.51,157.23,108.68
2014-09-26,158.3,107.17,155.65,157.37,108.76
2014-09-27,158.31,107.17,155.66,157.38,108.77
2014-09-28,158.33,107.17,155.67,157.39,108.78
2014-09-29,158.38,107.2,155.72,157.45,108.8
2014-09-30,158.67,107.38,155.99,157.72,108.98
2014-10-01,159.01,107.61,156.32,158.05,109.21
2014-10-02,158.89,107.51,156.2,157.93,109.1
2014-10-03,158.9,107.51,156.21,157.94,109.1
2014-10-04,158.91,107.51,156.22,157.95,109.11
2014-10-05,158.92,107.5,156.23,157.96,109.11
2014-10-06,158.84,107.43,156.15,157.88,109.04
2014-10-07,158.75,107.36,156.07,157.8,108.97
2014-10-08,158.81,107.39,156.12,157.85,109.01
2014-10-09,158.82,107.39,156.13,157.86,109.02
2014-10-10,158.96,107.48,156.26,158,109.1
2014-10-11,158.97,107.47,156.27,158.01,109.11
2014-10-12,158.98,107.47,156.29,158.02,109.12
2014-10-13,158.99,107.47,156.29,158.03,109.11
2014-10-14,158.9,107.4,156.21,157.95,109.05
2014-10-15,158.95,107.42,156.26,158,109.07
2014-10-16,159.37,107.7,156.65,158.39,109.35
2014-10-17,159.43,107.73,156.71,158.45,109.39
2014-10-18,159.44,107.72,156.72,158.46,109.4
2014-10-19,159.45,107.72,156.73,158.47,109.4
2014-10-20,159.27,107.58,156.56,158.3,109.26
2014-10-21,159.41,107.67,156.7,158.44,109.36
2014-10-22,159.45,107.69,156.73,158.48,109.38
2014-10-23,159.62,107.79,156.89,158.63,109.48
2014-10-24,159.72,107.85,156.98,158.73,109.54
2014-10-25,159.73,107.85,156.99,158.74,109.55
2014-10-26,159.74,107.84,157,158.75,109.56
2014-10-27,159.67,107.78,156.93,158.68,109.49
2014-10-28,159.71,107.8,156.98,158.72,109.51
2014-10-29,159.78,107.84,157.05,158.79,109.56
2014-10-30,159.88,107.9,157.14,158.89,109.62
2014-10-31,160.1,108.04,157.35,159.1,109.75
2014-11-01,160.11,108.04,157.36,159.11,109.76
2014-11-02,160.12,108.04,157.37,159.12,109.77
2014-11-03,160.13,108.03,157.37,159.13,109.75
2014-11-04,160.3,108.13,157.53,159.29,109.85
2014-11-05,160.3,108.13,157.54,159.29,109.85
2014-11-06,160.32,108.13,157.56,159.31,109.86
2014-11-07,160.2,108.04,157.44,159.19,109.77
2014-11-08,160.21,108.03,157.45,159.2,109.77
2014-11-09,160.22,108.03,157.46,159.21,109.78
2014-11-10,160.15,107.97,157.39,159.15,109.71
2014-11-11,159.92,107.81,157.18,158.93,109.56
2014-11-12,159.73,107.66,157,158.75,109.42
2014-11-13,159.69,107.63,156.96,158.71,109.39
2014-11-14,159.69,107.62,156.96,158.71,109.38
2014-11-15,159.7,107.61,156.97,158.72,109.39
2014-11-16,159.71,107.61,156.98,158.73,109.39
2014-11-17,159.79,107.65,157.05,158.81,109.43
2014-11-18,159.88,107.71,157.14,158.9,109.5
2014-11-19,159.92,107.72,157.17,158.93,109.51
2014-11-20,160.06,107.81,157.31,159.06,109.61
2014-11-21,159.99,107.75,157.25,159,109.56
2014-11-22,160.01,107.75,157.26,159.01,109.56
2014-11-23,160.02,107.74,157.27,159.02,109.57
2014-11-24,160.31,107.93,157.54,159.3,109.75
2014-11-25,160.44,108.02,157.67,159.43,109.84
2014-11-26,160.53,108.07,157.75,159.52,109.89
2014-11-27,160.47,108.01,157.69,159.46,109.84
2014-11-28,160.77,108.21,157.97,159.74,110.03
2014-11-29,160.78,108.2,157.98,159.75,110.03
2014-11-30,160.79,108.2,157.99,159.76,110.04
2014-12-01,160.81,108.21,158.02,159.79,110.04
2014-12-02,160.69,108.11,157.9,159.67,109.92
2014-12-03,160.3,107.83,157.53,159.3,109.65
2014-12-04,160.09,107.68,157.33,159.1,109.5
2014-12-05,160.07,107.66,157.31,159.08,109.48
2014-12-06,160.08,107.65,157.32,159.09,109.48
2014-12-07,160.09,107.65,157.33,159.1,109.49
2014-12-08,159.65,107.34,156.92,158.68,109.18
2014-12-09,159.97,107.55,157.22,158.99,109.39
2014-12-10,159.9,107.49,157.15,158.92,109.09
2014-12-11,160.26,107.72,157.49,159.26,109.33
2014-12-12,160.28,107.73,157.52,159.28,109.33
2014-12-13,160.29,107.73,157.53,159.29,109.34
2014-12-14,160.3,107.72,157.53,159.3,109.35
2014-12-15,160.28,107.7,157.52,159.29,109.32
2014-12-16,160.41,107.77,157.63,159.4,109.4
2014-12-17,160.25,107.66,157.49,159.26,109.29
2014-12-18,160.12,107.56,157.36,159.13,109.19
2014-12-19,160.19,107.59,157.43,159.2,109.24
2014-12-20,160.2,107.59,157.44,159.21,109.24
2014-12-21,160.21,107.59,157.45,159.22,109.25
2014-12-22,160.46,107.75,157.68,159.45,109.41
2014-12-23,160.46,107.74,157.68,159.46,109.4
2014-12-24,160.58,107.81,157.79,159.57,109.48
2014-12-25,160.59,107.81,157.8,159.58,109.48
2014-12-26,160.57,107.79,157.79,159.57,109.46
2014-12-27,160.58,107.78,157.8,159.58,109.47
2014-12-28,160.59,107.78,157.81,159.59,109.47
2014-12-29,160.82,107.92,158.02,159.8,109.61
2014-12-30,160.9,107.97,158.1,159.88,109.67
2014-12-31,160.91,107.96,158.11,159.89,109.66
2015-01-01,160.92,107.96,158.12,159.9,109.66
2015-01-02,160.69,107.79,157.9,159.68,109.49
2015-01-03,160.7,107.79,157.91,159.69,109.49
2015-01-04,160.71,107.79,157.92,159.7,109.5
2015-01-05,160.91,107.91,158.11,159.89,109.62
2015-01-06,161.25,108.13,158.43,160.21,109.85
2015-01-07,161.26,108.13,158.44,160.22,109.85
2015-01-08,161.32,108.16,158.49,160.28,109.88
2015-01-09,161.38,108.19,158.55,160.34,109.92
2015-01-10,161.39,108.19,158.56,160.35,109.93
2015-01-11,161.4,108.19,158.57,160.36,109.94
2015-01-12,161.89,108.51,159.02,160.82,110.25
2015-01-13,161.94,108.53,159.07,160.87,110.29
2015-01-14,162.35,108.8,159.46,161.26,110.56
2015-01-15,161.93,108.51,159.07,160.87,110.27
2015-01-16,162.49,108.88,159.59,161.4,110.64
2015-01-17,162.5,108.87,159.6,161.41,110.65
2015-01-18,162.51,108.87,159.61,161.42,110.66
2015-01-19,162.31,108.72,159.42,161.22,110.5
2015-01-20,162.44,108.8,159.54,161.35,110.59
2015-01-21,162.35,108.73,159.46,161.26,110.52
2015-01-22,162.23,108.64,159.35,161.15,110.43
2015-01-23,162.55,108.85,159.65,161.46,110.64
2015-01-24,162.56,108.84,159.66,161.47,110.65
2015-01-25,162.57,108.84,159.67,161.48,110.65
2015-01-26,162.75,108.95,159.84,161.65,110.75
2015-01-27,162.78,108.96,159.86,161.67,110.77
2015-01-28,162.99,109.1,160.06,161.88,110.91
2015-01-29,163.13,109.18,160.2,162.01,110.99
2015-01-30,163.18,109.2,160.24,162.05,111
2015-01-31,163.19,109.2,160.25,162.06,111.01
2015-02-01,163.2,109.19,160.25,162.07,111.01
2015-02-02,163.17,109.16,160.23,162.04,110.96
2015-02-03,163.39,109.3,160.44,162.26,111.11
2015-02-04,163.2,109.17,160.26,162.08,110.98
2015-02-05,163.08,109.07,160.15,161.96,110.89
2015-02-06,163.16,109.12,160.22,162.04,110.93
2015-02-07,163.17,109.11,160.23,162.05,110.94
2015-02-08,163.18,109.11,160.24,162.06,110.95
2015-02-09,163.07,109.02,160.13,161.95,110.85
2015-02-10,162.67,108.74,159.76,161.57,110.58
2015-02-11,162.67,108.73,159.76,161.57,110.57
2015-02-12,162.46,108.58,159.56,161.38,110.43
2015-02-13,162.53,108.62,159.63,161.45,110.47
2015-02-14,162.54,108.62,159.64,161.46,110.48
2015-02-15,162.55,108.61,159.65,161.47,110.49
2015-02-16,162.16,108.33,159.28,161.09,110.21
2015-02-17,162.62,108.64,159.71,161.53,110.51
2015-02-18,162.63,108.63,159.72,161.54,110.52
2015-02-19,162.64,108.63,159.73,161.55,110.52
2015-02-20,162.65,108.63,159.74,161.56,110.53
2015-02-21,162.66,108.62,159.75,161.57,110.54
2015-02-22,162.67,108.62,159.76,161.58,110.54
2015-02-23,162.45,108.46,159.56,161.38,110.37
2015-02-24,162.43,108.44,159.53,161.35,110.35
2015-02-25,162.72,108.62,159.81,161.63,110.54
2015-02-26,162.79,108.66,159.87,161.7,110.59
2015-02-27,162.86,108.7,159.94,161.77,110.62
2015-02-28,162.86,108.7,159.94,161.77,110.62
2015-03-01,162.87,108.7,159.95,161.78,110.62
2015-03-02,163.04,108.79,160.11,161.94,110.7
2015-03-03,162.99,108.75,160.06,161.89,110.66
2015-03-04,162.95,108.71,160.02,161.85,110.61
2015-03-05,163.04,108.76,160.11,161.94,110.67
2015-03-06,163.22,108.87,160.27,162.1,110.79
2015-03-07,163.23,108.87,160.28,162.11,110.79
2015-03-08,163.24,108.86,160.29,162.12,110.8
2015-03-09,163.11,108.76,160.17,162,110.7
2015-03-10,163.06,108.72,160.12,161.95,110.25
2015-03-11,163.44,108.97,160.48,162.31,110.5
2015-03-12,163.36,108.9,160.4,162.24,110.44
2015-03-13,163.43,108.94,160.47,162.3,110.48
2015-03-14,163.43,108.94,160.48,162.31,110.48
2015-03-15,163.44,108.93,160.48,162.32,110.49
2015-03-16,163.66,109.07,160.68,162.52,110.62
2015-03-17,163.63,109.04,160.66,162.5,110.6
2015-03-18,163.87,109.19,160.88,162.72,110.76
2015-03-19,164.19,109.4,161.18,163.02,110.96
2015-03-20,164.26,109.44,161.25,163.1,111.01
2015-03-21,164.27,109.43,161.26,163.11,111.02
2015-03-22,164.28,109.43,161.27,163.11,111.02
2015-03-23,164.37,109.48,161.34,163.19,111.07
2015-03-24,164.4,109.49,161.38,163.23,111.09
2015-03-25,164.55,109.58,161.52,163.37,111.19
2015-03-26,164.51,109.54,161.48,163.33,111.15
2015-03-27,164.55,109.56,161.52,163.37,111.17
2015-03-28,164.56,109.56,161.53,163.38,111.17
2015-03-29,164.57,109.55,161.53,163.39,111.18
2015-03-30,164.75,109.66,161.7,163.56,111.27
2015-03-31,164.77,109.67,161.72,163.58,111.29
2015-04-01,164.81,109.68,161.76,163.62,111.31
2015-04-02,164.98,109.79,161.92,163.78,111.4
2015-04-03,165.09,109.85,162.02,163.88,111.47
2015-04-04,165.1,109.85,162.03,163.89,111.47
2015-04-05,165.1,109.84,162.03,163.9,111.48
2015-04-06,165.21,109.9,162.13,163.99,111.54
2015-04-07,165.05,109.79,161.99,163.85,111.43
2015-04-08,165.01,109.75,161.95,163.81,111.39
2015-04-09,165.32,109.95,162.24,164.1,111.59
2015-04-10,165.24,109.89,162.16,164.02,111.54
2015-04-11,165.25,109.88,162.17,164.03,111.54
2015-04-12,165.26,109.88,162.18,164.04,111.55
2015-04-13,165.08,109.75,162.01,163.87,111.42
2015-04-14,165.03,109.7,161.96,163.83,111.38
2015-04-15,165.04,109.7,161.98,163.84,111.38
2015-04-16,164.92,109.61,161.87,163.73,111.29
2015-04-17,165.16,109.76,162.09,163.95,111.44
2015-04-18,165.17,109.76,162.09,163.96,111.45
2015-04-19,165.18,109.75,162.1,163.97,111.45
2015-04-20,165.07,109.67,162,163.87,111.37
2015-04-21,164.96,109.59,161.9,163.76,111.29
2015-04-22,164.92,109.55,161.86,163.73,111.26
2015-04-23,164.47,109.24,161.45,163.31,110.95
2015-04-24,164.24,109.07,161.23,163.09,110.78
2015-04-25,164.25,109.07,161.24,163.1,110.79
2015-04-26,164.26,109.07,161.25,163.11,110.79
2015-04-27,164.26,109.06,161.25,163.11,110.78
2015-04-28,163.82,108.75,160.83,162.69,110.47
2015-04-29,163.73,108.68,160.75,162.61,110.4
2015-04-30,163.54,108.55,160.57,162.43,110.24
2015-05-01,163.54,108.54,160.58,162.44,110.24
2015-05-02,163.55,108.54,160.59,162.44,110.26
2015-05-03,163.56,108.53,160.6,162.45,110.27
2015-05-04,163.17,108.26,160.23,162.08,109.99
2015-05-05,163.18,108.25,160.24,162.09,110
2015-05-06,162.62,107.87,159.72,161.57,109.61
2015-05-07,162.82,108,159.91,161.76,109.74
2015-05-08,163.66,108.55,160.69,162.55,110.3
2015-05-09,163.67,108.55,160.7,162.56,110.31
2015-05-10,163.68,108.54,160.71,162.57,110.31
2015-05-11,163.43,108.37,160.47,162.33,110.13
2015-05-12,162.69,107.86,159.79,161.64,109.63
2015-05-13,163.1,108.12,160.16,162.02,109.89
2015-05-14,163.3,108.25,160.36,162.21,110.03
2015-05-15,163.2,108.17,160.26,162.12,109.96
2015-05-16,163.21,108.17,160.27,162.13,109.96
2015-05-17,163.22,108.16,160.28,162.13,109.97
2015-05-18,163.13,108.1,160.2,162.05,109.9
2015-05-19,163.05,108.03,160.12,161.97,109.84
2015-05-20,163.31,108.2,160.36,162.22,110.01
2015-05-21,163.22,108.12,160.28,162.14,109.94
2015-05-22,163.38,108.23,160.43,162.29,110.05
2015-05-23,163.39,108.22,160.44,162.3,110.05
2015-05-24,163.4,108.22,160.45,162.31,110.06
2015-05-25,163.41,108.22,160.46,162.32,110.07
2015-05-26,163.41,108.2,160.45,162.32,110.04
2015-05-27,163.68,108.38,160.71,162.58,110.22
2015-05-28,163.9,108.52,160.91,162.78,110.36
2015-05-29,164.46,108.88,161.43,163.31,110.73
2015-05-30,164.47,108.88,161.44,163.32,110.73
2015-05-31,164.48,108.88,161.45,163.33,110.72
2015-06-01,164.3,108.74,161.28,163.16,110.59
2015-06-02,164.39,108.79,161.36,163.24,110.63
2015-06-03,163.94,108.48,160.95,162.82,110.32
2015-06-04,163.73,108.33,160.75,162.62,110.17
2015-06-05,163.86,108.41,160.88,162.75,110.25
2015-06-06,163.87,108.41,160.88,162.76,110.25
2015-06-07,163.88,108.41,160.89,162.77,110.26
2015-06-08,163.83,108.36,160.84,162.72,110.21
2015-06-09,164.05,108.5,161.05,162.93,110.36
2015-06-10,163.9,108.39,160.92,162.79,110.01
2015-06-11,163.6,108.18,160.63,162.5,109.79
2015-06-12,163.99,108.43,161,162.87,110.05
2015-06-13,164,108.43,161.01,162.88,110.06
2015-06-14,164.01,108.43,161.01,162.89,110.06
2015-06-15,163.86,108.31,160.87,162.75,109.95
2015-06-16,163.82,108.28,160.84,162.71,109.92
2015-06-17,163.54,108.08,160.58,162.45,109.72
2015-06-18,163.81,108.25,160.82,162.7,109.89
2015-06-19,164.08,108.42,161.08,162.96,110.07
2015-06-20,164.09,108.42,161.08,162.96,110.08
2015-06-21,164.09,108.41,161.09,162.97,110.08
2015-06-22,163.77,108.19,160.79,162.67,109.86
2015-06-23,163.87,108.25,160.89,162.77,109.92
2015-06-24,163.91,108.26,160.92,162.8,109.94
2015-06-25,163.8,108.18,160.82,162.7,109.86
2015-06-26,163.81,108.18,160.83,162.71,109.86
2015-06-27,163.82,108.17,160.84,162.72,109.86
2015-06-28,163.83,108.17,160.85,162.73,109.87
2015-06-29,164.09,108.33,161.08,162.97,110.03
2015-06-30,164.08,108.31,161.08,162.96,110.01
2015-07-01,164,108.25,161.01,162.89,109.96
2015-07-02,163.73,108.06,160.75,162.63,109.75
2015-07-03,163.8,108.1,160.82,162.7,109.8
2015-07-04,163.81,108.1,160.83,162.71,109.8
2015-07-05,163.82,108.1,160.84,162.72,109.81
2015-07-06,164.09,108.27,161.09,162.98,109.98
2015-07-07,163.99,108.19,160.99,162.88,109.91
2015-07-08,164.16,108.29,161.15,163.04,110.01
2015-07-09,164.08,108.23,161.08,162.97,109.96
2015-07-10,164.03,108.18,161.03,162.91,109.92
2015-07-11,164.03,108.18,161.04,162.92,109.92
2015-07-12,164.04,108.18,161.04,162.93,109.93
2015-07-13,164.05,108.17,161.05,162.94,109.92
2015-07-14,164.08,108.18,161.08,162.97,109.94
2015-07-15,164.14,108.21,161.13,163.02,109.97
2015-07-16,164.19,108.23,161.18,163.07,110
2015-07-17,164.27,108.28,161.26,163.15,110.05
2015-07-18,164.28,108.28,161.27,163.16,110.06
2015-07-19,164.29,108.28,161.27,163.17,110.06
2015-07-20,164.32,108.28,161.3,163.19,110.07
2015-07-21,164.38,108.32,161.36,163.25,110.1
2015-07-22,164.57,108.43,161.53,163.43,110.22
2015-07-23,164.89,108.64,161.83,163.73,110.43
2015-07-24,165.05,108.74,161.98,163.88,110.53
2015-07-25,165.06,108.73,161.99,163.89,110.54
2015-07-26,165.07,108.73,161.99,163.9,110.54
2015-07-27,165.02,108.69,161.95,163.85,110.49
2015-07-28,164.86,108.57,161.8,163.7,110.38
2015-07-29,164.98,108.64,161.91,163.82,110.45
2015-07-30,164.85,108.54,161.79,163.69,110.36
2015-07-31,164.65,108.4,161.61,163.51,110.21
2015-08-01,164.66,108.4,161.61,163.52,110.21
2015-08-02,164.67,108.4,161.62,163.52,110.22
2015-08-03,164.79,108.47,161.74,163.64,110.27
2015-08-04,164.74,108.42,161.69,163.59,110.23
2015-08-05,164.68,108.37,161.63,163.54,110.19
2015-08-06,164.77,108.42,161.72,163.62,110.24
2015-08-07,164.76,108.41,161.71,163.62,110.23
2015-08-08,164.77,108.41,161.72,163.63,110.24
2015-08-09,164.78,108.41,161.73,163.64,110.25
2015-08-10,165.08,108.59,162,163.91,110.43
2015-08-11,165.28,108.72,162.19,164.1,110.56
2015-08-12,165.63,108.94,162.51,164.43,110.79
2015-08-13,165.48,108.83,162.37,164.29,110.68
2015-08-14,165.48,108.83,162.38,164.3,110.69
2015-08-15,165.49,108.83,162.39,164.3,110.7
2015-08-16,165.5,108.82,162.4,164.31,110.7
2015-08-17,165.57,108.86,162.46,164.37,110.73
2015-08-18,165.62,108.88,162.51,164.42,110.77
2015-08-19,165.46,108.77,162.36,164.27,110.65
2015-08-20,165.65,108.89,162.54,164.45,110.78
2015-08-21,165.77,108.95,162.64,164.56,110.85
2015-08-22,165.77,108.95,162.65,164.57,110.85
2015-08-23,165.78,108.95,162.66,164.58,110.86
2015-08-24,166.1,109.15,162.95,164.88,111.06
2015-08-25,165.97,109.05,162.83,164.76,110.97
2015-08-26,165.85,108.96,162.72,164.64,110.88
2015-08-27,165.88,108.97,162.75,164.67,110.89
2015-08-28,165.7,108.85,162.58,164.51,110.76
2015-08-29,165.71,108.84,162.59,164.52,110.77
2015-08-30,165.72,108.84,162.6,164.52,110.76
2015-08-31,165.65,108.78,162.53,164.46,110.7
2015-09-01,165.66,108.78,162.54,164.46,110.71
2015-09-02,165.85,108.9,162.72,164.64,110.82
2015-09-03,165.84,108.88,162.71,164.63,110.81
2015-09-04,166.09,109.04,162.95,164.87,110.98
