DATE,DGS6MO
2020-03-02,1.11
2020-03-03,0.95
2020-03-04,0.83
2020-03-05,0.68
2020-03-06,0.53
2020-03-09,0.41
2020-03-10,0.27
2020-03-11,0.43
2020-03-12,0.4
2020-03-13,0.37
2020-03-16,0.38
2020-03-17,0.29
2020-03-18,0.24
2020-03-19,0.08
2020-03-20,0.06
2020-03-23,0.05
2020-03-24,0.08
2020-03-25,0.09
2020-03-26,0.07
2020-03-27,0.04
2020-03-30,0.02
2020-03-31,0.12
2020-04-01,0.15
2020-04-02,0.14
2020-04-03,0.15
2020-04-06,0.15
2020-04-07,0.17
2020-04-08,0.2
2020-04-09,0.24
2020-04-13,0.24
2020-04-14,0.27
2020-04-15,0.24
2020-04-16,0.19
2020-04-17,0.18
2020-04-20,0.16
2020-04-21,0.15
2020-04-22,0.14
2020-04-23,0.14
2020-04-24,0.14
2020-04-27,0.14
2020-04-28,0.15
2020-04-29,0.13
2020-04-30,0.12
2020-05-01,0.11
2020-05-04,0.12
2020-05-05,0.14
2020-05-06,0.15
2020-05-07,0.16
2020-05-08,0.14
2020-05-11,0.15
2020-05-12,0.16
2020-05-13,0.16
2020-05-14,0.15
2020-05-15,0.15
2020-05-18,0.15
2020-05-19,0.15
2020-05-20,0.15
2020-05-21,0.14
2020-05-22,0.14
2020-05-26,0.16
2020-05-27,0.17
2020-05-28,0.17
2020-05-29,0.18
2020-06-01,0.18
2020-06-02,0.18
2020-06-03,0.18
2020-06-04,0.19
2020-06-05,0.18
2020-06-08,0.18
2020-06-09,0.19
2020-06-10,0.19
2020-06-11,0.19
2020-06-12,0.18
2020-06-15,0.18
2020-06-16,0.19
2020-06-17,0.19
2020-06-18,0.18
2020-06-19,0.17
2020-06-22,0.17
2020-06-23,0.18
2020-06-24,0.17
2020-06-25,0.17
2020-06-26,0.17
2020-06-29,0.17
2020-06-30,0.18
2020-07-01,0.18
2020-07-02,0.17
2020-07-06,0.16
2020-07-07,0.16
2020-07-08,0.17
2020-07-09,0.17
2020-07-10,0.16
2020-07-13,0.15
2020-07-14,0.15
2020-07-15,0.14
2020-07-16,0.15
2020-07-17,0.13
2020-07-20,0.13
2020-07-21,0.14
2020-07-22,0.13
2020-07-23,0.14
2020-07-24,0.13
2020-07-27,0.14
2020-07-28,0.14
2020-07-29,0.12
2020-07-30,0.12
2020-07-31,0.11
2020-08-03,0.1
2020-08-04,0.11
2020-08-05,0.11
2020-08-06,0.12
2020-08-07,0.11
2020-08-10,0.12
2020-08-11,0.13
2020-08-12,0.12
2020-08-13,0.12
2020-08-14,0.12
2020-08-17,0.12
2020-08-18,0.12
2020-08-19,0.13
2020-08-20,0.12
2020-08-21,0.13
2020-08-24,0.12
2020-08-25,0.12
2020-08-26,0.12
2020-08-27,0.12
2020-08-28,0.11
2020-08-31,0.11
2020-09-01,0.13
2020-09-02,0.13
2020-09-03,0.12
2020-09-04,0.12
2020-09-08,0.12
2020-09-09,0.14
2020-09-10,0.14
2020-09-11,0.12
2020-09-14,0.12
2020-09-15,0.13
2020-09-16,0.12
2020-09-17,0.12
2020-09-18,0.11
2020-09-21,0.12
2020-09-22,0.11
2020-09-23,0.11
2020-09-24,0.11
2020-09-25,0.11
2020-09-28,0.11
2020-09-29,0.11
2020-09-30,0.11
2020-10-05,0.11
