항목명1,달러/유로,달러/영국파운드
2020-02-04,1.1062,1.2995
2020-02-05,1.1046,1.3032
2020-02-06,1.1,1.2998
2020-02-07,1.098,1.2928
2020-02-08,,
2020-02-09,,
2020-02-10,1.0945,1.2889
2020-02-11,1.0914,1.2914
2020-02-12,1.0919,1.2956
2020-02-13,1.0872,1.2955
2020-02-14,1.0839,1.3043
2020-02-15,,
2020-02-16,,
2020-02-17,1.0839,1.3052
2020-02-18,1.0837,1.3006
2020-02-19,1.0794,1.3
2020-02-20,1.0809,1.2922
2020-02-21,1.0788,1.2883
2020-02-22,,
2020-02-23,,
2020-02-24,1.084,1.295
2020-02-25,1.0853,1.2925
2020-02-26,1.088,1.2999
2020-02-27,1.0882,1.2903
2020-02-28,1.1001,1.2893
2020-02-29,,
2020-03-01,,
2020-03-02,1.1069,1.2802
2020-03-03,1.1146,1.2762
2020-03-04,1.1184,1.2829
2020-03-05,1.1137,1.2872
2020-03-06,1.1229,1.2954
2020-03-07,,
2020-03-08,,
2020-03-09,1.1374,1.3082
2020-03-10,1.1427,1.3092
2020-03-11,1.1306,1.2904
2020-03-12,1.1256,1.2813
2020-03-13,1.118,1.2578
2020-03-14,,
2020-03-15,,
2020-03-16,1.1162,1.2407
2020-03-17,1.117,1.2272
2020-03-18,1.1018,1.2108
2020-03-19,1.0954,1.1633
2020-03-20,1.0664,1.1449
2020-03-21,,
2020-03-22,,
2020-03-23,1.0678,1.1557
2020-03-24,1.0747,1.1565
2020-03-25,1.0813,1.1791
2020-03-26,1.0883,1.1822
2020-03-27,1.1041,1.2168
2020-03-28,,
2020-03-29,,
2020-03-30,1.1114,1.241
2020-03-31,1.1031,1.2373
2020-04-01,1.1027,1.2406
2020-04-02,1.0947,1.2378
2020-04-03,1.0849,1.2394
2020-04-04,,
2020-04-05,,
2020-04-06,1.0817,1.2235
2020-04-07,1.079,1.2212
2020-04-08,1.0897,1.2345
2020-04-09,1.0858,1.2384
2020-04-10,1.0931,1.2461
2020-04-11,,
2020-04-12,,
2020-04-13,1.0936,1.2473
2020-04-14,1.0917,1.2516
2020-04-15,,
2020-04-16,1.0902,1.2519
2020-04-17,1.086,1.2487
2020-04-18,,
2020-04-19,,
2020-04-20,1.087,1.2494
2020-04-21,1.0865,1.2439
2020-04-22,1.0853,1.2295
2020-04-23,1.0821,1.2338
2020-04-24,1.0779,1.2354
2020-04-25,,
2020-04-26,,
2020-04-27,1.0818,1.2368
2020-04-28,1.0828,1.2426
2020-04-29,1.0826,1.2428
2020-04-30,,
2020-05-01,,
2020-05-02,,
2020-05-03,,
2020-05-04,1.0961,1.2462
2020-05-05,,
2020-05-06,1.0839,1.2443
2020-05-07,1.0797,1.233
2020-05-08,1.084,1.2378
2020-05-09,,
2020-05-10,,
2020-05-11,1.0832,1.2406
2020-05-12,1.081,1.2337
2020-05-13,1.0849,1.2258
2020-05-14,1.0818,1.2232
2020-05-15,1.0804,1.223
2020-05-16,,
2020-05-17,,
2020-05-18,1.0823,1.2094
2020-05-19,1.0916,1.2195
2020-05-20,1.0926,1.2249
2020-05-21,1.0981,1.2239
2020-05-22,1.095,1.2215
2020-05-23,,
2020-05-24,,
2020-05-25,1.0905,1.2188
2020-05-26,1.0897,1.2192
2020-05-27,1.0984,1.2336
2020-05-28,1.1015,1.2268
2020-05-29,1.1075,1.2321
2020-05-30,,
2020-05-31,,
2020-06-01,1.1115,1.2346
2020-06-02,1.1131,1.2485
2020-06-03,1.1171,1.2549
2020-06-04,1.1232,1.2575
2020-06-05,1.1341,1.2607
2020-06-06,,
2020-06-07,,
2020-06-08,1.1305,1.2711
2020-06-09,1.1295,1.2734
2020-06-10,1.1341,1.2725
2020-06-11,1.1382,1.275
2020-06-12,1.1295,1.258
2020-06-13,,
2020-06-14,,
2020-06-15,1.1248,1.2509
2020-06-16,1.1326,1.2621
2020-06-17,1.1263,1.2571
2020-06-18,1.1247,1.2557
2020-06-19,1.1208,1.2427
2020-06-20,,
2020-06-21,,
2020-06-22,1.1179,1.2348
2020-06-23,1.1274,1.2488
2020-06-24,1.1311,1.2522
2020-06-25,1.1253,1.2413
2020-06-26,1.1222,1.2427
2020-06-27,,
2020-06-28,,
2020-06-29,1.1225,1.2339
2020-06-30,1.1245,1.2305
2020-07-01,1.1237,1.2394
2020-07-02,1.1254,1.2479
2020-07-03,1.124,1.247
2020-07-04,,
2020-07-05,,
2020-07-06,1.1247,1.2476
2020-07-07,1.1314,1.2495
2020-07-08,1.1275,1.254
2020-07-09,1.1334,1.2612
2020-07-10,1.1287,1.2603
2020-07-11,,
2020-07-12,,
2020-07-13,1.1315,1.2634
2020-07-14,1.1347,1.2559
2020-07-15,1.1408,1.257
2020-07-16,1.1416,1.259
2020-07-17,1.1386,1.2556
2020-07-18,,
2020-07-19,,
2020-07-20,1.1439,1.2569
2020-07-21,1.145,1.2661
2020-07-22,1.1534,1.2728
2020-07-23,1.157,1.2739
2020-07-24,1.1598,1.2737
2020-07-25,,
2020-07-26,,
2020-07-27,1.1647,1.2789
2020-07-28,1.1756,1.2885
2020-07-29,1.1721,1.2928
2020-07-30,1.1787,1.2991
2020-07-31,1.1845,1.3097
2020-08-01,,
2020-08-02,,
2020-08-03,1.1794,1.3103
2020-08-04,1.1759,1.3075
2020-08-05,1.1798,1.3069
2020-08-06,1.1871,1.3125
2020-08-07,1.188,1.3144
2020-08-08,,
2020-08-09,,
2020-08-10,1.1783,1.3052
2020-08-11,1.174,1.3074
2020-08-12,1.174,1.3055
2020-08-13,1.1786,1.3035
2020-08-14,1.1817,1.3069
2020-08-15,,
2020-08-16,,
2020-08-17,,
2020-08-18,1.1876,1.3105
2020-08-19,1.1936,1.3243
2020-08-20,1.185,1.3112
2020-08-21,1.1868,1.322
2020-08-22,,
2020-08-23,,
2020-08-24,1.1801,1.3098
2020-08-25,1.1793,1.3069
2020-08-26,1.1834,1.315
2020-08-27,1.1838,1.3218
2020-08-28,1.1821,1.3198
2020-08-29,,
2020-08-30,,
2020-08-31,1.1908,1.3351
2020-09-01,1.1938,1.3363
2020-09-02,1.1919,1.3392
2020-09-03,1.1854,1.3353
2020-09-04,1.185,1.3276
2020-09-05,,
2020-09-06,,
2020-09-07,1.1844,1.3255
2020-09-08,1.1819,1.3164
2020-09-09,1.1762,1.2963
2020-09-10,1.1808,1.3005
2020-09-11,1.1827,1.2814
2020-09-12,,
2020-09-13,,
2020-09-14,1.1846,1.281
2020-09-15,1.1867,1.2849
2020-09-16,1.1849,1.2889
2020-09-17,1.1812,1.2963
2020-09-18,1.1854,1.2975
2020-09-19,,
2020-09-20,,
2020-09-21,1.1847,1.293
2020-09-22,1.1766,1.2819
2020-09-23,1.1708,1.2736
2020-09-24,1.1662,1.2721
2020-09-25,1.1673,1.2747
2020-09-26,,
2020-09-27,,
2020-09-28,1.1633,1.2758
2020-09-29,1.167,1.2846
2020-09-30,,
2020-10-01,,
2020-10-02,,
2020-10-03,,
2020-10-04,,
2020-10-05,1.1716,1.2928
