항목명1,달러/유로,달러/영국파운드
2017-05-30,1.1139,1.282
2017-05-31,1.1172,1.2805
2017-06-01,1.1243,1.2873
2017-06-02,1.1216,1.2884
2017-06-03,,
2017-06-04,,
2017-06-05,1.128,1.2871
2017-06-06,,
2017-06-07,1.1278,1.2907
2017-06-08,1.1261,1.2962
2017-06-09,1.1198,1.2781
2017-06-10,,
2017-06-11,,
2017-06-12,1.1203,1.2739
2017-06-13,1.1202,1.2666
2017-06-14,1.1209,1.2753
2017-06-15,1.1214,1.2759
2017-06-16,1.1149,1.2754
2017-06-17,,
2017-06-18,,
2017-06-19,1.1203,1.2774
2017-06-20,1.1149,1.2733
2017-06-21,1.1136,1.2631
2017-06-22,1.1168,1.2674
2017-06-23,1.1148,1.2679
2017-06-24,,
2017-06-25,,
2017-06-26,1.1198,1.2743
2017-06-27,1.118,1.272
2017-06-28,1.1342,1.2821
2017-06-29,1.1378,1.2938
2017-06-30,1.1443,1.3011
2017-07-01,,
2017-07-02,,
2017-07-03,1.1424,1.3013
2017-07-04,1.137,1.2942
2017-07-05,1.1353,1.2928
2017-07-06,1.1351,1.2936
2017-07-07,1.1422,1.2968
2017-07-08,,
2017-07-09,,
2017-07-10,1.1402,1.2889
2017-07-11,1.1397,1.2881
2017-07-12,1.147,1.2855
2017-07-13,1.1415,1.2889
2017-07-14,1.1397,1.2943
2017-07-15,,
2017-07-16,,
2017-07-17,1.1472,1.311
2017-07-18,1.1478,1.3054
2017-07-19,1.155,1.3035
2017-07-20,1.153,1.3025
2017-07-21,1.1629,1.2963
2017-07-22,,
2017-07-23,,
2017-07-24,1.1675,1.3001
2017-07-25,1.164,1.3025
2017-07-26,1.1647,1.3028
2017-07-27,1.1729,1.3113
2017-07-28,1.1683,1.3072
2017-07-29,,
2017-07-30,,
2017-07-31,1.1757,1.3147
2017-08-01,1.1826,1.3197
2017-08-02,1.1809,1.321
2017-08-03,1.1854,1.3224
2017-08-04,1.1879,1.3143
2017-08-05,,
2017-08-06,,
2017-08-07,1.1789,1.3049
2017-08-08,1.1795,1.3034
2017-08-09,1.1762,1.2994
2017-08-10,1.176,1.3011
2017-08-11,1.1765,1.2976
2017-08-12,,
2017-08-13,,
2017-08-14,1.1822,1.3007
2017-08-15,,
2017-08-16,1.174,1.2866
2017-08-17,1.1775,1.2895
2017-08-18,1.1729,1.2874
2017-08-19,,
2017-08-20,,
2017-08-21,1.1752,1.287
2017-08-22,1.181,1.2896
2017-08-23,1.1766,1.2824
2017-08-24,1.1816,1.2805
2017-08-25,1.1801,1.28
2017-08-26,,
2017-08-27,,
2017-08-28,1.1952,1.2904
2017-08-29,1.1962,1.2925
2017-08-30,1.1974,1.2927
2017-08-31,1.1896,1.2921
2017-09-01,1.1913,1.2939
2017-09-02,,
2017-09-03,,
2017-09-04,1.1884,1.2963
2017-09-05,1.1897,1.2927
2017-09-06,1.1921,1.3043
2017-09-07,1.1926,1.3048
2017-09-08,1.2025,1.3097
2017-09-09,,
2017-09-10,,
2017-09-11,1.2018,1.3194
2017-09-12,1.1964,1.3178
2017-09-13,1.1969,1.3288
2017-09-14,1.1893,1.3215
2017-09-15,1.1919,1.3402
2017-09-16,,
2017-09-17,,
2017-09-18,1.1945,1.3583
2017-09-19,1.1958,1.3515
2017-09-20,1.1996,1.3515
2017-09-21,1.1887,1.3503
2017-09-22,1.1941,1.3572
2017-09-23,,
2017-09-24,,
2017-09-25,1.1922,1.3503
2017-09-26,1.1853,1.3483
2017-09-27,1.1789,1.3453
2017-09-28,1.1745,1.3399
2017-09-29,1.1781,1.3435
2017-09-30,,
2017-10-01,,
2017-10-02,,
2017-10-03,,
2017-10-04,,
2017-10-05,,
2017-10-06,,
2017-10-07,,
2017-10-08,,
2017-10-09,,
2017-10-10,1.1742,1.3139
2017-10-11,1.1813,1.3203
2017-10-12,1.1862,1.3226
2017-10-13,1.1828,1.3261
2017-10-14,,
2017-10-15,,
2017-10-16,1.1808,1.3275
2017-10-17,1.1789,1.3248
2017-10-18,1.1771,1.3193
2017-10-19,1.1797,1.3209
2017-10-20,1.1848,1.3154
2017-10-21,,
2017-10-22,,
2017-10-23,1.1764,1.3183
2017-10-24,1.175,1.3204
2017-10-25,1.1766,1.3134
2017-10-26,1.1818,1.327
2017-10-27,1.1636,1.3128
2017-10-28,,
2017-10-29,,
2017-10-30,1.1606,1.3135
2017-10-31,1.1645,1.3205
2017-11-01,1.1648,1.3287
2017-11-02,1.1622,1.325
2017-11-03,1.1656,1.3053
2017-11-04,,
2017-11-05,,
2017-11-06,1.1612,1.3079
2017-11-07,1.161,1.3173
2017-11-08,1.1596,1.3173
2017-11-09,1.1595,1.3113
2017-11-10,1.1643,1.3144
2017-11-11,,
2017-11-12,,
2017-11-13,1.1659,1.3168
2017-11-14,1.1665,1.3115
2017-11-15,1.1797,1.3161
2017-11-16,1.1778,1.317
2017-11-17,1.1771,1.3194
2017-11-18,,
2017-11-19,,
2017-11-20,1.1752,1.3209
2017-11-21,1.1735,1.3239
2017-11-22,1.1738,1.3245
2017-11-23,1.1821,1.3326
2017-11-24,1.1849,1.3303
2017-11-25,,
2017-11-26,,
2017-11-27,1.193,1.3332
2017-11-28,1.1902,1.3323
2017-11-29,1.1848,1.3352
2017-11-30,1.1851,1.3413
2017-12-01,1.1898,1.3523
2017-12-02,,
2017-12-03,,
2017-12-04,1.1873,1.3486
2017-12-05,1.1869,1.3475
2017-12-06,1.1828,1.3408
2017-12-07,1.1804,1.3384
2017-12-08,1.1776,1.348
2017-12-09,,
2017-12-10,,
2017-12-11,1.1771,1.3391
2017-12-12,1.1775,1.3343
2017-12-13,1.1737,1.3319
2017-12-14,1.1826,1.3413
2017-12-15,1.1769,1.3425
2017-12-16,,
2017-12-17,,
2017-12-18,1.1746,1.3316
2017-12-19,1.1783,1.3383
2017-12-20,1.1843,1.3388
2017-12-21,1.1874,1.3372
2017-12-22,1.1868,1.3384
2017-12-23,,
2017-12-24,,
2017-12-25,,
2017-12-26,1.187,1.3371
2017-12-27,1.1856,1.3373
2017-12-28,1.1899,1.3406
2017-12-29,1.194,1.3436
2017-12-30,,
2017-12-31,,
2018-01-01,,
2018-01-02,1.2012,1.3509
2018-01-03,1.2062,1.3595
2018-01-04,1.2013,1.3515
2018-01-05,1.2071,1.3555
2018-01-06,,
2018-01-07,,
2018-01-08,1.2036,1.3573
2018-01-09,1.1968,1.357
2018-01-10,1.1936,1.3538
2018-01-11,1.1953,1.3509
2018-01-12,1.2033,1.3537
2018-01-13,,
2018-01-14,,
2018-01-15,1.2201,1.3738
2018-01-16,1.2266,1.3795
2018-01-17,1.2259,1.3791
2018-01-18,1.2175,1.3816
2018-01-19,1.2243,1.3898
2018-01-20,,
2018-01-21,,
2018-01-22,1.2257,1.3887
2018-01-23,1.226,1.3985
2018-01-24,1.2297,1.4001
2018-01-25,1.24,1.4236
2018-01-26,1.2385,1.4129
2018-01-27,,
2018-01-28,,
2018-01-29,1.2421,1.4149
2018-01-30,1.2384,1.4075
2018-01-31,1.2404,1.415
2018-02-01,1.2417,1.4199
2018-02-02,1.2507,1.4262
2018-02-03,,
2018-02-04,,
2018-02-05,1.2429,1.4085
2018-02-06,1.2376,1.3965
2018-02-07,1.2381,1.3956
2018-02-08,1.2257,1.3874
2018-02-09,1.2249,1.3921
2018-02-10,,
2018-02-11,,
2018-02-12,1.2249,1.382
2018-02-13,1.2297,1.3842
2018-02-14,1.235,1.3886
2018-02-15,,
2018-02-16,,
2018-02-17,,
2018-02-18,,
2018-02-19,1.242,1.4036
2018-02-20,1.2407,1.4
2018-02-21,1.2336,1.3995
2018-02-22,1.2278,1.3912
2018-02-23,1.2336,1.396
2018-02-24,,
2018-02-25,,
2018-02-26,1.2295,1.3971
2018-02-27,1.2312,1.3964
2018-02-28,1.2236,1.3909
2018-03-01,,
2018-03-02,1.2269,1.3771
2018-03-03,,
2018-03-04,,
2018-03-05,1.2337,1.3799
2018-03-06,1.2338,1.3851
2018-03-07,1.2421,1.3905
2018-03-08,1.2411,1.3904
2018-03-09,1.2315,1.3814
2018-03-10,,
2018-03-11,,
2018-03-12,1.2314,1.3856
2018-03-13,1.2333,1.3903
2018-03-14,1.2394,1.3971
2018-03-15,1.237,1.3967
2018-03-16,1.2306,1.3936
2018-03-17,,
2018-03-18,,
2018-03-19,1.2285,1.3944
2018-03-20,1.2337,1.4026
2018-03-21,1.2246,1.4003
2018-03-22,1.2347,1.4142
2018-03-23,1.2322,1.4108
2018-03-24,,
2018-03-25,,
2018-03-26,1.2366,1.4153
2018-03-27,1.2452,1.4234
2018-03-28,1.2408,1.4168
2018-03-29,1.2311,1.4082
2018-03-30,1.2302,1.4035
2018-03-31,,
2018-04-01,,
2018-04-02,1.2318,1.4033
2018-04-03,1.2303,1.4055
2018-04-04,1.2272,1.4064
2018-04-05,1.2286,1.4088
2018-04-06,1.2246,1.4005
2018-04-07,,
2018-04-08,,
2018-04-09,1.2275,1.4091
2018-04-10,1.2324,1.4132
2018-04-11,1.2359,1.4178
2018-04-12,1.237,1.4183
2018-04-13,1.2328,1.4233
2018-04-14,,
2018-04-15,,
2018-04-16,1.2329,1.4239
2018-04-17,1.2381,1.4339
2018-04-18,1.2372,1.4292
2018-04-19,1.2384,1.4208
2018-04-20,1.2347,1.4084
2018-04-21,,
2018-04-22,,
2018-04-23,1.2282,1.4007
2018-04-24,1.2209,1.3938
2018-04-25,1.2236,1.3981
2018-04-26,1.217,1.3936
2018-04-27,1.2105,1.3916
2018-04-28,,
2018-04-29,,
2018-04-30,1.2121,1.3773
2018-05-01,,
2018-05-02,1.199,1.3609
2018-05-03,1.1952,1.3579
2018-05-04,1.1987,1.3571
2018-05-05,,
2018-05-06,,
2018-05-07,,
2018-05-08,1.1925,1.3561
2018-05-09,1.1864,1.355
2018-05-10,1.1856,1.3552
2018-05-11,1.1919,1.352
2018-05-12,,
2018-05-13,,
2018-05-14,1.1947,1.3548
2018-05-15,1.1932,1.3562
2018-05-16,1.1826,1.3502
2018-05-17,1.1819,1.3549
2018-05-18,1.1797,1.3516
2018-05-19,,
2018-05-20,,
2018-05-21,1.1768,1.3477
2018-05-22,,
2018-05-23,1.1783,1.3437
2018-05-24,1.1707,1.3357
2018-05-25,1.1719,1.3383
2018-05-26,,
2018-05-27,,
2018-05-28,1.169,1.3309
2018-05-29,1.1629,1.3312
2018-05-30,1.1544,1.326
2018-05-31,1.1665,1.3285
2018-06-01,1.1699,1.3294
2018-06-02,,
2018-06-03,,
2018-06-04,1.1665,1.3354
2018-06-05,1.1695,1.3315
2018-06-06,,
2018-06-07,1.1781,1.3418
2018-06-08,1.1797,1.3422
2018-06-09,,
2018-06-10,,
2018-06-11,1.1775,1.3411
2018-06-12,1.1778,1.338
2018-06-13,,
2018-06-14,1.1798,1.3382
2018-06-15,1.1581,1.327
2018-06-16,,
2018-06-17,,
2018-06-18,1.1597,1.3274
2018-06-19,1.1623,1.3249
2018-06-20,1.159,1.3173
2018-06-21,1.1577,1.3176
2018-06-22,1.1608,1.3248
2018-06-23,,
2018-06-24,,
2018-06-25,1.1669,1.327
2018-06-26,1.1705,1.3282
2018-06-27,1.1652,1.3225
2018-06-28,1.156,1.3119
2018-06-29,1.1563,1.3077
2018-06-30,,
2018-07-01,,
2018-07-02,1.168,1.3208
2018-07-03,1.1642,1.3141
2018-07-04,1.1659,1.3191
2018-07-05,1.1657,1.323
2018-07-06,1.1691,1.3222
2018-07-07,,
2018-07-08,,
2018-07-09,1.1747,1.3293
2018-07-10,1.175,1.325
2018-07-11,1.1736,1.3264
2018-07-12,1.1672,1.3207
2018-07-13,1.166,1.3174
2018-07-14,,
2018-07-15,,
2018-07-16,1.168,1.3229
2018-07-17,1.1709,1.3236
2018-07-18,1.1654,1.3106
2018-07-19,1.1643,1.3076
2018-07-20,1.1645,1.3016
2018-07-21,,
2018-07-22,,
2018-07-23,1.1742,1.3144
2018-07-24,1.169,1.3103
2018-07-25,1.1685,1.3149
2018-07-26,1.1732,1.3195
2018-07-27,1.1639,1.3105
2018-07-28,,
2018-07-29,,
2018-07-30,1.166,1.311
2018-07-31,1.1708,1.3136
2018-08-01,1.1689,1.3118
2018-08-02,1.1664,1.3127
2018-08-03,1.159,1.3018
2018-08-04,,
2018-08-05,,
2018-08-06,1.1566,1.3005
2018-08-07,1.1559,1.2946
2018-08-08,1.1599,1.2941
2018-08-09,1.1612,1.2884
2018-08-10,1.1518,1.2822
2018-08-11,,
2018-08-12,,
2018-08-13,1.1403,1.2771
2018-08-14,1.1406,1.2765
2018-08-15,,
2018-08-16,1.1344,1.2696
2018-08-17,1.1373,1.2712
2018-08-18,,
2018-08-19,,
2018-08-20,1.1437,1.2747
2018-08-21,1.1492,1.2797
2018-08-22,1.1575,1.2904
2018-08-23,1.1597,1.2916
2018-08-24,1.1541,1.2812
2018-08-25,,
2018-08-26,,
2018-08-27,1.1632,1.2853
2018-08-28,1.1681,1.2892
2018-08-29,1.1695,1.2872
2018-08-30,1.1707,1.3025
2018-08-31,1.1663,1.3009
2018-09-01,,
2018-09-02,,
2018-09-03,1.1597,1.2928
2018-09-04,1.1617,1.2871
2018-09-05,1.1584,1.2857
2018-09-06,1.1633,1.2912
2018-09-07,1.1625,1.2929
2018-09-08,,
2018-09-09,,
2018-09-10,1.1556,1.2926
2018-09-11,1.159,1.3029
2018-09-12,1.1603,1.3022
2018-09-13,1.163,1.3047
2018-09-14,1.1691,1.3109
2018-09-15,,
2018-09-16,,
2018-09-17,1.1625,1.3076
2018-09-18,1.1673,1.3153
2018-09-19,1.1677,1.3166
2018-09-20,1.1673,1.3142
2018-09-21,1.178,1.3274
2018-09-22,,
2018-09-23,,
2018-09-24,,
2018-09-25,,
2018-09-26,,
2018-09-27,1.175,1.3171
2018-09-28,1.1635,1.3074
2018-09-29,,
2018-09-30,,
2018-10-01,1.1605,1.3036
2018-10-02,1.1577,1.3044
2018-10-03,,
2018-10-04,1.1484,1.2947
2018-10-05,1.1518,1.3023
2018-10-06,,
2018-10-07,,
2018-10-08,1.1525,1.3126
2018-10-09,,
2018-10-10,1.1496,1.3144
2018-10-11,1.1534,1.3205
2018-10-12,1.1592,1.3233
2018-10-13,,
2018-10-14,,
2018-10-15,1.1552,1.3105
2018-10-16,1.1584,1.3156
2018-10-17,1.1576,1.3186
2018-10-18,1.1502,1.31
2018-10-19,1.1457,1.3019
2018-10-20,,
2018-10-21,,
2018-10-22,1.1513,1.3066
2018-10-23,1.1466,1.2968
2018-10-24,1.1472,1.2984
2018-10-25,1.1399,1.2886
2018-10-26,1.1375,1.2822
2018-10-27,,
2018-10-28,,
2018-10-29,1.1403,1.2835
2018-10-30,1.1375,1.2803
2018-10-31,1.1345,1.2707
2018-11-01,1.1319,1.2773
2018-11-02,1.1407,1.3
2018-11-03,,
2018-11-04,,
2018-11-05,1.1398,1.3009
2018-11-06,1.1408,1.3064
2018-11-07,1.1422,1.3104
2018-11-08,1.1431,1.3131
2018-11-09,1.1365,1.3066
2018-11-10,,
2018-11-11,,
2018-11-12,1.1324,1.2932
2018-11-13,1.1225,1.2853
2018-11-14,1.1311,1.3028
2018-11-15,1.1316,1.2996
2018-11-16,1.1323,1.2765
2018-11-17,,
2018-11-18,,
2018-11-19,1.1416,1.2835
2018-11-20,1.1454,1.286
2018-11-21,1.1372,1.2797
2018-11-22,1.1384,1.2775
2018-11-23,1.1403,1.2876
2018-11-24,,
2018-11-25,,
2018-11-26,1.1336,1.282
2018-11-27,1.133,1.2809
2018-11-28,1.13,1.2744
2018-11-29,1.1369,1.2829
2018-11-30,1.139,1.2783
2018-12-01,,
2018-12-02,,
2018-12-03,1.1331,1.2739
2018-12-04,1.1356,1.2728
2018-12-05,1.1343,1.2716
2018-12-06,1.1349,1.2737
2018-12-07,1.1378,1.2783
2018-12-08,,
2018-12-09,,
2018-12-10,1.1402,1.2716
2018-12-11,1.1355,1.2563
2018-12-12,1.1322,1.2491
2018-12-13,1.1374,1.2639
2018-12-14,1.1359,1.2654
2018-12-15,,
2018-12-16,,
2018-12-17,1.1307,1.2586
2018-12-18,1.1349,1.2616
2018-12-19,1.1374,1.2653
2018-12-20,1.1387,1.2622
2018-12-21,1.1455,1.2669
2018-12-22,,
2018-12-23,,
2018-12-24,1.137,1.2641
2018-12-25,,
2018-12-26,1.1414,1.2687
2018-12-27,1.1357,1.2642
2018-12-28,1.1432,1.2645
2018-12-29,,
2018-12-30,,
2018-12-31,1.1441,1.2703
2019-01-01,,
2019-01-02,1.1466,1.2749
2019-01-03,1.1354,1.2537
2019-01-04,1.1394,1.2638
2019-01-05,,
2019-01-06,,
2019-01-07,1.141,1.2732
2019-01-08,1.1479,1.2784
2019-01-09,1.1449,1.2727
2019-01-10,1.1549,1.2798
2019-01-11,1.1502,1.2748
2019-01-12,,
2019-01-13,,
2019-01-14,1.1468,1.2861
2019-01-15,1.1472,1.2869
2019-01-16,1.1409,1.2862
2019-01-17,1.1397,1.2881
2019-01-18,1.1389,1.2987
2019-01-19,,
2019-01-20,,
2019-01-21,1.1367,1.2869
2019-01-22,1.1369,1.2896
2019-01-23,1.1364,1.2961
2019-01-24,1.1385,1.3079
2019-01-25,1.1303,1.3066
2019-01-26,,
2019-01-27,,
2019-01-28,1.1412,1.321
2019-01-29,1.143,1.3153
2019-01-30,1.1435,1.3081
2019-01-31,1.1485,1.3118
2019-02-01,1.1448,1.3108
2019-02-02,,
2019-02-03,,
2019-02-04,,
2019-02-05,,
2019-02-06,,
2019-02-07,1.1368,1.2934
2019-02-08,1.1341,1.2949
2019-02-09,,
2019-02-10,,
2019-02-11,1.132,1.2934
2019-02-12,1.1276,1.2857
2019-02-13,1.1334,1.2896
2019-02-14,1.126,1.2851
2019-02-15,1.1298,1.2797
2019-02-16,,
2019-02-17,,
2019-02-18,1.1291,1.2901
2019-02-19,1.131,1.2926
2019-02-20,1.1338,1.3062
2019-02-21,1.1345,1.3047
2019-02-22,1.1335,1.3035
2019-02-23,,
2019-02-24,,
2019-02-25,1.1337,1.3064
2019-02-26,1.1361,1.3119
2019-02-27,1.1392,1.3258
2019-02-28,1.1375,1.3317
2019-03-01,,
2019-03-02,,
2019-03-03,,
2019-03-04,1.1378,1.3231
2019-03-05,1.1338,1.3179
2019-03-06,1.1304,1.3158
2019-03-07,1.131,1.3171
2019-03-08,1.1195,1.3083
2019-03-09,,
2019-03-10,,
2019-03-11,1.1237,1.2988
2019-03-12,1.1267,1.325
2019-03-13,1.129,1.3077
2019-03-14,1.1339,1.3309
2019-03-15,1.1306,1.325
2019-03-16,,
2019-03-17,,
2019-03-18,1.1323,1.3293
2019-03-19,1.1337,1.3249
2019-03-20,1.1355,1.327
2019-03-21,1.1426,1.3199
2019-03-22,1.1375,1.312
2019-03-23,,
2019-03-24,,
2019-03-25,1.1296,1.3213
2019-03-26,1.1315,1.3211
2019-03-27,1.1274,1.3212
2019-03-28,1.125,1.316
2019-03-29,1.1228,1.3056
2019-03-30,,
2019-03-31,,
2019-04-01,1.1223,1.3022
2019-04-02,1.1206,1.3076
2019-04-03,1.1205,1.3129
2019-04-04,1.1245,1.3177
2019-04-05,1.1223,1.3073
2019-04-06,,
2019-04-07,,
2019-04-08,1.1219,1.3038
2019-04-09,1.1258,1.3063
2019-04-10,1.1266,1.3056
2019-04-11,1.1277,1.309
2019-04-12,1.126,1.3057
2019-04-13,,
2019-04-14,,
2019-04-15,1.1304,1.308
2019-04-16,1.1304,1.31
2019-04-17,1.1282,1.3043
2019-04-18,1.1299,1.3039
2019-04-19,1.1238,1.2991
2019-04-20,,
2019-04-21,,
2019-04-22,1.1243,1.2996
2019-04-23,1.1261,1.2982
2019-04-24,1.1223,1.2937
2019-04-25,1.1156,1.2905
2019-04-26,1.1137,1.29
2019-04-27,,
2019-04-28,,
2019-04-29,1.1151,1.2922
2019-04-30,1.1184,1.2932
2019-05-01,,
2019-05-02,1.1203,1.3056
2019-05-03,1.1175,1.3034
2019-05-04,,
2019-05-05,,
2019-05-06,,
2019-05-07,1.1202,1.3097
2019-05-08,1.1193,1.307
2019-05-09,1.1198,1.3013
2019-05-10,1.1219,1.3009
2019-05-11,,
2019-05-12,,
2019-05-13,1.1236,1.3007
2019-05-14,1.1232,1.2954
2019-05-15,1.1208,1.291
2019-05-16,1.1207,1.2846
2019-05-17,1.1174,1.2797
2019-05-18,,
2019-05-19,,
2019-05-20,1.1162,1.2727
2019-05-21,1.1168,1.2727
2019-05-22,1.1164,1.2704
2019-05-23,1.1157,1.2665
2019-05-24,1.1183,1.2663
2019-05-25,,
2019-05-26,,
2019-05-27,1.121,1.2726
2019-05-28,1.1193,1.2682
2019-05-29,1.1165,1.2659
2019-05-30,1.1137,1.2629
2019-05-31,1.1133,1.2612
2019-06-01,,
2019-06-02,,
2019-06-03,1.1173,1.2636
2019-06-04,1.1247,1.2667
2019-06-05,1.1255,1.2701
2019-06-06,,
2019-06-07,1.1279,1.2696
2019-06-08,,
2019-06-09,,
2019-06-10,1.1318,1.2722
2019-06-11,1.1315,1.2689
2019-06-12,1.1328,1.2723
2019-06-13,1.1293,1.2693
2019-06-14,1.1279,1.268
2019-06-15,,
2019-06-16,,
2019-06-17,1.1216,1.2594
2019-06-18,1.1222,1.2538
2019-06-19,1.1196,1.256
2019-06-20,1.1238,1.2652
2019-06-21,1.1292,1.2704
2019-06-22,,
2019-06-23,,
2019-06-24,1.1372,1.2742
2019-06-25,1.14,1.2739
2019-06-26,1.1369,1.269
2019-06-27,1.1374,1.2695
2019-06-28,1.1369,1.2672
2019-06-29,,
2019-06-30,,
2019-07-01,1.1369,1.27
2019-07-02,1.1288,1.2647
2019-07-03,1.129,1.2597
2019-07-04,1.1288,1.2581
2019-07-05,1.1287,1.2582
2019-07-06,,
2019-07-07,,
2019-07-08,1.1229,1.2526
2019-07-09,1.1216,1.2519
2019-07-10,1.1206,1.2461
2019-07-11,1.1258,1.251
2019-07-12,1.1257,1.2528
2019-07-13,,
2019-07-14,,
2019-07-15,1.1271,1.2572
2019-07-16,1.1262,1.2519
2019-07-17,1.1211,1.241
2019-07-18,1.1228,1.2434
2019-07-19,1.1256,1.2537
2019-07-20,,
2019-07-21,,
2019-07-22,1.1218,1.2507
2019-07-23,1.1209,1.2475
2019-07-24,1.1151,1.2437
2019-07-25,1.1141,1.2482
2019-07-26,1.1146,1.2453
2019-07-27,,
2019-07-28,,
2019-07-29,1.1133,1.2381
2019-07-30,1.1145,1.2223
2019-07-31,1.1158,1.2161
2019-08-01,1.1077,1.2153
2019-08-02,1.108,1.2123
2019-08-03,,
2019-08-04,,
2019-08-05,1.1109,1.215
2019-08-06,1.1232,1.2154
2019-08-07,1.1202,1.2168
2019-08-08,1.1203,1.2148
2019-08-09,1.1187,1.2139
2019-08-10,,
2019-08-11,,
2019-08-12,1.1203,1.2029
2019-08-13,1.1216,1.208
2019-08-14,1.1174,1.206
2019-08-15,,
2019-08-16,1.1111,1.2088
2019-08-17,,
2019-08-18,,
2019-08-19,1.1094,1.2157
2019-08-20,1.1083,1.2126
2019-08-21,1.1099,1.2165
2019-08-22,1.1091,1.213
2019-08-23,1.1082,1.2251
2019-08-24,,
2019-08-25,,
2019-08-26,1.1147,1.2266
2019-08-27,1.11,1.2223
2019-08-28,1.1092,1.2286
2019-08-29,1.1085,1.2219
2019-08-30,1.1059,1.2185
2019-08-31,,
2019-09-01,,
2019-09-02,1.0992,1.2163
2019-09-03,1.0966,1.2063
2019-09-04,1.0971,1.2089
2019-09-05,1.1036,1.2252
2019-09-06,1.1036,1.2327
2019-09-07,,
2019-09-08,,
2019-09-09,1.1024,1.2287
2019-09-10,1.105,1.2346
2019-09-11,1.1048,1.2356
2019-09-12,,
2019-09-13,,
2019-09-14,,
2019-09-15,,
2019-09-16,1.1081,1.2499
2019-09-17,1.1005,1.2429
2019-09-18,1.1071,1.2501
2019-09-19,1.1028,1.2476
2019-09-20,1.1046,1.2524
2019-09-21,,
2019-09-22,,
2019-09-23,1.1019,1.2471
2019-09-24,1.0995,1.2435
2019-09-25,1.102,1.2492
2019-09-26,1.095,1.2358
2019-09-27,1.092,1.2326
2019-09-28,,
2019-09-29,,
2019-09-30,1.0944,1.2292
2019-10-01,1.0899,1.2288
2019-10-02,1.0932,1.2289
2019-10-03,,
2019-10-04,1.0973,1.2337
2019-10-05,,
2019-10-06,,
2019-10-07,1.0983,1.2331
2019-10-08,1.0972,1.2288
2019-10-09,,
2019-10-10,1.0988,1.2214
2019-10-11,1.1008,1.2431
2019-10-12,,
2019-10-13,,
2019-10-14,1.1031,1.2636
2019-10-15,1.1028,1.2605
2019-10-16,1.1033,1.2761
2019-10-17,1.1076,1.2824
2019-10-18,1.1126,1.2872
2019-10-19,,
2019-10-20,,
2019-10-21,1.1158,1.2907
2019-10-22,1.115,1.2964
2019-10-23,1.1128,1.2885
2019-10-24,1.1133,1.2917
2019-10-25,1.1103,1.2838
2019-10-26,,
2019-10-27,,
2019-10-28,1.1083,1.2831
2019-10-29,1.1099,1.2856
2019-10-30,1.1114,1.2865
2019-10-31,1.1154,1.2905
2019-11-01,1.1152,1.2936
2019-11-02,,
2019-11-03,,
2019-11-04,1.1165,1.2938
2019-11-05,1.1126,1.2884
2019-11-06,1.1074,1.2885
2019-11-07,1.1069,1.2857
2019-11-08,1.1051,1.2815
2019-11-09,,
2019-11-10,,
2019-11-11,1.1021,1.2791
2019-11-12,1.1034,1.2854
2019-11-13,1.1012,1.2849
2019-11-14,1.1009,1.2854
2019-11-15,1.1022,1.2883
2019-11-16,,
2019-11-17,,
2019-11-18,1.1053,1.292
2019-11-19,1.1073,1.2951
2019-11-20,1.1078,1.2928
2019-11-21,1.1078,1.2926
2019-11-22,1.1062,1.2914
2019-11-23,,
2019-11-24,,
2019-11-25,1.1022,1.2846
2019-11-26,1.1013,1.2901
2019-11-27,1.1023,1.2863
2019-11-28,1.1005,1.2938
2019-11-29,1.1011,1.2912
2019-11-30,,
2019-12-01,,
2019-12-02,1.1019,1.2914
2019-12-03,1.1077,1.2942
2019-12-04,1.1083,1.2998
2019-12-05,1.108,1.3108
2019-12-06,1.1106,1.316
2019-12-07,,
2019-12-08,,
2019-12-09,1.106,1.3136
2019-12-10,1.1065,1.3143
2019-12-11,1.1095,1.3119
2019-12-12,1.1133,1.3197
2019-12-13,1.1186,1.3458
2019-12-14,,
2019-12-15,,
2019-12-16,1.1128,1.3348
2019-12-17,1.1139,1.3289
2019-12-18,1.1153,1.3131
2019-12-19,1.1116,1.3084
2019-12-20,1.1124,1.3012
2019-12-21,,
2019-12-22,,
2019-12-23,1.1079,1.3007
2019-12-24,1.1092,1.2941
2019-12-25,,
2019-12-26,1.1092,1.2969
2019-12-27,1.1099,1.2999
2019-12-28,,
2019-12-29,,
2019-12-30,1.1182,1.3085
2019-12-31,1.1206,1.3117
2020-01-01,,
2020-01-02,1.1221,1.3259
2020-01-03,1.1174,1.3143
2020-01-04,,
2020-01-05,,
2020-01-06,1.1165,1.3074
2020-01-07,1.1197,1.3174
2020-01-08,1.115,1.3116
2020-01-09,1.1109,1.3103
2020-01-10,1.1108,1.3069
2020-01-11,,
2020-01-12,,
2020-01-13,1.1117,1.3044
2020-01-14,1.1136,1.299
2020-01-15,1.1128,1.302
2020-01-16,1.1152,1.3043
2020-01-17,1.1137,1.3079
2020-01-18,,
2020-01-19,,
2020-01-20,1.109,1.3004
2020-01-21,1.1094,1.3008
2020-01-22,1.1085,1.3048
2020-01-23,1.1096,1.314
2020-01-24,,
2020-01-25,,
2020-01-26,,
2020-01-27,,
2020-01-28,1.102,1.3057
2020-01-29,1.1021,1.3025
2020-01-30,1.1012,1.3017
2020-01-31,1.1033,1.3089
2020-02-01,,
2020-02-02,,
2020-02-03,1.1091,1.3182
