항목명1,원/미국달러(매매기준율),원/일본엔(100엔),원/유로,원/영국파운드
2013-04-30,1108.1,1132.04,1451.28,1716.83
2013-05-02,1102.2,1132.73,1452.75,1716.13
2013-05-03,1099.7,1122.43,1436.92,1708.27
2013-05-06,1099.9,1109.44,1442.46,1711.94
2013-05-07,1094,1101.16,1430.3,1699.97
2013-05-08,1094,1107.29,1430.68,1693.57
2013-05-09,1087.7,1099.58,1431.14,1690.12
2013-05-10,1087,1080.46,1417.12,1679.58
2013-05-13,1102.6,1081.94,1430.24,1692.99
2013-05-14,1114.6,1094.62,1446.64,1705.51
2013-05-15,1109.4,1084.83,1434.73,1688.34
2013-05-16,1113.6,1088.72,1433.87,1695.46
2013-05-20,1114.3,1083.37,1429.7,1690.34
2013-05-21,1118.1,1094.03,1441.4,1706.72
2013-05-22,1112.9,1086.45,1437.2,1686.43
2013-05-23,1112.4,1078.12,1428.82,1673.11
2013-05-24,1123.7,1100.53,1452.83,1696.96
2013-05-27,1128,1113.63,1459.35,1706.78
2013-05-28,1125.1,1112.53,1455.2,1700.14
2013-05-29,1125.5,1100.14,1446.1,1691.29
2013-05-30,1131,1118.42,1463.4,1710.02
2013-05-31,1128.3,1116.58,1471.42,1718.4
2013-06-03,1126.6,1120.21,1463.96,1712.71
2013-06-04,1128.1,1131.55,1473.98,1727.63
2013-06-05,1121.8,1119.39,1467.54,1717.42
2013-06-07,1119.2,1151.32,1482.32,1746.46
2013-06-10,1111.4,1130.33,1468.1,1726.73
2013-06-11,1123.6,1136.67,1489.28,1749.28
2013-06-12,1133.7,1178.48,1509.46,1773.39
2013-06-13,1131.2,1181.22,1509.02,1773.78
2013-06-14,1134.8,1188.27,1516.38,1782.71
2013-06-17,1128.2,1197.09,1505.86,1773.93
2013-06-18,1128,1191.95,1507.23,1772.88
2013-06-19,1129.9,1182.21,1512.77,1766.43
2013-06-20,1133,1172.57,1505.08,1753.49
2013-06-21,1144.6,1179.33,1515.34,1776.3
2013-06-24,1155.6,1174.51,1514.47,1777.95
2013-06-25,1157.1,1186.71,1519.21,1787.55
2013-06-26,1159.1,1179.99,1515.87,1786.23
2013-06-27,1153.4,1179.41,1501.03,1767.3
2013-06-28,1149.7,1167.15,1498.23,1753.81
2013-07-01,1145.3,1152.27,1490.26,1741.66
2013-07-02,1136.9,1140.89,1485.93,1729.74
2013-07-03,1132.9,1123.91,1470.11,1716.23
2013-07-04,1140.6,1140.26,1483.86,1742.21
2013-07-05,1140.2,1137.19,1471.2,1714.18
2013-07-08,1141.7,1125.66,1464.17,1698.22
2013-07-09,1151.4,1141.53,1481.45,1721.29
2013-07-10,1144.7,1131.97,1463.1,1700.68
2013-07-11,1138.8,1151.76,1496.44,1726.14
2013-07-12,1124.9,1136.72,1473.28,1707.54
2013-07-15,1122.3,1130.84,1465.78,1694.79
2013-07-16,1122.6,1123.16,1466.23,1694.9
2013-07-17,1119,1127.85,1471.26,1693.66
2013-07-18,1118.1,1121.63,1466.78,1700.69
2013-07-19,1122.3,1115.72,1471.34,1708.37
2013-07-22,1123.5,1118.02,1476.9,1715.47
2013-07-23,1118.5,1124.4,1474.69,1718.02
2013-07-24,1116.5,1122.22,1476.29,1716.4
2013-07-25,1114.1,1110.82,1470.11,1706.47
2013-07-26,1117.3,1125.74,1483.77,1719.3
2013-07-29,1111.7,1134.79,1477.28,1711.35
2013-07-30,1109.4,1132.91,1471.12,1701.99
2013-07-31,1113.6,1135.4,1476.74,1696.85
2013-08-01,1119.6,1144.38,1488.84,1699.83
2013-08-02,1121.4,1127.21,1481.37,1695.28
2013-08-05,1125.4,1137.17,1494.08,1719.89
2013-08-06,1116.3,1135.84,1479.99,1713.3
2013-08-07,1114.2,1141.6,1482.89,1710.69
2013-08-08,1117.3,1157.94,1490.09,1730.75
2013-08-09,1113.6,1151.25,1490.16,1730.26
2013-08-12,1111.8,1154.28,1482.92,1725.07
2013-08-13,1113,1144.59,1479.29,1720.03
2013-08-14,1116.5,1136.21,1480.93,1724.66
2013-08-16,1119.5,1151.22,1494.25,1750.62
2013-08-19,1115,1141.02,1485.63,1741.69
2013-08-20,1113.7,1140.62,1485.29,1743.11
2013-08-21,1121.9,1152.56,1505.7,1757.34
2013-08-22,1118.1,1144.3,1492.66,1747.53
2013-08-23,1124.3,1139.28,1502.74,1754.02
2013-08-26,1118.2,1131.9,1496.1,1741.54
2013-08-27,1113,1131.16,1488.64,1734
2013-08-28,1115.8,1149.18,1494.39,1735.01
2013-08-29,1117,1143.47,1490.19,1734.81
2013-08-30,1110.9,1129.19,1470.61,1722.17
2013-09-02,1109.6,1127.93,1465.12,1721.27
2013-09-03,1104.1,1109.04,1455.98,1716.16
2013-09-04,1095.9,1099.58,1443.3,1705.33
2013-09-05,1099.8,1101.89,1451.74,1718.38
2013-09-06,1093.8,1091.83,1435.07,1705.02
2013-09-09,1095.4,1096.17,1442.97,1712.11
2013-09-10,1088.2,1091.8,1442.19,1708.15
2013-09-11,1084.9,1080.52,1439.12,1706.49
2013-09-12,1087.1,1087.92,1446.71,1719.57
2013-09-13,1083.2,1087.66,1440.39,1711.73
2013-09-16,1085.3,1097.43,1451.05,1730.08
2013-09-17,1082.2,1092.03,1443.28,1720.64
2013-09-23,1085.2,1092.85,1468.49,1737.73
2013-09-24,1075.9,1089.24,1452.03,1725.96
2013-09-25,1074.9,1088.45,1448.21,1719.57
2013-09-26,1076.8,1093.14,1455.94,1730.74
2013-09-27,1074.4,1085.53,1449.04,1723.12
2013-09-30,1075.6,1098.67,1451.31,1738.17
2013-10-01,1075.2,1093.46,1453.67,1740.32
2013-10-02,1074.5,1095.81,1452.99,1739.99
2013-10-04,1074.6,1105.56,1464.52,1736.93
2013-10-07,1071.6,1102.3,1454.05,1718.69
2013-10-08,1070.5,1106.69,1453.42,1722.43
2013-10-10,1073.6,1101.02,1451.19,1712.71
2013-10-11,1075.7,1095.81,1455.1,1718.38
2013-10-14,1070.5,1089.18,1451.22,1709.27
2013-10-15,1072.3,1086.59,1453.72,1712.36
2013-10-16,1067.9,1086.92,1444.66,1708
2013-10-17,1067.1,1078.75,1443.15,1701.76
2013-10-18,1064.4,1085.85,1454.93,1719.64
2013-10-21,1061.4,1084.56,1452.58,1716.6
2013-10-22,1062,1081.69,1452.02,1713.7
2013-10-23,1061.7,1081.93,1463.02,1723.67
2013-10-24,1056.5,1085.09,1455.54,1707.73
2013-10-25,1057.2,1085.59,1458.62,1712.51
2013-10-28,1062.3,1089.59,1466.98,1718.64
2013-10-29,1061.4,1086.66,1463.35,1713.26
2013-10-30,1060.9,1080.9,1458.47,1702.96
2013-10-31,1061.4,1077.51,1456.61,1701.11
2013-11-01,1059.9,1077.9,1440.19,1700.45
2013-11-04,1062.6,1076.32,1433.61,1691.87
2013-11-05,1062.1,1076.96,1435.16,1696.07
2013-11-06,1062,1077.84,1430.94,1704.4
2013-11-07,1062,1076.42,1435.19,1707.8
2013-11-08,1060.7,1080.69,1423.14,1707.09
2013-11-11,1063.5,1072.18,1419.56,1702.03
2013-11-12,1068.5,1077.28,1432.38,1707.89
2013-11-13,1070.9,1074.82,1438.54,1702.09
2013-11-14,1072.9,1080.63,1446.48,1721.25
2013-11-15,1067.3,1066.66,1436.16,1714.4
2013-11-18,1066.7,1063.3,1438.6,1718.88
2013-11-19,1060.7,1061.6,1432.37,1708.79
2013-11-20,1055.8,1054.11,1429.45,1701.47
2013-11-21,1056.3,1055.56,1419.24,1700.64
2013-11-22,1061.9,1049.57,1431.18,1719.85
2013-11-25,1061.6,1048.18,1438.79,1723.72
2013-11-26,1060.6,1044.57,1434.25,1714.14
2013-11-27,1060.3,1046.49,1438.72,1719.17
2013-11-28,1060.9,1037.76,1440.17,1727.68
2013-11-29,1062.1,1038.17,1444.83,1735.58
2013-12-02,1058.9,1032.42,1438.41,1733.84
2013-12-03,1057.7,1027.44,1432.23,1729.82
2013-12-04,1061.3,1036.38,1442.31,1739.1
2013-12-05,1061.2,1036.94,1442.17,1738.03
2013-12-06,1060.7,1043.53,1450.19,1732.76
2013-12-09,1058.2,1025.88,1450.95,1729.73
2013-12-10,1053.1,1019.46,1446.54,1729.61
2013-12-11,1052.5,1023.29,1448.45,1731.31
2013-12-12,1051.9,1026.79,1450.25,1723.06
2013-12-13,1053.5,1017.48,1448.35,1721.74
2013-12-16,1053.1,1020.25,1446.85,1717.18
2013-12-17,1052.6,1021.35,1448.48,1715.53
2013-12-18,1051.5,1025.15,1447.92,1710.95
2013-12-19,1052.1,1008.63,1438.22,1722.92
2013-12-20,1058.1,1015.01,1444.84,1731.37
2013-12-23,1061.9,1020.57,1452.25,1733.55
2013-12-24,1061,1018.53,1453.09,1734.58
2013-12-26,1060.4,1015.27,1450.57,1733.97
2013-12-27,1059.4,1010.68,1450.58,1738.69
2013-12-30,1055.6,1001.9,1451.56,1740.63
2013-12-31,1055.3,1004.66,1456.26,1740.66
2014-01-02,1055.3,1001.52,1452.99,1749.9
2014-01-03,1050.4,1002.43,1435.48,1727.75
2014-01-06,1054.1,1005.2,1432.89,1729.57
2014-01-07,1062.2,1018.99,1447.67,1743.07
2014-01-08,1067.9,1020.69,1453.95,1751.36
2014-01-09,1066,1016.69,1447.41,1752.98
2014-01-10,1064.8,1015.74,1448.66,1754.1
2014-01-13,1062.8,1021.14,1452.32,1752.24
2014-01-14,1056.5,1025.33,1444.13,1731.08
2014-01-15,1058.4,1015.35,1447.52,1740.01
2014-01-16,1062.5,1016.07,1445.53,1738.89
2014-01-17,1064.2,1020.13,1449.28,1740.29
2014-01-20,1061,1017.65,1435.43,1742.16
2014-01-21,1063.9,1021.21,1442.22,1747.99
2014-01-22,1064.2,1020.52,1442.84,1753.32
2014-01-23,1068.4,1022.2,1447.25,1770.02
2014-01-24,1071.9,1037.66,1468.07,1783.53
2014-01-27,1077.2,1056.54,1474.09,1774.96
2014-01-28,1084.1,1056.22,1482.29,1797.22
2014-01-29,1079.2,1043.71,1473.59,1787.69
2014-02-03,1071.1,1048.2,1445.07,1759.71
2014-02-04,1082.2,1070.95,1463.78,1764.8
2014-02-05,1086.1,1068.21,1467.59,1773.11
2014-02-06,1079.5,1063.28,1460.67,1761.2
2014-02-07,1076.4,1054.83,1462.83,1756.85
2014-02-10,1075.1,1048.01,1464.72,1764.13
2014-02-11,1071.9,1048.42,1462.5,1758.56
2014-02-12,1072,1044.99,1461.89,1763.28
2014-02-13,1064.7,1038.63,1447.35,1768.63
2014-02-14,1063.9,1041,1455.31,1772.09
2014-02-17,1061.9,1043.48,1455.07,1779.48
2014-02-18,1060.5,1040.01,1453.63,1773.05
2014-02-19,1064.1,1039.31,1464.31,1774.87
2014-02-20,1067.1,1042.75,1465.56,1779.82
2014-02-21,1071.9,1047.24,1470.65,1785.25
2014-02-24,1073.1,1046.31,1474.49,1784.78
2014-02-25,1076.3,1050,1477.98,1792.47
2014-02-26,1070.6,1047.25,1471.65,1785.33
2014-02-27,1069.9,1045.08,1463.89,1783.04
2014-02-28,1067.7,1044.82,1463.6,1781.99
2014-03-03,1066.2,1051.06,1468.8,1785.03
2014-03-04,1071.9,1056.84,1472.36,1786.27
2014-03-05,1072,1048.67,1472.77,1786.6
2014-03-06,1070.6,1046.07,1470.31,1789.67
2014-03-07,1067.4,1035.71,1479.9,1787.25
2014-03-10,1062.6,1029.8,1474.73,1777.09
2014-03-11,1065.9,1032.05,1479.26,1774.08
2014-03-12,1064.8,1033.94,1475.28,1769.54
2014-03-13,1069.2,1040.74,1486.67,1777.55
2014-03-14,1067.4,1048.37,1480.27,1774.29
2014-03-17,1072,1057.72,1490.99,1783.38
2014-03-18,1069.9,1050.47,1489.89,1779.94
2014-03-19,1067.9,1052.95,1487.85,1772.13
2014-03-20,1070.7,1045.5,1480.03,1770.72
2014-03-21,1075.3,1050.15,1481.76,1774.78
2014-03-24,1080.3,1057.25,1490.06,1781.14
2014-03-25,1079.7,1056.2,1493.87,1781.13
2014-03-26,1078.2,1054.06,1490.83,1782.7
2014-03-27,1075,1053.3,1481.51,1781.92
2014-03-28,1072.8,1049.55,1473.97,1781.6
2014-03-31,1068.8,1038.73,1469.39,1778.64
2014-04-01,1066.1,1032.84,1468.45,1776.71
2014-04-02,1060.5,1023.35,1463.07,1763.66
2014-04-03,1057,1017.67,1455.07,1757.21
2014-04-04,1058.1,1018.29,1451.66,1755.97
2014-04-07,1056.1,1022.07,1446.86,1750.91
2014-04-08,1053.4,1021.58,1447.74,1749.64
2014-04-09,1053.6,1033.85,1453.23,1764.67
2014-04-10,1043.2,1022.34,1445.46,1752.58
2014-04-11,1036,1021.04,1438.54,1738.56
2014-04-14,1037.5,1022.22,1436.42,1736.15
2014-04-15,1038.9,1019.78,1435.71,1737.92
2014-04-16,1041.2,1022.49,1438.47,1741.72
2014-04-17,1041.3,1018.69,1438.97,1749.44
2014-04-18,1037.1,1012.74,1432.55,1741.39
2014-04-21,1037.2,1012.54,1432.79,1742.29
2014-04-22,1037.9,1011.2,1431.58,1742.89
2014-04-23,1039.6,1013.01,1435.48,1749.28
2014-04-24,1039.5,1014.25,1436.59,1744.13
2014-04-25,1038.3,1015.3,1436.49,1745.07
2014-04-28,1038.9,1016.83,1437.84,1745.56
2014-04-29,1037.1,1011.9,1436.64,1743.42
2014-04-30,1031.7,1005.31,1425.04,1735.58
2014-05-02,1032.2,1008.94,1431.56,1743.54
2014-05-07,1031.2,1014.26,1436.05,1750.26
2014-05-08,1025.6,1006.92,1426.81,1739.01
2014-05-09,1023.5,1007.43,1416.68,1733.09
2014-05-12,1023,1004.37,1407.7,1724.57
2014-05-13,1025,1002.79,1410.09,1729.33
2014-05-14,1022.9,1000.39,1401.88,1721.44
2014-05-15,1024.6,1006.04,1405.44,1718
2014-05-16,1026.5,1011.08,1407.84,1723.8
2014-05-19,1025.8,1010.14,1405.04,1725.81
2014-05-20,1022.7,1007.83,1402.02,1719.57
2014-05-21,1024.1,1011.31,1403.02,1724.17
2014-05-22,1026.7,1012.18,1405.24,1734.92
2014-05-23,1025.2,1007.32,1399.91,1729.31
2014-05-26,1024.3,1004.61,1395.92,1724.1
2014-05-27,1023.9,1004.61,1397.11,1724.5
2014-05-28,1023.4,1003.58,1395.61,1720.39
2014-05-29,1022.6,1004.91,1390.17,1709.28
2014-05-30,1021.6,1004.18,1389.63,1708.32
2014-06-02,1020.4,1002.06,1390.3,1709.68
2014-06-03,1023.6,999.61,1391.89,1714.12
2014-06-05,1024.3,997.23,1393.25,1714.47
2014-06-09,1022.6,996.88,1395.29,1718.48
2014-06-10,1017.4,992.39,1382.95,1709.49
2014-06-11,1016.5,993.4,1376.95,1703.09
2014-06-12,1016.5,996.72,1375.58,1706.6
2014-06-13,1017.5,1000.64,1378.76,1722.98
2014-06-16,1018,998.09,1377.81,1728.16
2014-06-17,1019.5,1001.13,1383.87,1731.21
2014-06-18,1022.1,1000.34,1384.64,1733.48
2014-06-19,1023.1,1003.68,1390.19,1738.14
2014-06-20,1018.3,999.02,1385.91,1735.08
2014-06-23,1019.6,998.73,1386.1,1735.36
2014-06-24,1018.4,999.51,1385.33,1734.34
2014-06-25,1018,998.58,1384.99,1729.07
2014-06-26,1020.6,1002.46,1391.08,1733.59
2014-06-27,1017,1000.34,1384.44,1731.6
2014-06-30,1014.4,1000,1384.15,1727.93
2014-07-01,1012.1,998.96,1385.67,1731.5
2014-07-02,1011.8,996.41,1384.24,1735.14
2014-07-03,1009.8,992.09,1379.08,1732.97
2014-07-04,1009.6,987.82,1374.07,1731.77
2014-07-07,1008.9,988.05,1370.89,1730.67
2014-07-08,1009.9,991.6,1374.22,1730.31
2014-07-09,1011.2,995.91,1376.55,1732.29
2014-07-10,1012.2,996.11,1380.74,1736.33
2014-07-11,1011.9,999.06,1376.79,1733.33
2014-07-14,1018,1004.14,1384.99,1742.92
2014-07-15,1018.5,1003.05,1387.3,1740.21
2014-07-16,1023.7,1006.84,1388.96,1754.72
2014-07-17,1032.7,1015.84,1396.83,1770.05
2014-07-18,1029.6,1017.64,1392.12,1759.79
2014-07-21,1031.9,1018.1,1396.26,1763.41
2014-07-22,1027.5,1013.26,1389.75,1753.99
2014-07-23,1024.6,1009.81,1379.83,1748.53
2014-07-24,1022.8,1007.44,1376.38,1742.14
2014-07-25,1028,1009.87,1384.1,1746.42
2014-07-28,1029.4,1011.45,1382.79,1748.02
2014-07-29,1025.2,1006.53,1377.66,1741.05
2014-07-30,1024.7,1003.57,1374.12,1736.35
2014-07-31,1024.3,995.72,1371.84,1731.78
2014-08-01,1026.2,998.59,1373.98,1733.25
2014-08-04,1033.7,1007.85,1387.85,1738.58
2014-08-05,1031.7,1006.09,1384.75,1739.65
2014-08-06,1030.8,1004.68,1378.28,1739.99
2014-08-07,1034.3,1012.88,1384.2,1743.31
2014-08-08,1034.4,1013.27,1382.01,1741.15
2014-08-11,1037.4,1016.06,1390.84,1740.65
2014-08-12,1030.6,1008.17,1379.46,1730.02
2014-08-13,1028.3,1005.38,1374.73,1728.42
2014-08-14,1028.1,1003.66,1373.75,1715.74
2014-08-18,1024.9,1001.22,1372.24,1713.07
2014-08-19,1017.7,991.62,1359.65,1701.9
2014-08-20,1018,989.17,1356.03,1692.07
2014-08-21,1020.9,984.43,1353.61,1694.34
2014-08-22,1023.9,985.99,1359.84,1697.58
2014-08-25,1019.5,978.41,1345.43,1686.97
2014-08-26,1020.6,980.78,1345.87,1690.93
2014-08-27,1018,978,1340.5,1684.59
2014-08-28,1014.6,976.47,1338.56,1681.7
2014-08-29,1013.6,977.58,1336.23,1681.41
2014-09-01,1014.9,974.6,1332.97,1683.62
2014-09-02,1014.3,972.25,1331.88,1684.96
2014-09-03,1015.6,966.04,1333.89,1672.59
2014-09-04,1018.9,971.86,1340.01,1677.42
2014-09-05,1018,965.98,1317.39,1661.33
2014-09-11,1024.6,959.18,1324.04,1660.67
2014-09-12,1034.4,966.23,1336.7,1681.52
2014-09-15,1038,967.29,1345.35,1687.58
2014-09-16,1038.9,969.71,1344.23,1686.13
2014-09-17,1035.2,966.03,1341.1,1683.49
2014-09-18,1033.9,952.55,1327.68,1681.07
2014-09-19,1041.5,957.44,1345.41,1711.71
2014-09-22,1044.9,958.76,1341.49,1705.02
2014-09-23,1040.7,956.75,1337.3,1703.63
2014-09-24,1042.1,957.5,1338.79,1708.16
2014-09-25,1039.8,952.07,1328.4,1697.94
2014-09-26,1042.6,959.99,1330.2,1702.1
2014-09-29,1042.7,952.63,1321.47,1692.77
2014-09-30,1050.6,960.24,1333.32,1706.59
2014-10-01,1054.7,962.1,1331.93,1710.04
2014-10-02,1062.1,973.6,1340.58,1719.43
2014-10-06,1061.1,966.22,1327.54,1693.25
2014-10-07,1069.7,983.18,1353.49,1720.08
2014-10-08,1066.5,987.87,1351.47,1716.85
2014-10-10,1072.3,993.84,1360.43,1728.33
2014-10-13,1071,997.58,1353.53,1723.02
2014-10-14,1069.1,999.02,1361.55,1718.31
2014-10-15,1063.5,991.84,1344.8,1690.43
2014-10-16,1065.8,1005.05,1366.04,1704.53
2014-10-17,1059.9,995.63,1357.57,1706.86
2014-10-20,1062.7,991.46,1354.2,1709.35
2014-10-21,1060.4,991.72,1356.83,1713.5
2014-10-22,1054.5,985.1,1340.43,1698.9
2014-10-23,1053.7,983.11,1332.61,1690.71
2014-10-24,1055.4,975.64,1335.08,1692.02
2014-10-27,1059.3,979.47,1342.82,1704.84
2014-10-28,1052.6,976.12,1336.75,1696.63
2014-10-29,1050.6,971.74,1338.15,1695.25
2014-10-30,1047,962.45,1322.88,1676.56
2014-10-31,1054,964.05,1328.78,1685.77
2014-11-03,1058.8,937.61,1324.56,1691.54
2014-11-04,1075.1,944.77,1342.8,1717.47
2014-11-05,1079.9,951.79,1355.71,1728.6
2014-11-06,1078.7,940.7,1345.62,1722.2
2014-11-07,1089.1,945.19,1348.47,1724.97
2014-11-10,1092.5,954.23,1362.57,1735.65
2014-11-11,1085.2,945.05,1348.25,1719.72
2014-11-12,1089.9,940.66,1359.54,1735.12
2014-11-13,1098.5,950.42,1365.87,1732.22
2014-11-14,1097.5,947.8,1369.19,1723.73
2014-11-17,1099.6,943.42,1376.7,1722.74
2014-11-18,1097,940.14,1365.66,1715.43
2014-11-19,1098.9,940.36,1377.03,1717.31
2014-11-20,1104.2,934.57,1385.05,1730.89
2014-11-21,1113.1,940.91,1395.83,1746.34
2014-11-24,1110.9,942,1374.07,1738.56
2014-11-25,1112.2,939.75,1383.41,1746.71
2014-11-26,1112.8,943.65,1388,1747.93
2014-11-27,1107,941.21,1384.36,1748.17
2014-11-28,1101.1,933.85,1372.19,1731.26
2014-12-01,1105,930.29,1375.39,1727.45
2014-12-02,1116.2,943.81,1392.29,1756.45
2014-12-03,1106.8,928.33,1370.72,1730.98
2014-12-04,1114.4,930.18,1372.27,1748.1
2014-12-05,1115.8,931.27,1381.58,1749.24
2014-12-08,1113.2,914.26,1367.79,1732.7
2014-12-09,1118.3,927.66,1377.41,1750.75
2014-12-10,1112,929.38,1376.54,1742.95
2014-12-11,1104.5,936.61,1374.61,1735.94
2014-12-12,1098.1,923.39,1362.14,1727.48
2014-12-15,1103.9,933.1,1377,1736.77
2014-12-16,1103,936.69,1372.57,1725.48
2014-12-17,1092.4,937.32,1366.7,1720.42
2014-12-18,1088.1,914.45,1342.06,1694.39
2014-12-19,1103.2,927.64,1356.11,1728.94
2014-12-22,1101.3,921.28,1345.9,1720.67
2014-12-23,1097.3,913.47,1341.67,1709.98
2014-12-24,1100.5,911.54,1339.42,1707.76
2014-12-26,1104.3,918.18,1348.85,1718.29
2014-12-29,1099.5,913.28,1338.64,1710.44
2014-12-30,1098.2,910.01,1334.97,1704.19
2014-12-31,1099.2,920.14,1336.52,1710.47
2015-01-02,1099.2,917.3,1330.2,1712.44
2015-01-05,1102.6,914.98,1316.95,1684.77
2015-01-06,1108.7,928.79,1323.01,1690.99
2015-01-07,1103.9,931.25,1311.21,1671.75
2015-01-08,1099.7,921.83,1301.28,1661.21
2015-01-09,1098.5,917.1,1294.91,1656.37
2015-01-12,1092.2,923.32,1295.4,1658.29
2015-01-13,1083,914.81,1281.13,1642.8
2015-01-14,1081.5,917.96,1273.68,1640.09
2015-01-15,1079.9,920.87,1273.09,1645.34
2015-01-16,1084.1,931.28,1261.24,1646.69
2015-01-19,1077.3,916.89,1245.79,1630.71
2015-01-20,1079.8,917.11,1253,1630.61
2015-01-21,1084.4,913.83,1253.13,1642.65
2015-01-22,1086.8,921.37,1261.67,1645.42
2015-01-23,1085.3,914.59,1233.5,1629.47
2015-01-26,1084.1,921.62,1208.07,1627.83
2015-01-27,1079.3,911.26,1212.7,1628.02
2015-01-28,1082.1,918.94,1230.46,1643.06
2015-01-29,1082.9,922.05,1221.51,1639.84
2015-01-30,1090.8,921.36,1235.66,1644.49
2015-02-02,1095.9,935.83,1239.24,1652.56
2015-02-03,1101.2,936.2,1249.04,1655.43
2015-02-04,1098.3,934.37,1259.53,1664.8
2015-02-05,1089.2,928.92,1234.28,1653.84
2015-02-06,1089.2,926.94,1249.53,1669.96
2015-02-09,1088.3,914.15,1231.03,1657.92
2015-02-10,1097,924.72,1242.46,1669.41
2015-02-11,1090.8,913.3,1234.79,1664.67
2015-02-12,1096.9,911.92,1242.18,1671.73
2015-02-13,1107.5,929.77,1263.16,1704.11
2015-02-16,1098.4,925.59,1251.68,1692.2
2015-02-17,1098.7,927.6,1246.48,1687.49
2015-02-23,1101.3,925,1253.17,1694.9
2015-02-24,1109.8,933.74,1258.07,1715.31
2015-02-25,1108.6,931.83,1256.93,1712.68
2015-02-26,1102.5,927.64,1252.94,1712.18
2015-02-27,1099.2,920.72,1230.66,1694.09
2015-03-02,1099.5,918.43,1229.3,1696.2
2015-03-03,1102.5,917.34,1232.87,1693.44
2015-03-04,1100,919.04,1229.91,1689.71
2015-03-05,1096.5,916.19,1215.14,1674.03
2015-03-06,1100.1,915.95,1213.63,1677.65
2015-03-09,1099.5,910.71,1192.02,1655.9
2015-03-10,1110.3,914.81,1204.12,1678
2015-03-11,1119.5,924.71,1197.53,1687.2
2015-03-12,1126.6,927.74,1188.51,1682.13
2015-03-13,1130.9,931.97,1201.64,1684.02
2015-03-16,1125.6,927.6,1181.65,1660.26
2015-03-17,1133.9,934.14,1198.59,1681.06
2015-03-18,1130.1,931.31,1197.17,1666.33
2015-03-19,1126.6,937.04,1220.45,1683.59
2015-03-20,1114,922.15,1187.91,1644.15
2015-03-23,1121.7,934.44,1215.53,1678.18
2015-03-24,1115.9,932.99,1223.14,1670.39
2015-03-25,1107.1,924.47,1208.46,1643.6
2015-03-26,1102.7,922.95,1209.39,1641.26
2015-03-27,1104.2,926.3,1201.42,1639.96
2015-03-30,1104.3,926.23,1202.25,1645.19
2015-03-31,1105,920.26,1196.77,1636.28
2015-04-01,1109.4,924.38,1191.44,1645.02
2015-04-02,1103.8,922.41,1188.41,1636.49
2015-04-03,1098,917.03,1194.08,1628.55
2015-04-06,1094.6,920.57,1204.99,1633.69
2015-04-07,1086,908.79,1187.27,1617.22
2015-04-08,1089.7,905.93,1179.44,1614.72
2015-04-09,1093.4,910.26,1179.12,1626.76
2015-04-10,1093.9,907.46,1166.48,1609.51
2015-04-13,1094.6,910.54,1161.97,1602.6
2015-04-14,1096.6,913.19,1159.65,1608.82
2015-04-15,1096.8,918.63,1168.2,1620.52
2015-04-16,1096,919.66,1169.87,1624.66
2015-04-17,1089,915.01,1172.8,1626.42
2015-04-20,1085.1,912.19,1171.15,1622.44
2015-04-21,1082.7,907.66,1162.66,1613.22
2015-04-22,1083.5,905.52,1163.41,1617.56
2015-04-23,1081.8,901.61,1159.96,1626.76
2015-04-24,1083.2,905.8,1171.81,1630.54
2015-04-27,1079,907.6,1172.23,1637.27
2015-04-28,1074.5,902.22,1169,1636.25
2015-04-29,1070.9,901.09,1175.1,1642.23
2015-04-30,1068.1,897.22,1187.03,1647.65
2015-05-04,1069.5,889.99,1196.93,1621.26
2015-05-06,1080.5,900.87,1207.94,1639.12
2015-05-07,1081,905.32,1226.56,1647.77
2015-05-08,1086.6,907.58,1221.72,1672.17
2015-05-11,1091.3,910.67,1221.76,1684.75
2015-05-12,1089.9,907.3,1215.08,1697.96
2015-05-13,1096.2,914.38,1229.55,1717.69
2015-05-14,1094.9,918.85,1242.93,1723.59
2015-05-15,1093.6,917.53,1247.09,1725.04
2015-05-18,1089.2,912.23,1246.43,1714.62
2015-05-19,1085.5,904.96,1228.62,1699.68
2015-05-20,1090.9,904,1216.19,1692.2
2015-05-21,1095.2,903.37,1215.07,1701.83
2015-05-22,1094.4,904.13,1215.66,1713.72
2015-05-26,1090.8,897.41,1197.64,1687.9
2015-05-27,1098.4,892.97,1195.39,1690.77
2015-05-28,1107,894.73,1207.02,1699.47
2015-05-29,1108,894.63,1215.2,1697.51
2015-06-01,1107.6,892.04,1214.54,1693.3
2015-06-02,1111.6,890.53,1214.59,1689.63
2015-06-03,1114.5,898.39,1242.83,1709.87
2015-06-04,1106,889.53,1246.41,1695.28
2015-06-05,1109.9,891.95,1241.42,1704.47
2015-06-08,1112.1,885.11,1235.38,1697.9
2015-06-09,1121.5,900.12,1265.11,1720.49
2015-06-10,1119.3,899.9,1262.57,1721.76
2015-06-11,1117.3,909.74,1264.62,1732.09
2015-06-12,1110.4,899.11,1248.7,1722.45
2015-06-15,1111.9,901.53,1247.77,1730.01
2015-06-16,1116.2,904.5,1259.02,1741.16
2015-06-17,1117.3,905.54,1256.46,1748.18
2015-06-18,1117.6,905.12,1267.64,1769.5
2015-06-19,1109.9,902.61,1262.07,1762.3
2015-06-22,1104,899.5,1254.59,1753.04
2015-06-23,1099.9,891.51,1247.78,1741.09
2015-06-24,1104.1,891.12,1233.61,1736.97
