적용일자,총수익지수,전일대비,순가격지수,전일대비
2012-05-03,139.81,0.13,105.48,0.09
2012-05-04,139.94,0.13,105.54,0.06
2012-05-07,140.13,0.19,105.68,0.14
2012-05-08,140.04,-0.09,105.61,-0.07
2012-05-09,140.16,0.12,105.68,0.07
2012-05-10,140.02,-0.14,105.57,-0.11
2012-05-11,140.19,0.17,105.66,0.09
2012-05-14,140.25,0.06,105.7,0.04
2012-05-15,140.32,0.07,105.75,0.05
2012-05-16,140.25,-0.07,105.68,-0.07
2012-05-17,140.26,0.01,105.68,0
2012-05-18,140.43,0.17,105.77,0.09
2012-05-21,140.33,-0.1,105.69,-0.08
2012-05-22,140.41,0.08,105.74,0.05
2012-05-23,140.49,0.08,105.79,0.05
2012-05-24,140.51,0.02,105.8,0.01
2012-05-25,140.53,0.02,105.77,-0.03
2012-05-29,140.55,0.02,105.77,0
2012-05-30,140.56,0.01,105.77,0
2012-05-31,140.78,0.22,105.93,0.16
2012-06-01,141,0.22,106.07,0.14
2012-06-04,141.34,0.34,106.32,0.25
2012-06-05,141.2,-0.14,106.18,-0.14
2012-06-07,140.97,-0.23,106,-0.18
2012-06-08,141.41,0.44,106.32,0.32
2012-06-11,141.01,-0.4,106,-0.32
2012-06-12,141.2,0.19,106.12,0.12
2012-06-13,141.04,-0.16,106,-0.12
2012-06-14,141.28,0.24,106.17,0.17
2012-06-15,141.25,-0.03,106.11,-0.06
2012-06-18,141.11,-0.14,106,-0.11
2012-06-19,141.22,0.11,106.07,0.07
2012-06-20,141.02,-0.2,105.91,-0.16
2012-06-21,141.15,0.13,106,0.09
2012-06-22,141.3,0.15,106.09,0.09
2012-06-25,141.35,0.05,106.11,0.02
2012-06-26,141.38,0.03,106.12,0.01
2012-06-27,141.47,0.09,106.18,0.06
2012-06-28,141.55,0.08,106.23,0.05
2012-06-29,141.37,-0.18,106.06,-0.17
2012-07-02,141.41,0.04,106.09,0.03
2012-07-03,141.51,0.1,106.15,0.06
2012-07-04,141.59,0.08,106.2,0.05
2012-07-05,141.7,0.11,106.27,0.07
2012-07-06,141.83,0.13,106.34,0.07
2012-07-09,141.97,0.14,106.44,0.1
2012-07-10,141.94,-0.03,106.41,-0.03
2012-07-11,142.04,0.1,106.47,0.06
2012-07-12,143.07,1.03,107.24,0.77
2012-07-13,143.45,0.38,107.5,0.26
2012-07-16,143.5,0.05,107.53,0.03
2012-07-17,143.77,0.27,107.72,0.19
2012-07-18,143.86,0.09,107.78,0.06
2012-07-19,143.87,0.01,107.78,0
2012-07-20,143.86,-0.01,107.73,-0.05
2012-07-23,144.28,0.42,108.05,0.32
2012-07-24,144.33,0.05,108.07,0.02
2012-07-25,144.73,0.4,108.36,0.29
2012-07-26,144.7,-0.03,108.33,-0.03
2012-07-27,144.12,-0.58,107.86,-0.47
2012-07-30,144.15,0.03,107.87,0.01
2012-07-31,144.18,0.03,107.89,0.02
2012-08-01,144.26,0.08,107.94,0.05
2012-08-02,144.48,0.22,108.09,0.15
2012-08-03,144.72,0.24,108.25,0.16
2012-08-06,144.74,0.02,108.25,0
2012-08-07,144.74,0,108.24,-0.01
2012-08-08,144.83,0.09,108.3,0.06
2012-08-09,144.49,-0.34,108.04,-0.26
2012-08-10,144.66,0.17,108.13,0.09
2012-08-13,144.56,-0.1,108.05,-0.08
2012-08-14,144.32,-0.24,107.85,-0.2
2012-08-16,143.77,-0.55,107.42,-0.43
2012-08-17,144,0.23,107.57,0.15
2012-08-20,144.02,0.02,107.57,0
2012-08-21,144.23,0.21,107.72,0.15
2012-08-22,144.17,-0.06,107.67,-0.05
2012-08-23,144.4,0.23,107.83,0.16
2012-08-24,144.61,0.21,107.95,0.12
2012-08-27,144.79,0.18,108.08,0.13
2012-08-28,144.81,0.02,108.08,0
2012-08-29,144.99,0.18,108.21,0.13
2012-08-30,145.01,0.02,108.22,0.01
2012-08-31,145.08,0.07,108.24,0.02
2012-09-03,145.26,0.18,108.36,0.12
2012-09-04,145.17,-0.09,108.29,-0.07
2012-09-05,145.3,0.13,108.37,0.08
2012-09-06,145.31,0.01,108.37,0
2012-09-07,144.95,-0.36,108.07,-0.3
2012-09-10,145.08,0.13,108.16,0.09
2012-09-11,145.25,0.17,108.28,0.12
2012-09-12,145.06,-0.19,108.13,-0.15
2012-09-13,144.76,-0.3,107.89,-0.24
2012-09-14,144.87,0.11,107.94,0.05
2012-09-17,144.7,-0.17,107.81,-0.13
2012-09-18,144.81,0.11,107.88,0.07
2012-09-19,144.73,-0.08,107.81,-0.07
2012-09-20,144.97,0.24,107.98,0.17
2012-09-21,145,0.03,107.98,0
2012-09-24,145.17,0.17,108.1,0.12
2012-09-25,145.26,0.09,108.15,0.05
2012-09-26,145.28,0.02,108.16,0.01
2012-09-27,145.21,-0.07,108.09,-0.07
2012-09-28,145.35,0.14,108.16,0.07
2012-10-02,145.61,0.26,108.34,0.18
2012-10-04,145.74,0.13,108.42,0.08
2012-10-05,145.67,-0.07,108.34,-0.08
2012-10-08,145.66,-0.01,108.33,-0.01
2012-10-09,145.67,0.01,108.33,0
2012-10-10,146,0.33,108.56,0.23
2012-10-11,145.89,-0.11,108.47,-0.09
2012-10-12,145.76,-0.13,108.34,-0.13
2012-10-15,145.79,0.03,108.35,0.01
2012-10-16,145.73,-0.06,108.3,-0.05
2012-10-17,145.56,-0.17,108.16,-0.14
2012-10-18,145.37,-0.19,108.02,-0.14
2012-10-19,145.48,0.11,108.06,0.04
2012-10-22,145.36,-0.12,107.96,-0.1
2012-10-23,145.43,0.07,108.01,0.05
2012-10-24,145.61,0.18,108.14,0.13
2012-10-25,145.63,0.02,108.14,0
2012-10-26,145.74,0.11,108.19,0.05
2012-10-29,145.76,0.02,108.2,0.01
2012-10-30,145.82,0.06,108.23,0.03
2012-10-31,145.89,0.07,108.28,0.05
2012-11-01,145.92,0.03,108.29,0.01
2012-11-02,145.85,-0.07,108.21,-0.08
2012-11-05,145.8,-0.05,108.16,-0.05
2012-11-06,145.85,0.05,108.19,0.03
2012-11-07,145.89,0.04,108.21,0.02
2012-11-08,146.02,0.13,108.29,0.08
2012-11-09,145.91,-0.11,108.19,-0.1
2012-11-12,145.89,-0.02,108.16,-0.03
2012-11-13,146,0.11,108.23,0.07
2012-11-14,145.99,-0.01,108.21,-0.02
2012-11-15,146.05,0.06,108.25,0.04
2012-11-16,146.06,0.01,108.23,-0.02
2012-11-19,146.02,-0.04,108.19,-0.04
2012-11-20,145.98,-0.04,108.15,-0.04
2012-11-21,145.96,-0.02,108.13,-0.02
2012-11-22,145.85,-0.11,108.04,-0.09
2012-11-23,145.75,-0.1,107.93,-0.11
2012-11-26,145.89,0.14,108.03,0.1
2012-11-27,145.8,-0.09,107.95,-0.08
2012-11-28,145.9,0.1,108.02,0.07
2012-11-29,145.91,0.01,108.01,-0.01
2012-11-30,145.88,-0.03,107.96,-0.05
2012-12-03,145.91,0.03,107.97,0.01
2012-12-04,145.94,0.03,107.99,0.02
2012-12-05,145.73,-0.21,107.83,-0.16
2012-12-06,145.78,0.05,107.86,0.03
2012-12-07,145.94,0.16,107.96,0.1
2012-12-10,145.84,-0.1,107.87,-0.09
2012-12-11,145.84,0,107.86,-0.01
2012-12-12,145.8,-0.04,107.82,-0.04
2012-12-13,145.68,-0.12,107.72,-0.1
2012-12-14,145.62,-0.06,107.65,-0.07
2012-12-17,145.62,0,107.64,-0.01
2012-12-18,145.45,-0.17,107.5,-0.14
2012-12-20,145.48,0.03,107.51,0.01
2012-12-21,145.7,0.22,107.64,0.13
2012-12-24,145.62,-0.08,107.57,-0.07
2012-12-26,145.49,-0.13,107.46,-0.11
2012-12-27,145.62,0.13,107.55,0.09
2012-12-28,145.89,0.27,107.7,0.15
2013-01-02,145.89,0,107.69,-0.01
2013-01-03,146.22,0.33,107.92,0.23
2013-01-04,146.32,0.1,107.97,0.05
2013-01-07,146.32,0,107.96,-0.01
2013-01-08,146.53,0.21,108.11,0.15
2013-01-09,146.56,0.03,108.12,0.01
2013-01-10,146.86,0.3,108.33,0.21
2013-01-11,146.62,-0.24,108.13,-0.2
2013-01-14,146.58,-0.04,108.09,-0.04
2013-01-15,146.78,0.2,108.23,0.14
2013-01-16,146.81,0.03,108.24,0.01
2013-01-17,146.93,0.12,108.32,0.08
2013-01-18,146.79,-0.14,108.19,-0.13
2013-01-21,146.84,0.05,108.21,0.02
2013-01-22,146.89,0.05,108.25,0.04
2013-01-23,146.95,0.06,108.28,0.03
2013-01-24,147.02,0.07,108.32,0.04
2013-01-25,147.03,0.01,108.3,-0.02
2013-01-28,146.94,-0.09,108.23,-0.07
2013-01-29,146.8,-0.14,108.12,-0.11
2013-01-30,146.65,-0.15,107.99,-0.13
2013-01-31,146.68,0.03,108.01,0.02
2013-02-01,146.63,-0.05,107.94,-0.07
2013-02-04,146.68,0.05,107.97,0.03
2013-02-05,146.84,0.16,108.08,0.11
2013-02-06,146.92,0.08,108.13,0.05
2013-02-07,147.02,0.1,108.19,0.06
2013-02-08,147,-0.02,108.14,-0.05
2013-02-12,147.16,0.16,108.25,0.11
2013-02-13,147.02,-0.14,108.13,-0.12
2013-02-14,146.98,-0.04,108.1,-0.03
2013-02-15,147.08,0.1,108.14,0.04
2013-02-18,147.17,0.09,108.2,0.06
2013-02-19,147.32,0.15,108.3,0.1
2013-02-20,147.23,-0.09,108.23,-0.07
2013-02-21,147.38,0.15,108.32,0.09
2013-02-22,147.35,-0.03,108.28,-0.04
2013-02-25,147.45,0.1,108.34,0.06
2013-02-26,147.71,0.26,108.53,0.19
2013-02-27,147.86,0.15,108.62,0.09
2013-02-28,147.89,0.03,108.61,-0.01
2013-03-04,147.87,-0.02,108.59,-0.02
2013-03-05,147.93,0.06,108.62,0.03
2013-03-06,147.9,-0.03,108.59,-0.03
2013-03-07,147.7,-0.2,108.43,-0.16
2013-03-08,147.73,0.03,108.43,0
2013-03-11,147.67,-0.06,108.37,-0.06
2013-03-12,148.01,0.34,108.61,0.24
2013-03-13,148.07,0.06,108.65,0.04
2013-03-14,147.88,-0.19,108.5,-0.15
2013-03-15,148.14,0.26,108.67,0.17
2013-03-18,148.28,0.14,108.76,0.09
2013-03-19,148.32,0.04,108.78,0.02
2013-03-20,148.32,0,108.77,-0.01
2013-03-21,148.33,0.01,108.77,0
2013-03-22,148.44,0.11,108.83,0.06
2013-03-25,148.47,0.03,108.84,0.01
2013-03-26,148.48,0.01,108.83,-0.01
2013-03-27,148.53,0.05,108.86,0.03
2013-03-28,149.19,0.66,109.34,0.48
2013-03-29,149.07,-0.12,109.23,-0.11
2013-04-01,148.99,-0.08,109.16,-0.07
2013-04-02,149.1,0.11,109.23,0.07
2013-04-03,149.16,0.06,109.27,0.04
2013-04-04,149.2,0.04,109.29,0.02
2013-04-05,149.34,0.14,109.37,0.08
2013-04-08,149.29,-0.05,109.32,-0.05
2013-04-09,149.11,-0.18,109.18,-0.14
2013-04-10,149.18,0.07,109.22,0.04
2013-04-11,148.28,-0.9,108.55,-0.67
2013-04-12,148.07,-0.21,108.37,-0.18
2013-04-15,148.2,0.13,108.46,0.09
2013-04-16,148.64,0.44,108.77,0.31
2013-04-17,148.55,-0.09,108.7,-0.07
2013-04-18,148.76,0.21,108.84,0.14
2013-04-19,148.74,-0.02,108.8,-0.04
2013-04-22,148.72,-0.02,108.78,-0.02
2013-04-23,148.81,0.09,108.84,0.06
2013-04-24,148.79,-0.02,108.81,-0.03
2013-04-25,149.07,0.28,109,0.19
2013-04-26,149.29,0.22,109.15,0.15
2013-04-29,149.39,0.1,109.21,0.06
2013-04-30,149.44,0.05,109.23,0.02
2013-05-02,149.85,0.41,109.52,0.29
2013-05-03,149.76,-0.09,109.43,-0.09
2013-05-06,149.29,-0.47,109.08,-0.35
2013-05-07,149.35,0.06,109.11,0.03
2013-05-08,149.23,-0.12,109.01,-0.1
2013-05-09,149.26,0.03,109.03,0.02
2013-05-10,149.14,-0.12,108.91,-0.12
2013-05-13,149.03,-0.11,108.82,-0.09
2013-05-14,149.14,0.11,108.89,0.07
2013-05-15,149.07,-0.07,108.83,-0.06
2013-05-16,149.13,0.06,108.84,0.01
2013-05-20,148.94,-0.19,108.69,-0.15
2013-05-21,148.94,0,108.68,-0.01
2013-05-22,148.89,-0.05,108.64,-0.04
2013-05-23,148.81,-0.08,108.57,-0.07
2013-05-24,148.87,0.06,108.58,0.01
2013-05-27,148.99,0.12,108.67,0.09
2013-05-28,148.85,-0.14,108.56,-0.11
2013-05-29,148.24,-0.61,108.1,-0.46
2013-05-30,148.25,0.01,108.1,0
2013-05-31,147.96,-0.29,107.86,-0.24
2013-06-03,147.95,-0.01,107.84,-0.02
2013-06-04,147.91,-0.04,107.8,-0.04
2013-06-05,147.61,-0.3,107.56,-0.24
2013-06-07,147.92,0.31,107.76,0.2
2013-06-10,147.72,-0.2,107.61,-0.15
2013-06-11,147.86,0.14,107.71,0.1
2013-06-12,147.31,-0.55,107.3,-0.41
2013-06-13,147.36,0.05,107.33,0.03
2013-06-14,147.86,0.5,107.66,0.33
2013-06-17,147.74,-0.12,107.57,-0.09
2013-06-18,147.77,0.03,107.58,0.01
2013-06-19,147.71,-0.06,107.53,-0.05
2013-06-20,146.96,-0.75,106.98,-0.55
2013-06-21,146.51,-0.45,106.62,-0.36
2013-06-24,145.72,-0.79,106.04,-0.58
2013-06-25,146.23,0.51,106.4,0.36
2013-06-26,146.47,0.24,106.56,0.16
2013-06-27,146.87,0.4,106.85,0.29
2013-06-28,147.14,0.27,107.02,0.17
2013-07-01,146.56,-0.58,106.59,-0.43
2013-07-02,146.93,0.37,106.85,0.26
2013-07-03,146.87,-0.06,106.8,-0.05
2013-07-04,146.87,0,106.79,-0.01
2013-07-05,146.66,-0.21,106.61,-0.18
2013-07-08,146.34,-0.32,106.37,-0.24
2013-07-09,146.44,0.1,106.44,0.07
2013-07-10,146.84,0.4,106.72,0.28
2013-07-11,147.48,0.64,107.18,0.46
2013-07-12,147.34,-0.14,107.05,-0.13
2013-07-15,147.34,0,107.04,-0.01
2013-07-16,147.34,0,107.04,0
2013-07-17,147.26,-0.08,106.97,-0.07
2013-07-18,147.48,0.22,107.12,0.15
2013-07-19,147.61,0.13,107.19,0.07
2013-07-22,147.61,0,107.18,-0.01
2013-07-23,147.52,-0.09,107.11,-0.07
2013-07-24,147.43,-0.09,107.04,-0.07
2013-07-25,147.01,-0.42,106.72,-0.32
2013-07-26,147.06,0.05,106.73,0.01
2013-07-29,147.28,0.22,106.88,0.15
2013-07-30,147.32,0.04,106.9,0.02
2013-07-31,147.15,-0.17,106.77,-0.13
2013-08-01,147.25,0.1,106.83,0.06
2013-08-02,146.91,-0.34,106.57,-0.26
2013-08-05,147.27,0.36,106.82,0.25
2013-08-06,147.31,0.04,106.84,0.02
2013-08-07,147.03,-0.28,106.63,-0.21
2013-08-08,147.17,0.14,106.72,0.09
2013-08-09,147.2,0.03,106.71,-0.01
2013-08-12,147.41,0.21,106.86,0.15
2013-08-13,147.28,-0.13,106.75,-0.11
2013-08-14,146.9,-0.38,106.47,-0.28
2013-08-16,146.8,-0.1,106.37,-0.1
2013-08-19,146.68,-0.12,106.27,-0.1
2013-08-20,147.06,0.38,106.54,0.27
2013-08-21,146.88,-0.18,106.4,-0.14
2013-08-22,146.76,-0.12,106.3,-0.1
2013-08-23,146.87,0.11,106.36,0.06
2013-08-26,147.22,0.35,106.61,0.25
2013-08-27,147.24,0.02,106.61,0
2013-08-28,147.45,0.21,106.76,0.15
2013-08-29,147.48,0.03,106.77,0.01
2013-08-30,147.72,0.24,106.92,0.15
2013-09-02,147.7,-0.02,106.9,-0.02
2013-09-03,147.49,-0.21,106.73,-0.17
2013-09-04,147.4,-0.09,106.66,-0.07
2013-09-05,147.1,-0.3,106.43,-0.23
2013-09-06,147.02,-0.08,106.35,-0.08
2013-09-09,147.48,0.46,106.68,0.33
2013-09-10,147.52,0.04,106.7,0.02
2013-09-11,147.6,0.08,106.75,0.05
2013-09-12,147.75,0.15,106.85,0.1
2013-09-13,147.6,-0.15,106.71,-0.14
2013-09-16,148.1,0.5,107.07,0.36
2013-09-17,148.38,0.28,107.22,0.15
2013-09-23,148.77,0.39,107.49,0.27
2013-09-24,148.74,-0.03,107.46,-0.03
2013-09-25,148.78,0.04,107.49,0.03
2013-09-26,148.62,-0.16,107.36,-0.13
2013-09-27,148.6,-0.02,107.32,-0.04
2013-09-30,148.81,0.21,107.46,0.14
2013-10-01,148.68,-0.13,107.36,-0.1
2013-10-02,148.79,0.11,107.42,0.06
2013-10-04,148.83,0.04,107.42,0
2013-10-07,148.82,-0.01,107.41,-0.01
2013-10-08,148.68,-0.14,107.29,-0.12
2013-10-10,148.49,-0.19,107.15,-0.14
2013-10-11,148.51,0.02,107.14,-0.01
2013-10-14,148.45,-0.06,107.08,-0.06
2013-10-15,148.42,-0.03,107.05,-0.03
2013-10-16,148.54,0.12,107.13,0.08
2013-10-17,148.66,0.12,107.21,0.08
2013-10-18,148.9,0.24,107.35,0.14
2013-10-21,148.86,-0.04,107.32,-0.03
2013-10-22,148.9,0.04,107.34,0.02
2013-10-23,149.3,0.4,107.62,0.28
2013-10-24,149.15,-0.15,107.5,-0.12
2013-10-25,149.29,0.14,107.58,0.08
2013-10-28,149.14,-0.15,107.46,-0.12
2013-10-29,149.23,0.09,107.52,0.06
2013-10-30,149.4,0.17,107.63,0.11
2013-10-31,149.19,-0.21,107.47,-0.16
2013-11-01,149.02,-0.17,107.33,-0.14
2013-11-04,148.87,-0.15,107.2,-0.13
2013-11-05,148.83,-0.04,107.17,-0.03
2013-11-06,148.73,-0.1,107.09,-0.08
2013-11-07,148.76,0.03,107.1,0.01
2013-11-08,148.82,0.06,107.11,0.01
2013-11-11,148.33,-0.49,106.75,-0.36
2013-11-12,148.36,0.03,106.77,0.02
2013-11-13,148.53,0.17,106.88,0.11
2013-11-14,148.55,0.02,106.89,0.01
2013-11-15,148.51,-0.04,106.83,-0.06
2013-11-18,148.57,0.06,106.87,0.04
2013-11-19,148.39,-0.18,106.73,-0.14
2013-11-20,148.34,-0.05,106.68,-0.05
2013-11-21,148.1,-0.24,106.5,-0.18
2013-11-22,148.3,0.2,106.62,0.12
2013-11-25,148.39,0.09,106.67,0.05
2013-11-26,148.43,0.04,106.7,0.03
2013-11-27,148.38,-0.05,106.65,-0.05
2013-11-28,148.33,-0.05,106.6,-0.05
2013-11-29,148.18,-0.15,106.47,-0.13
2013-12-02,147.96,-0.22,106.31,-0.16
2013-12-03,148.02,0.06,106.34,0.03
2013-12-04,148.06,0.04,106.36,0.02
2013-12-05,147.89,-0.17,106.23,-0.13
2013-12-06,148.03,0.14,106.3,0.07
2013-12-09,148.27,0.24,106.47,0.17
2013-12-10,148.33,0.06,106.5,0.03
2013-12-11,148.29,-0.04,106.46,-0.04
2013-12-12,148.24,-0.05,106.42,-0.04
2013-12-13,148.41,0.17,106.51,0.09
2013-12-16,148.76,0.35,106.76,0.25
2013-12-17,149.1,0.34,106.99,0.23
2013-12-18,149.01,-0.09,106.92,-0.07
2013-12-19,149.03,0.02,106.92,0
2013-12-20,149.04,0.01,106.91,-0.01
2013-12-23,149.19,0.15,107.01,0.1
2013-12-24,149.15,-0.04,106.96,-0.05
2013-12-26,149.23,0.08,107.01,0.05
2013-12-27,149.48,0.25,107.16,0.15
2013-12-30,149.26,-0.22,106.97,-0.19
2014-01-02,148.91,-0.35,106.72,-0.25
2014-01-03,148.89,-0.02,106.67,-0.05
2014-01-06,149.1,0.21,106.82,0.15
2014-01-07,149.18,0.08,106.86,0.04
2014-01-08,149.35,0.17,106.98,0.12
2014-01-09,149.1,-0.25,106.79,-0.19
2014-01-10,149.17,0.07,106.81,0.02
2014-01-13,149.4,0.23,106.98,0.17
2014-01-14,149.32,-0.08,106.91,-0.07
2014-01-15,149.26,-0.06,106.86,-0.05
2014-01-16,149.3,0.04,106.88,0.02
2014-01-17,149.33,0.03,106.87,-0.01
2014-01-20,149.32,-0.01,106.86,-0.01
2014-01-21,149.29,-0.03,106.82,-0.04
2014-01-22,149.23,-0.06,106.77,-0.05
2014-01-23,149.39,0.16,106.88,0.11
2014-01-24,149.62,0.23,107.01,0.13
2014-01-27,149.6,-0.02,107,-0.01
2014-01-28,149.64,0.04,107.02,0.02
2014-01-29,149.51,-0.13,106.88,-0.14
2014-02-03,149.71,0.2,107.01,0.13
2014-02-04,149.98,0.27,107.2,0.19
2014-02-05,149.94,-0.04,107.16,-0.04
2014-02-06,149.95,0.01,107.16,0
2014-02-07,149.96,0.01,107.14,-0.02
2014-02-10,150.09,0.13,107.23,0.09
2014-02-11,150.17,0.08,107.28,0.05
2014-02-12,150.1,-0.07,107.21,-0.07
2014-02-13,150.29,0.19,107.34,0.13
2014-02-14,150.34,0.05,107.35,0.01
2014-02-17,150.34,0,107.35,0
2014-02-18,150.22,-0.12,107.25,-0.1
2014-02-19,150.37,0.15,107.35,0.1
2014-02-20,150.37,0,107.34,-0.01
2014-02-21,150.21,-0.16,107.19,-0.15
2014-02-24,150.3,0.09,107.25,0.06
2014-02-25,150.42,0.12,107.33,0.08
2014-02-26,150.35,-0.07,107.27,-0.06
2014-02-27,150.51,0.16,107.38,0.11
2014-02-28,150.5,-0.01,107.35,-0.03
2014-03-03,150.13,-0.37,107.07,-0.28
2014-03-04,150.09,-0.04,107.03,-0.04
2014-03-05,150.18,0.09,107.09,0.06
2014-03-06,150.21,0.03,107.1,0.01
2014-03-07,150.13,-0.08,107.01,-0.09
2014-03-10,150.29,0.16,106.28,-0.73
2014-03-11,150.38,0.09,106.93,0.65
2014-03-12,150.5,0.12,107,0.07
2014-03-13,150.52,0.02,107.01,0.01
2014-03-14,150.84,0.32,107.21,0.2
2014-03-17,150.72,-0.12,107.12,-0.09
2014-03-18,150.7,-0.02,107.09,-0.03
2014-03-19,150.77,0.07,107.13,0.04
2014-03-20,150.64,-0.13,107.03,-0.1
2014-03-21,150.51,-0.13,106.91,-0.12
2014-03-24,150.54,0.03,106.92,0.01
2014-03-25,150.63,0.09,106.98,0.06
2014-03-26,150.62,-0.01,106.97,-0.01
2014-03-27,150.69,0.07,107,0.03
2014-03-28,150.77,0.08,107.03,0.03
2014-03-31,150.81,0.04,107.06,0.03
2014-04-01,150.76,-0.05,107.01,-0.05
2014-04-02,150.67,-0.09,106.93,-0.08
2014-04-03,150.67,0,106.93,0
2014-04-04,150.68,0.01,106.91,-0.02
2014-04-07,150.89,0.21,107.05,0.14
2014-04-08,150.83,-0.06,107,-0.05
2014-04-09,150.96,0.13,107.08,0.08
2014-04-10,150.95,-0.01,107.06,-0.02
2014-04-11,150.98,0.03,107.06,0
2014-04-14,150.94,-0.04,107.02,-0.04
2014-04-15,150.91,-0.03,106.99,-0.03
2014-04-16,150.9,-0.01,106.97,-0.02
2014-04-17,151.01,0.11,107.05,0.08
2014-04-18,150.94,-0.07,106.97,-0.08
2014-04-21,150.92,-0.02,106.95,-0.02
2014-04-22,150.95,0.03,106.96,0.01
2014-04-23,151.01,0.06,106.99,0.03
2014-04-24,150.99,-0.02,106.97,-0.02
2014-04-25,151.07,0.08,107,0.03
2014-04-28,151.12,0.05,107.02,0.02
2014-04-29,151.14,0.02,107.03,0.01
2014-04-30,151.15,0.01,107.02,-0.01
2014-05-02,151.28,0.13,107.07,0.05
2014-05-07,151.53,0.25,107.23,0.16
2014-05-08,151.54,0.01,107.23,0
2014-05-09,151.68,0.14,107.3,0.07
2014-05-12,151.68,0,107.3,0
2014-05-13,151.59,-0.09,107.23,-0.07
2014-05-14,151.69,0.1,107.28,0.05
2014-05-15,151.97,0.28,107.48,0.2
2014-05-16,151.95,-0.02,107.44,-0.04
2014-05-19,151.97,0.02,107.44,0
2014-05-20,151.95,-0.02,107.42,-0.02
2014-05-21,152,0.05,107.45,0.03
2014-05-22,151.89,-0.11,107.36,-0.09
2014-05-23,152.05,0.16,107.45,0.09
2014-05-26,152.14,0.09,107.5,0.05
2014-05-27,152.16,0.02,107.5,0
2014-05-28,152.21,0.05,107.53,0.03
2014-05-29,152.39,0.18,107.65,0.12
2014-05-30,152.32,-0.07,107.57,-0.08
2014-06-02,152.24,-0.08,107.51,-0.06
2014-06-03,152.23,-0.01,107.48,-0.03
2014-06-05,152.17,-0.06,107.4,-0.08
2014-06-09,152.28,0.11,107.47,0.07
2014-06-10,152.43,0.15,107.18,-0.29
2014-06-11,152.39,-0.04,107.53,0.35
2014-06-12,152.66,0.27,107.72,0.19
2014-06-13,152.76,0.1,107.76,0.04
2014-06-16,152.92,0.16,107.86,0.1
2014-06-17,152.95,0.03,107.87,0.01
2014-06-18,152.95,0,107.87,0
2014-06-19,153.2,0.25,108.03,0.16
2014-06-20,153.44,0.24,108.18,0.15
2014-06-23,153.4,-0.04,108.14,-0.04
2014-06-24,153.45,0.05,108.16,0.02
2014-06-25,153.42,-0.03,108.14,-0.02
2014-06-26,153.41,-0.01,108.12,-0.02
2014-06-27,153.56,0.15,108.2,0.08
2014-06-30,153.66,0.1,108.26,0.06
2014-07-01,153.7,0.04,108.28,0.02
2014-07-02,154.12,0.42,108.57,0.29
2014-07-03,154.18,0.06,108.6,0.03
2014-07-04,154.1,-0.08,108.52,-0.08
2014-07-07,154.08,-0.02,108.49,-0.03
2014-07-08,153.87,-0.21,108.34,-0.15
2014-07-09,153.95,0.08,108.38,0.04
2014-07-10,154.29,0.34,108.62,0.24
2014-07-11,154.36,0.07,108.64,0.02
2014-07-14,154.38,0.02,108.64,0
2014-07-15,154.4,0.02,108.65,0.01
2014-07-16,154.58,0.18,108.77,0.12
2014-07-17,155.02,0.44,109.07,0.3
2014-07-18,154.92,-0.1,108.98,-0.09
2014-07-21,154.87,-0.05,108.93,-0.05
2014-07-22,154.94,0.07,108.97,0.04
2014-07-23,155.09,0.15,109.07,0.1
2014-07-24,154.95,-0.14,108.96,-0.11
2014-07-25,154.95,0,108.93,-0.03
2014-07-28,154.96,0.01,108.93,0
2014-07-29,154.85,-0.11,108.84,-0.09
2014-07-30,154.89,0.04,108.86,0.02
2014-07-31,154.82,-0.07,108.8,-0.06
2014-08-01,154.61,-0.21,108.63,-0.17
2014-08-04,154.63,0.02,108.63,0
2014-08-05,154.85,0.22,108.78,0.15
2014-08-06,154.74,-0.11,108.7,-0.08
2014-08-07,154.82,0.08,108.74,0.04
2014-08-08,155.03,0.21,108.87,0.13
2014-08-11,155.06,0.03,108.88,0.01
2014-08-12,154.96,-0.1,108.8,-0.08
2014-08-13,154.97,0.01,108.79,-0.01
2014-08-14,154.95,-0.02,108.74,-0.05
2014-08-18,154.78,-0.17,108.61,-0.13
2014-08-19,154.59,-0.19,108.47,-0.14
2014-08-20,154.68,0.09,108.52,0.05
2014-08-21,154.64,-0.04,108.49,-0.03
2014-08-22,154.62,-0.02,108.45,-0.04
2014-08-25,154.8,0.18,108.57,0.12
2014-08-26,154.99,0.19,108.69,0.12
2014-08-27,155.17,0.18,108.81,0.12
2014-08-28,155.16,-0.01,108.8,-0.01
2014-08-29,155.24,0.08,108.83,0.03
2014-09-01,155.24,0,108.81,-0.02
2014-09-02,155.26,0.02,108.82,0.01
2014-09-03,155.08,-0.18,108.68,-0.14
2014-09-04,155.08,0,108.68,0
2014-09-05,155.25,0.17,108.75,0.07
2014-09-11,155.35,0.1,107.97,-0.78
2014-09-12,155.83,0.48,108.85,0.88
2014-09-15,155.8,-0.03,108.83,-0.02
2014-09-16,156.02,0.22,108.97,0.14
2014-09-17,155.97,-0.05,108.92,-0.05
2014-09-18,156.05,0.08,108.97,0.05
2014-09-19,156.05,0,108.95,-0.02
2014-09-22,156.22,0.17,109.06,0.11
2014-09-23,156.28,0.06,109.09,0.03
2014-09-24,156.38,0.1,109.15,0.06
2014-09-25,156.47,0.09,109.21,0.06
